1003,1003000309,원흥,1948,309
1003,1003000310,대화,1958,310
1003,1003000311,주엽,1957,311
1003,1003000312,정발산,1956,312
1003,1003000313,마두,1955,313
1003,1003000314,백석,1954,314
1003,1003000315,대곡,1953,315
1003,1003000316,화정,1952,316
1003,1003000317,원당,1951,317
1003,1003000318,삼송,1950,318
1003,1003000319,지축,309,319
1003,1003000320,구파발,310,320
1003,1003000321,연신내,311,321
1003,1003000322,불광,312,322
1003,1003000323,녹번,313,323
1003,1003000324,홍제,314,324
1003,1003000325,무악재,315,325
1003,1003000326,독립문,316,326
1003,1003000327,경복궁,317,327
1003,1003000328,안국,318,328
1003,1003000329,종로3가,319,329
1003,1003000330,을지로3가,320,330
1003,1003000331,충무로,321,331
1003,1003000332,동대입구,322,332
1003,1003000333,약수,323,333
1003,1003000334,금호,324,334
1003,1003000335,옥수,325,335
1003,1003000336,압구정,326,336
1003,1003000337,신사,327,337
1003,1003000338,잠원,328,338
1003,1003000339,고속터미널,329,339
1003,1003000340,교대,330,340
1003,1003000341,남부터미널,331,341
1003,1003000342,양재,332,342
1003,1003000343,매봉,333,343
1003,1003000344,도곡,334,344
1003,1003000345,대치,335,345
1003,1003000346,학여울,336,346
1003,1003000347,대청,337,347
1003,1003000348,일원,338,348
1003,1003000349,수서,339,349
1003,1003000350,가락시장,340,350
1003,1003000351,경찰병원,341,351
1003,1003000352,오금,342,352
