1009,1009000901,개화,4101,901
1009,1009000902,김포공항,4102,902
1009,1009000903,공항시장,4103,903
1009,1009000904,신방화,4104,904
1009,1009000905,마곡나루,4105,905
1009,1009000906,양천향교,4106,906
1009,1009000907,가양,4107,907
1009,1009000908,증미,4108,908
1009,1009000909,등촌,4109,909
1009,1009000910,염창,4110,910
1009,1009000911,신목동,4111,911
1009,1009000912,선유도,4112,912
1009,1009000913,당산,4113,913
1009,1009000914,국회의사당,4114,914
1009,1009000915,여의도,4115,915
1009,1009000916,샛강,4116,916
1009,1009000917,노량진,4117,917
1009,1009000918,노들,4118,918
1009,1009000919,흑석,4119,919
1009,1009000920,동작,4120,920
1009,1009000921,구반포,4121,921
1009,1009000922,신반포,4122,922
1009,1009000923,고속터미널,4123,923
1009,1009000924,사평,4124,924
1009,1009000925,신논현,4125,925
1009,1009000926,언주,4126,926
1009,1009000927,선정릉,4127,927
1009,1009000928,삼성중앙,4128,928
1009,1009000929,봉은사,4129,929
1009,1009000930,종합운동장,4130,930
