1075,1075075210,왕십리,1845,K210
1075,1075075211,서울숲,1847,K211
1075,1075075212,압구정로데오,1848,K212
1075,1075075213,강남구청,1849,K213
1075,1075075214,선정릉,1850,K214
1075,1075075215,선릉,1023,K215
1075,1075075216,한티,1024,k216
1075,1075075217,도곡,1025,K217
1075,1075075218,구룡,1026,k218
1075,1075075219,개포동,1027,k219
1075,1075075220,대모산,1028,k220
1075,1075075221,수서,1030,K221
1075,1075075222,복정,1031,K222
1075,1075075223,가천대,1851,K223
1075,1075075224,태평,1852,K224
1075,1075075225,모란,1853,K225
1075,1075075226,야탑,1854,K226
1075,1075075227,이매,1860,K227
1075,1075075228,서현,1855,K228
1075,1075075229,수내,1856,K229
1075,1075075230,정자,1857,K230
1075,1075075231,미금,1858,K231
1075,1075075232,오리,1859,K232
1075,1075075233,죽전,1862,K233
1075,1075075234,보정,1861,K234
1075,1075075235,구성,1863,K235
1075,1075075236,신갈,1864,K236
1075,1075075237,기흥,1865,K237
1075,1075075238,상갈,1866,K238
1075,1075075239,청명,1867,K239
1075,1075075240,영통,1868,K240
1075,1075075241,망포,1869,K241
1075,1075075242,매탄권선,1870,K242
1075,1075075243,수원시청,1871,K243
1075,1075075244,매교,1872,K244
1075,1075075245,수원,1846,K245
1075,1075075210,왕십리,102C,K210
