1004,1004000409,당고개,409,409
1004,1004000410,상계,410,410
1004,1004000411,노원,411,411
1004,1004000412,창동,412,412
1004,1004000413,쌍문,413,413
1004,1004000414,수유,414,414
1004,1004000415,미아,415,415
1004,1004000416,미아사거리,416,416
1004,1004000417,길음,417,417
1004,1004000418,성신여대입구,418,418
1004,1004000419,한성대입구,419,419
1004,1004000420,혜화,420,420
1004,1004000421,동대문,421,421
1004,1004000422,동대문역사문화공원,422,422
1004,1004000423,충무로,423,423
1004,1004000424,명동,424,424
1004,1004000425,회현,425,425
1004,1004000426,서울,426,426
1004,1004000427,숙대입구,427,427
1004,1004000428,삼각지,428,428
1004,1004000429,신용산,429,429
1004,1004000430,이촌,430,430
1004,1004000431,동작,431,431
1004,1004000432,총신대입구(이수),432,432
1004,1004000433,사당,433,433
1004,1004000434,남태령,434,434
1004,1004000435,선바위,1450,435
1004,1004000436,경마공원,1451,436
1004,1004000437,대공원,1452,437
1004,1004000438,과천,1453,438
1004,1004000439,정부과천청사,1454,439
1004,1004000440,인덕원,1455,440
1004,1004000441,평촌,1456,441
1004,1004000442,범계,1457,442
1004,1004000443,금정,1458,443
1004,1004000444,산본,1751,444
1004,1004000445,수리산,1763,445
1004,1004000446,대야미,1752,446
1004,1004000447,반월,1753,447
1004,1004000448,상록수,1754,448
1004,1004000449,한대앞,1755,449
1004,1004000450,중앙,1756,450
1004,1004000451,고잔,1757,451
1004,1004000452,초지,1758,452
1004,1004000453,안산,1759,453
1004,1004000454,신길온천,1760,454
1004,1004000455,정왕,1761,455
1004,1004000456,오이도,1762,456
