1008,1008000810,암사,2811,810
1008,1008000811,천호(풍납토성),2812,811
1008,1008000812,강동구청,2813,812
1008,1008000813,몽촌토성(평화의문),2814,813
1008,1008000814,잠실,2815,814
1008,1008000815,석촌,2816,815
1008,1008000816,송파,2817,816
1008,1008000817,가락시장,2818,817
1008,1008000818,문정,2819,818
1008,1008000819,장지,2820,819
1008,1008000820,복정,2821,820
1008,1008000821,산성,2822,821
1008,1008000822,"남한산성입구(성남법원, 검찰청)",2823,822
1008,1008000823,단대오거리,2824,823
1008,1008000824,신흥,2825,824
1008,1008000825,수진,2826,825
1008,1008000826,모란,2827,826
