1067,1067080120,상봉,1309,P120
1067,1067080121,망우,1310,P121
1067,1067080122,신내,1311,P122
1067,1067080123,갈매,1312,P123
1067,1067080124,별내,1313,P124
1067,1067080125,퇴계원,1314,P125
1067,1067080126,사릉,1315,P126
1067,1067080127,금곡,1316,P127
1067,1067080128,평내호평,1317,P128
1067,1067080129,천마산,1318,P129
1067,1067080130,마석,1319,P130
1067,1067080131,대성리,1320,P131
1067,1067080132,청평,1321,P132
1067,1067080133,상천,1322,P133
1067,1067080134,가평,1323,P134
1067,1067080135,굴봉산,1324,P135
1067,1067080136,백양리,1325,P136
1067,1067080137,강촌,1326,P137
1067,1067080138,김유정,1327,P138
1067,1067080139,남춘천,1328,P139
1067,1067080140,춘천,1329,P140
