1063,1063075110,용산,1290,K110
1063,1063075111,이촌,1008,K111
1063,1063075112,서빙고,1009,K112
1063,1063075113,한남,1010,K113
1063,1063075114,옥수,1011,K114
1063,1063075115,응봉,1012,K115
1063,1063075116,왕십리,1013,K116
1063,1063075117,청량리,1014,K117
1063,1063075118,회기,1200,K118
1063,1063075119,중랑,1201,K119
1063,1063075120,상봉,1202,K120
1063,1063075121,망우,1203,K121
1063,1063075122,양원,1204,K122
1063,1063075123,구리,1205,K123
1063,1063075124,도농,1206,K124
1063,1063075125,양정,1207,K125
1063,1063075126,덕소,1208,K126
1063,1063075127,도심,1209,K127
1063,1063075128,팔당,1210,K128
1063,1063075129,운길산,1211,K129
1063,1063075130,양수,1212,K130
1063,1063075131,신원,1213,K131
1063,1063075132,국수,1214,K132
1063,1063075133,아신,1215,K133
1063,1063075134,오빈,1216,K134
1063,1063075135,양평,1217,K135
1063,1063075136,원덕,1218,K136
1063,1063075137,용문,1219,K137
1063,1063075312,공덕,1262,K312
1063,1063075313,서강대,1263,K313
1063,1063075314,홍대입구,1264,K314
1063,1063075315,가좌,1265,K315
1063,1063075316,디지털미디어시티,1266,K316
1063,1063075317,수색,1267,K317
1063,1063075318,화전,1268,K318
1063,1063075319,강매,1269,K319
1063,1063075320,행신,1270,K320
1063,1063075321,능곡,1271,K321
1063,1063075322,대곡,1249,K322
1063,1063075323,곡산,1272,K323
1063,1063075324,백마,1273,K324
1063,1063075325,풍산,1274,K325
1063,1063075326,일산,1275,K326
1063,1063075327,탄현,1276,K327
1063,1063075328,야당,1277,K328
1063,1063075329,운정,1278,K329
1063,1063075330,금릉,1279,K330
1063,1063075331,금촌,1280,K331
1063,1063075333,월롱,1282,K333
1063,1063075334,파주,1283,K334
1063,1063075335,문산,1284,K335
1063,1063075826,효창공원앞,1261,K826
1063,1063080312,신촌(경의.중앙선),1252,P312
1063,1063080313,서울,1251,P313
