1006,1006000610,응암순환(상선),2611,610
1006,1006000611,역촌,2612,611
1006,1006000612,불광,2613,612
1006,1006000613,독바위,2614,613
1006,1006000614,연신내,2615,614
1006,1006000615,구산,2616,615
1006,1006000616,새절(신사),2617,616
1006,1006000617,증산(명지대앞),2618,617
1006,1006000618,디지털미디어시티,2619,618
1006,1006000619,월드컵경기장(성산),2620,619
1006,1006000620,마포구청,2621,620
1006,1006000621,망원,2622,621
1006,1006000622,합정,2623,622
1006,1006000623,상수,2624,623
1006,1006000624,광흥창,2625,624
1006,1006000625,대흥(서강대앞),2626,625
1006,1006000626,공덕,2627,626
1006,1006000627,효창공원앞,2628,627
1006,1006000628,삼각지,2629,628
1006,1006000629,녹사평,2630,629
1006,1006000630,이태원,2631,630
1006,1006000631,한강진,2632,631
1006,1006000632,버티고개,2633,632
1006,1006000633,약수,2634,633
1006,1006000634,청구,2635,634
1006,1006000635,신당,2636,635
1006,1006000636,동묘앞,2637,636
1006,1006000637,창신,2638,637
1006,1006000638,보문,2639,638
1006,1006000639,안암(고대병원앞),2640,639
1006,1006000640,고려대,2641,640
1006,1006000641,월곡(동덕여대),2642,641
1006,1006000642,상월곡(한국과학기술연구원),2643,642
1006,1006000643,돌곶이,2644,643
1006,1006000644,석계,2645,644
1006,1006000645,태릉입구,2646,645
1006,1006000646,화랑대(서울여대입구),2647,646
1006,1006000647,봉화산,2648,647
