1001000103,0238,소요산,23:59:59,1,1
1001000108,0242,소요산,23:59:46,1,1
1001000113,0246,양주,00:00:27,1,1
1001000118,0248,창동,23:59:47,1,1
1001000120,0718,광운대,23:59:06,1,1
1001000125,0530,광운대,23:59:07,1,1
1001000128,0845,구로,23:59:01,1,2
1001000129,0254,창동,00:00:00,1,1
1001000129,0254,창동,00:00:01,1,1
1001000132,0532,청량리,23:59:03,1,1
1001000132,0843,구로,23:57:42,1,2
1001000133,0256,광운대,23:59:55,1,1
1001000136,0841,구로,23:59:37,1,2
1001000139,0263,인천,00:00:20,1,2
1001000139,0260,청량리,23:59:05,1,1
1001000141,0534,동묘앞,00:00:16,1,1
1001000145,0261,인천,23:58:58,1,2
1001000148,0264,구로,23:59:54,1,1
1001000151,0259,인천,23:59:48,1,2
1001000155,0257,인천,23:58:58,1,2
1001000155,0266,구로,23:59:07,1,1
1001080145,0726,구로,23:58:04,1,1
1001080146,0535,병점,23:59:16,1,2
1001080148,0536,구로,00:00:25,1,1
1001080151,0533,병점,00:00:00,1,2
1001080153,0730,구로,23:57:04,1,1
1001080154,0531,서동탄,23:59:41,1,2
1001080158,0732,병점,23:58:28,1,1
1001080163,0736,병점,00:00:25,1,1
1001080164,0735,천안,23:59:32,1,2
1001080167,0733,신창,23:59:26,1,2
1001080172,0738,천안,00:00:34,1,1
1001000107,0989,광운대,00:01:14,1,2
1001000113,0246,양주,00:00:27,1,1
1001000114,0981,광운대,00:00:51,1,2
1001000118,0248,창동,23:59:47,1,1
1001000123,0252,의정부,00:00:48,1,1
1001000124,0530,광운대,00:01:22,1,1
1001000129,0254,창동,00:00:00,1,1
1001000129,0845,구로,00:00:58,1,2
1001000129,0845,구로,00:00:56,1,2
1001000132,0532,청량리,23:59:03,1,1
1001000133,0256,광운대,23:59:55,1,1
1001000133,0843,구로,00:01:04,1,2
1001000133,0843,구로,00:01:03,1,2
1001000138,0260,청량리,00:01:17,1,1
1001000139,0263,인천,00:00:20,1,2
1001000141,0534,동묘앞,00:00:16,1,1
1001000143,0262,구로,00:01:29,1,1
1001000146,0261,인천,00:01:10,1,2
1001000154,0266,구로,00:01:24,1,1
1001000156,0257,인천,00:01:11,1,2
1001000160,0255,인천,00:00:44,1,2
1001080144,0726,구로,00:01:47,1,1
1001080148,0536,구로,00:00:25,1,1
1001080151,0533,병점,00:00:00,1,2
1001080153,0730,구로,23:57:04,1,1
1001080163,0736,병점,00:00:25,1,1
1001080164,0735,천안,23:59:32,1,2
1001080167,0733,신창,23:59:26,1,2
1001080172,0738,천안,00:00:34,1,1
1001000102,0238,소요산,00:01:50,1,1
1001000107,0989,광운대,00:01:14,1,2
1001000107,0242,소요산,00:02:19,1,1
1001000113,0246,양주,00:00:27,1,1
1001000117,0248,창동,00:02:24,1,1
1001000122,0252,의정부,00:02:49,1,1
1001000124,0530,광운대,00:01:22,1,1
1001000128,0254,창동,00:02:00,1,1
1001000128,0254,창동,00:02:00,1,1
1001000129,0845,구로,00:00:56,1,2
1001000131,0532,청량리,00:01:50,1,1
1001000131,0532,청량리,00:01:51,1,1
1001000132,0256,광운대,00:01:59,1,1
1001000133,0843,구로,00:01:04,1,2
1001000133,0843,구로,00:01:03,1,2
1001000137,0841,구로,00:01:56,1,2
1001000138,0260,청량리,00:01:17,1,1
1001000140,0263,인천,00:02:48,1,2
1001000143,0262,구로,00:01:29,1,1
1001000147,0264,구로,00:02:00,1,1
1001000152,0259,인천,00:02:19,1,2
1001000154,0266,구로,00:01:24,1,1
1001000160,0255,인천,00:00:44,1,2
1001080144,0726,구로,00:01:47,1,1
1001080147,0535,병점,00:02:07,1,2
1001080155,0531,서동탄,00:02:28,1,2
1001080167,0733,신창,23:59:26,1,2
1001000107,0242,소요산,00:02:19,1,1
1001000108,0989,광운대,00:03:23,1,2
1001000112,0246,양주,00:03:31,1,1
1001000115,0981,광운대,00:02:58,1,2
1001000117,0248,창동,00:02:24,1,1
1001000122,0252,의정부,00:02:49,1,1
1001000124,0911,용산,00:02:55,1,2
1001000127,0254,창동,00:03:49,1,1
1001000130,0845,구로,00:03:06,1,2
1001000130,0532,청량리,00:03:34,1,1
1001000130,0845,구로,00:03:05,1,2
1001000130,0532,청량리,00:03:35,1,1
1001000132,0256,광운대,00:01:59,1,1
1001000134,0843,구로,00:03:55,1,2
1001000137,0260,청량리,00:03:29,1,1
1001000138,0841,구로,00:03:41,1,2
1001000140,0534,동묘앞,00:03:06,1,1
1001000140,0263,인천,00:02:48,1,2
1001000142,0262,구로,00:03:24,1,1
1001000147,0261,인천,00:03:29,1,2
1001000152,0259,인천,00:02:19,1,2
1001000153,0266,구로,00:03:47,1,1
1001000157,0257,인천,00:03:17,1,2
1001080143,0726,구로,00:03:45,1,1
1001080147,0535,병점,00:02:07,1,2
1001080147,0536,구로,00:03:14,1,1
1001080152,0533,병점,00:03:26,1,2
1001080155,0531,서동탄,00:02:28,1,2
1001080162,0736,병점,00:03:25,1,1
1001080165,0735,천안,00:03:07,1,2
1001080171,0738,천안,00:03:19,1,1
1001000101,0238,소요산,00:04:09,1,1
1001000107,0242,소요산,00:02:19,1,1
1001000112,0246,양주,00:03:31,1,1
1001000115,0981,광운대,00:02:58,1,2
1001000121,0252,의정부,00:04:38,1,1
1001000123,5167,용산,00:04:55,1,2
1001000123,0530,광운대,00:04:03,1,1
1001000124,0911,용산,00:02:55,1,2
1001000127,0254,창동,00:03:49,1,1
1001000130,0532,청량리,00:03:34,1,1
1001000131,0256,광운대,00:04:59,1,1
1001000131,0845,구로,00:05:05,1,2
1001000134,0843,구로,00:03:55,1,2
1001000138,0841,구로,00:03:41,1,2
1001000141,0263,인천,00:05:00,1,2
1001000142,0262,구로,00:03:24,1,1
1001000146,0264,구로,00:04:13,1,1
1001000153,0266,구로,00:03:47,1,1
1001080143,0726,구로,00:03:45,1,1
1001080147,0536,구로,00:03:14,1,1
1001080148,0535,병점,00:05:01,1,2
1001080152,0533,병점,00:03:26,1,2
1001080152,0730,구로,00:04:36,1,1
1001080162,0736,병점,00:03:25,1,1
1001080165,0735,천안,00:03:07,1,2
1001080168,0733,신창,00:04:11,1,2
1001000101,0238,소요산,00:04:09,1,1
1001000107,0242,소요산,00:02:19,1,1
1001000109,0989,광운대,00:05:35,1,2
1001000111,0246,양주,00:05:36,1,1
1001000115,0981,광운대,00:02:58,1,2
1001000116,0981,광운대,00:06:12,1,2
1001000121,0252,의정부,00:04:38,1,1
1001000122,0530,광운대,00:06:06,1,1
1001000123,5167,용산,00:04:55,1,2
1001000124,0911,용산,00:02:55,1,2
1001000126,0254,창동,00:05:34,1,1
1001000126,0254,창동,00:05:35,1,1
1001000129,0532,청량리,00:05:24,1,1
1001000129,0532,청량리,00:05:25,1,1
1001000131,0256,광운대,00:04:59,1,1
1001000131,0845,구로,00:05:06,1,2
1001000131,0845,구로,00:05:05,1,2
1001000135,0843,구로,00:06:01,1,2
1001000136,0260,청량리,00:05:43,1,1
1001000139,0534,동묘앞,00:05:10,1,1
1001000141,0263,인천,00:05:00,1,2
1001000142,0262,구로,00:03:24,1,1
1001000148,0261,인천,00:05:26,1,2
1001000153,0259,인천,00:05:23,1,2
1001000158,0257,인천,00:05:13,1,2
1001080146,0536,구로,00:05:58,1,1
1001080148,0535,병점,00:05:01,1,2
1001080152,0730,구로,00:04:36,1,1
1001080156,0531,서동탄,00:06:09,1,2
1001080162,0736,병점,00:03:25,1,1
1001080165,0735,천안,00:03:07,1,2
1001080168,0733,신창,00:04:11,1,2
1001080170,0738,천안,00:05:35,1,1
1001000101,0238,소요산,00:04:09,1,1
1001000109,0989,광운대,00:05:35,1,2
1001000111,0246,양주,00:05:36,1,1
1001000116,0981,광운대,00:06:12,1,2
1001000120,0252,의정부,00:06:59,1,1
1001000122,0530,광운대,00:06:06,1,1
1001000123,5167,용산,00:04:55,1,2
1001000125,0911,용산,00:06:58,1,2
1001000126,0254,창동,00:05:34,1,1
1001000128,0532,청량리,00:07:16,1,1
1001000130,0256,광운대,00:06:39,1,1
1001000131,0845,구로,00:05:05,1,2
1001000135,0843,구로,00:06:01,1,2
1001000136,0260,청량리,00:05:43,1,1
1001000139,0841,구로,00:06:55,1,2
1001000142,0262,구로,00:03:24,1,1
1001000145,0264,구로,00:06:28,1,1
1001000152,0266,구로,00:06:21,1,1
1001080142,0726,구로,00:06:25,1,1
1001080146,0536,구로,00:05:58,1,1
1001080149,0535,병점,00:07:19,1,2
1001080153,0533,병점,00:06:55,1,2
1001080156,0531,서동탄,00:06:09,1,2
1001080165,0735,천안,00:03:07,1,2
1001080168,0733,신창,00:04:11,1,2
1001080170,0738,천안,00:05:35,1,1
1001000106,0242,소요산,00:07:34,1,1
1001000110,0246,양주,00:08:04,1,1
1001000110,0989,광운대,00:08:02,1,2
1001000121,0530,광운대,00:07:55,1,1
1001000123,5167,용산,00:04:55,1,2
1001000125,0254,창동,00:07:35,1,1
1001000125,0254,창동,00:07:36,1,1
