TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K6020,1846,102C,07:09:00,00:00:00,G
K6424,1846,102C,20:08:20,00:00:00,D
K6418,1846,102C,09:21:20,00:00:00,D
K6416,1846,102C,08:56:00,00:00:00,D
K6414,1846,102C,08:38:30,00:00:00,D
K6412,1846,102C,08:28:20,00:00:00,D
K6410,1846,102C,08:01:20,00:00:00,D
K6392,1862,102C,18:02:50,00:00:00,G
K6262,1862,102C,20:02:50,00:00:00,G
K6260,1846,102C,19:58:00,00:00:00,G
K6258,1862,102C,19:53:50,00:00:00,G
K6256,1846,102C,19:48:00,00:00:00,G
K6254,1846,102C,19:41:00,00:00:00,G
K6252,1862,102C,19:36:50,00:00:00,G
K6250,1846,102C,19:31:00,00:00:00,G
K6248,1862,102C,19:26:50,00:00:00,G
K6246,1862,102C,19:21:50,00:00:00,G
K6244,1846,102C,19:17:00,00:00:00,G
K6242,1862,102C,19:11:50,00:00:00,G
K6240,1862,102C,19:06:50,00:00:00,G
K6238,1846,102C,19:02:00,00:00:00,G
K6236,1862,102C,18:56:50,00:00:00,G
K6038,1846,102C,08:10:00,00:00:00,G
K6036,1846,102C,07:55:00,00:00:00,G
K6034,1862,102C,07:48:50,00:00:00,G
K6032,1846,102C,07:44:00,00:00:00,G
K6028,1846,102C,07:34:00,00:00:00,G
K6026,1862,102C,07:29:00,00:00:00,G
K6024,1846,102C,07:23:00,00:00:00,G
K6022,1862,102C,07:15:50,00:00:00,G
K6428,1846,102C,20:48:50,00:00:00,D
K6232,1846,102C,18:48:00,00:00:00,G
K6230,1862,102C,18:43:50,00:00:00,G
K6228,1862,102C,18:38:50,00:00:00,G
K6226,1846,102C,18:34:00,00:00:00,G
K6224,1862,102C,18:28:50,00:00:00,G
K6222,1862,102C,18:23:50,00:00:00,G
K6220,1846,102C,18:18:00,00:00:00,G
K6218,1862,102C,18:12:50,00:00:00,G
K6216,1846,102C,18:08:00,00:00:00,G
K6214,1862,102C,17:57:50,00:00:00,G
K6212,1846,102C,17:53:00,00:00:00,G
K6210,1862,102C,17:48:50,00:00:00,G
K6208,1846,102C,17:42:00,00:00:00,G
K6206,1862,102C,17:35:50,00:00:00,G
K6204,1862,102C,17:30:50,00:00:00,G
K6202,1846,102C,17:25:00,00:00:00,G
K6200,1862,102C,17:19:50,00:00:00,G
K6198,1862,102C,17:14:50,00:00:00,G
K6196,1846,102C,17:09:00,00:00:00,G
K6194,1862,102C,17:01:50,00:00:00,G
K6192,1846,102C,16:53:00,00:00:00,G
K6190,1862,102C,16:44:50,00:00:00,G
K6144,1846,102C,13:41:00,00:00:00,G
K6142,1862,102C,13:33:50,00:00:00,G
K6140,1846,102C,13:25:00,00:00:00,G
K6138,1862,102C,13:17:50,00:00:00,G
K6136,1846,102C,13:09:00,00:00:00,G
K6134,1862,102C,13:01:50,00:00:00,G
K6132,1846,102C,12:53:00,00:00:00,G
K6130,1862,102C,12:44:50,00:00:00,G
K6126,1862,102C,12:27:50,00:00:00,G
K6124,1846,102C,12:21:00,00:00:00,G
K6122,1862,102C,12:13:50,00:00:00,G
K6120,1846,102C,12:05:00,00:00:00,G
K6118,1846,102C,11:56:00,00:00:00,G
K6116,1846,102C,11:48:00,00:00:00,G
K6112,1846,102C,11:33:00,00:00:00,G
K6110,1862,102C,11:26:50,00:00:00,G
K6108,1846,102C,11:18:00,00:00:00,G
K6106,1846,102C,11:10:00,00:00:00,G
K6104,1846,102C,11:01:00,00:00:00,G
K6102,1846,102C,10:53:00,00:00:00,G
K6098,1846,102C,10:41:00,00:00:00,G
K6094,1846,102C,10:27:00,00:00:00,G
K6092,1846,102C,10:19:00,00:00:00,G
K6090,1846,102C,10:12:00,00:00:00,G
K6088,1846,102C,10:05:00,00:00:00,G
K6086,1846,102C,09:58:00,00:00:00,G
K6084,1846,102C,09:51:00,00:00:00,G
K6082,1846,102C,09:44:00,00:00:00,G
K6334,1846,102C,24:24:00,00:00:00,G
K6332,1846,102C,24:10:00,00:00:00,G
K6330,1846,102C,23:59:00,00:00:00,G
K6328,1846,102C,23:47:00,00:00:00,G
K6326,1846,102C,23:35:00,00:00:00,G
K6324,1846,102C,23:24:00,00:00:00,G
K6322,1846,102C,23:15:00,00:00:00,G
