TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K9,1019,1812,05:20:30,05:21:00,G
S11,0159,1812,05:25:00,05:25:30,G
K13,1022,1812,05:29:00,05:29:30,G
S405,0159,1749,05:33:00,05:33:30,G
S15,0159,1812,05:39:00,05:39:30,G
K407,1019,1749,05:43:30,05:44:00,G
K17,1906,1812,05:49:00,05:49:30,G
K19,1909,1812,05:56:00,05:56:30,G
K409,1019,1749,06:01:30,06:02:00,G
K23,1909,1812,06:08:00,06:08:30,G
K25,1022,1812,06:13:00,06:13:30,G
K411,1019,1749,06:18:30,06:19:00,G
S27,0159,1812,06:22:30,06:23:00,G
K29,1916,1812,06:28:00,06:28:30,G
S413,1019,1749,06:31:30,06:32:00,G
S31,0159,1812,06:36:30,06:37:00,G
K415,1019,1749,06:40:30,06:41:00,G
K33,1909,1812,06:45:00,06:45:30,G
K625,1019,1728,06:48:30,06:49:00,G
S35,0159,1812,06:52:00,06:52:30,G
S417,1019,1749,06:55:30,06:56:00,G
K37,1916,1812,06:58:30,06:59:00,G
K627,0158,1408,07:01:30,07:02:00,G
S39,1019,1812,07:04:30,07:05:00,G
K419,1019,1749,07:07:30,07:08:00,G
K41,1906,1812,07:11:00,07:11:30,G
K629,1019,1728,07:14:30,07:15:00,G
K43,1916,1812,07:18:00,07:18:30,G
K421,1019,1749,07:21:00,07:21:30,G
K45,1906,1812,07:24:00,07:24:30,G
K631,1019,1728,07:27:30,07:28:00,G
S47,1909,1812,07:31:00,07:31:30,G
S423,0159,1749,07:34:00,07:34:30,G
K49,1915,1812,07:37:30,07:38:00,G
K633,1019,1408,07:41:00,07:41:30,G
K51,1909,1812,07:45:00,07:45:30,G
S425,1019,1749,07:48:30,07:49:00,G
K1601,1915,1812,07:52:00,07:52:30,D
K635,1019,1728,07:55:30,07:56:00,G
K53,1916,1812,07:58:30,07:59:00,G
K427,1019,1716,08:02:00,08:02:30,G
K55,1909,1812,08:05:30,08:06:00,G
K637,0158,1408,08:09:00,08:09:30,G
K57,1915,1812,08:12:30,08:13:00,G
K429,1019,1716,08:15:30,08:16:00,G
K59,1916,1812,08:19:00,08:19:30,G
K431,1019,1749,08:21:30,08:22:00,G
K61,1915,1701,08:24:30,08:25:00,G
K639,0158,1728,08:27:30,08:28:00,G
