TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
GW01,4307,4319,05:31:38,G
GW03,4307,4319,05:44:38,G
GW04,4307,4319,05:55:39,G
GW05,4307,4319,06:06:44,G
GW06,4307,4319,06:17:38,G
GW07,4307,4319,06:28:38,G
GW08,4307,4319,06:39:39,G
GW09,4307,4319,06:49:15,G
GW10,4307,4319,07:00:41,G
GW11,4307,4319,07:10:38,G
GW12,4307,4319,07:18:38,G
GW13,4307,4319,07:26:38,G
GW14,4307,4319,07:34:48,G
GW15,4307,4319,07:42:51,G
GW16,4307,4319,07:50:38,G
GW17,4307,4319,07:58:28,G
GW18,4307,4319,08:06:58,G
GW19,4307,4319,08:14:55,G
GW20,4307,4319,08:22:46,G
GW21,4307,4319,08:30:41,G
GW22,4307,4319,08:38:38,G
GW23,4307,4319,08:46:38,G
GW24,4307,4319,08:54:38,G
GW25,4307,4319,09:02:48,G
GW26,4307,4319,09:10:51,G
GW27,4307,4319,09:18:38,G
GW28,4307,4319,09:26:28,G
GW29,4307,4319,09:34:58,G
GW30,4307,4319,09:42:55,G
GW31,4307,4319,09:50:46,G
GW32,4307,4319,09:58:41,G
GW33,4307,4319,10:06:38,G
GW34,4307,4319,10:14:38,G
GW35,4307,4319,10:22:38,G
GW36,4307,4319,10:30:48,G
GW37,4307,4319,10:38:51,G
GW38,4307,4319,10:46:38,G
GW39,4307,4319,10:54:38,G
GW40,4307,4319,11:02:58,G
GW41,4307,4319,11:10:55,G
GW42,4307,4319,11:18:46,G
GW43,4307,4319,11:26:41,G
GW44,4307,4319,11:34:38,G
GW45,4307,4319,11:42:38,G
GW46,4307,4319,11:50:38,G
GW47,4307,4319,11:58:48,G
GW48,4307,4319,12:06:51,G
GW49,4307,4319,12:14:38,G
GW50,4307,4319,12:22:38,G
GW51,4307,4319,12:30:58,G
GW52,4307,4319,12:38:55,G
GW53,4307,4319,12:46:46,G
GW54,4307,4319,12:54:41,G
GW55,4307,4319,13:02:38,G
GW56,4307,4319,13:10:38,G
GW57,4307,4319,13:18:38,G
GW58,4307,4319,13:26:38,G
GW59,4307,4319,13:34:51,G
GW60,4307,4319,13:42:38,G
GW61,4307,4319,13:50:38,G
GW62,4307,4319,13:58:58,G
GW63,4307,4319,14:06:55,G
GW64,4307,4319,14:14:46,G
GW65,4307,4319,14:22:41,G
GW66,4307,4319,14:30:38,G
GW67,4307,4319,14:38:38,G
GW68,4307,4319,14:46:38,G
GW69,4307,4319,14:54:38,G
GW70,4307,4319,15:02:51,G
GW71,4307,4319,15:10:38,G
GW72,4307,4319,15:18:38,G
GW73,4307,4319,15:26:58,G
GW74,4307,4319,15:34:55,G
GW75,4307,4319,15:42:46,G
GW76,4307,4319,15:50:41,G
GW77,4307,4319,15:58:38,G
GW78,4307,4319,16:06:38,G
GW79,4307,4319,16:14:38,G
GW80,4307,4319,16:22:38,G
GW81,4307,4319,16:30:51,G
GW82,4307,4319,16:38:38,G
GW83,4307,4319,16:46:38,G
GW84,4307,4319,16:54:58,G
GW85,4307,4319,17:02:55,G
GW86,4307,4319,17:10:46,G
GW87,4307,4319,17:18:41,G
GW88,4307,4319,17:26:38,G
GW89,4307,4319,17:34:38,G
GW90,4307,4319,17:42:38,G
GW91,4307,4319,17:50:38,G
GW92,4307,4319,17:58:51,G
GW93,4307,4319,18:06:38,G
GW94,4307,4319,18:14:38,G
GW95,4307,4319,18:22:58,G
GW96,4307,4319,18:30:55,G
GW97,4307,4319,18:38:46,G
GW98,4307,4319,18:46:41,G
GW99,4307,4319,18:54:38,G
GW100,4307,4319,19:02:38,G
GW101,4307,4319,19:10:38,G
GW102,4307,4319,19:18:38,G
GW103,4307,4319,19:26:38,G
GW104,4307,4319,19:34:38,G
GW105,4307,4319,19:42:38,G
GW106,4307,4319,19:50:58,G
GW107,4307,4319,19:58:55,G
GW108,4307,4319,20:06:46,G
GW109,4307,4319,20:14:41,G
GW110,4307,4319,20:22:38,G
GW111,4307,4319,20:30:38,G
GW112,4307,4319,20:38:38,G
GW113,4307,4319,20:46:38,G
GW114,4307,4319,20:54:38,G
GW115,4307,4319,21:02:38,G
GW116,4307,4319,21:10:38,G
GW117,4307,4319,21:18:58,G
GW118,4307,4319,21:26:26,G
GW119,4307,4319,21:34:17,G
GW120,4307,4319,21:42:12,G
GW121,4307,4319,21:50:09,G
GW122,4307,4319,21:58:09,G
GW123,4307,4319,22:06:09,G
GW124,4307,4319,22:14:09,G
GW125,4307,4319,22:22:09,G
GW126,4307,4319,22:30:09,G
GW127,4307,4319,22:38:09,G
GW128,4307,4319,22:46:29,G
GW129,4307,4319,22:55:38,G
GW130,4307,4319,23:05:17,G
GW131,4307,4312,23:12:12,G
GW132,4307,4319,23:19:09,G
GW133,4307,4312,23:26:09,G
GW134,4307,4319,23:33:09,G
GW135,4307,4312,23:42:09,G
GW136,4307,4312,23:51:09,G
