TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K609,1701,1408,05:41:00,05:41:30,G
K611,1701,1408,06:00:00,06:00:30,G
K613,1701,1728,06:13:00,06:13:30,G
S401,0150,1749,06:22:30,06:23:00,G
K615,1701,1728,06:31:00,06:31:30,G
K403,1701,1749,06:36:30,06:37:00,G
K1901,1003,1408,06:39:00,06:40:00,D
S405,0159,1749,06:44:00,06:44:30,G
K407,1019,1749,06:56:30,06:57:00,G
K619,1701,1728,07:06:30,07:07:00,G
K409,1019,1749,07:16:00,07:16:30,G
K621,1701,1408,07:22:00,07:22:30,G
K411,1019,1749,07:29:30,07:30:00,G
K623,1701,1728,07:37:00,07:37:30,G
S413,1019,1749,07:43:00,07:44:00,G
K415,1019,1749,07:51:30,07:52:00,G
K625,1019,1728,08:01:00,08:01:30,G
S417,1019,1749,08:06:30,08:07:00,G
K1903,0150,1408,08:10:00,08:10:30,D
K627,0158,1408,08:12:30,08:13:00,G
K419,1019,1749,08:19:00,08:19:30,G
K629,1019,1728,08:25:30,08:26:00,G
K421,1019,1749,08:32:00,08:32:30,G
K631,1019,1728,08:38:30,08:39:00,G
S423,0159,1749,08:45:30,08:46:00,G
K633,1019,1408,08:52:30,08:53:00,G
S425,1019,1749,09:02:00,09:02:30,G
K635,1019,1728,09:06:30,09:07:00,G
K427,1019,1716,09:13:30,09:14:00,G
K637,0158,1408,09:20:00,09:20:30,G
K429,1019,1716,09:26:30,09:27:00,G
K431,1019,1749,09:33:00,09:33:30,G
K1905,1003,1728,09:35:00,09:35:30,D
K639,0158,1728,09:38:30,09:39:00,G
K433,1019,1716,09:47:30,09:48:00,G
K435,1019,1749,09:53:00,09:53:30,G
K641,1019,1408,10:04:30,10:05:00,G
S437,1019,1749,10:15:30,10:16:00,G
K643,1019,1408,10:23:30,10:24:00,G
S439,1019,1749,10:33:00,10:33:30,G
K645,0158,1408,10:41:00,10:41:30,G
K441,1019,1749,10:50:00,10:50:30,G
K647,0158,1408,10:57:30,10:58:00,G
K1907,1003,1728,11:00:00,11:01:00,D
K443,1019,1749,11:05:00,11:05:30,G
K649,0158,1408,11:13:30,11:14:00,G
S445,1019,1749,11:24:30,11:25:00,G
K1951,1003,1716,11:27:00,11:28:00,D
K651,0158,1728,11:32:00,11:32:30,G
S447,1019,1749,11:45:00,11:45:30,G
K653,0158,1408,11:54:00,11:54:30,G
K1909,1003,1728,11:56:30,11:57:00,D
K449,1019,1749,12:03:00,12:03:30,G
K655,0158,1728,12:12:00,12:12:30,G
K451,1019,1749,12:25:00,12:25:30,G
K657,0158,1408,12:36:00,12:36:30,G
K453,1019,1749,12:44:00,12:44:30,G
K659,0158,1728,12:53:00,12:53:30,G
K455,1019,1749,13:03:30,13:04:00,G
K661,0158,1408,13:13:30,13:14:00,G
K1911,1003,1728,13:19:30,13:20:00,D
K457,1019,1749,13:24:00,13:24:30,G
K663,0158,1728,13:34:00,13:34:30,G
K459,1019,1749,13:45:30,13:46:00,G
K665,0158,1408,13:53:00,13:53:30,G
K1913,1003,1728,14:00:00,14:00:30,D
S461,1019,1749,14:03:30,14:04:00,G
K667,0158,1728,14:14:00,14:14:30,G
S463,1019,1749,14:24:00,14:24:30,G
K669,0158,1408,14:35:00,14:35:30,G
K465,1019,1749,14:44:00,14:44:30,G
K671,0158,1728,14:54:00,14:54:30,G
K467,1019,1749,15:03:00,15:03:30,G
K675,0158,1408,15:13:00,15:13:30,G
S469,1019,1749,15:23:30,15:24:00,G
K1915,1003,1728,15:27:30,15:28:00,D
K677,0158,1728,15:34:00,15:34:30,G
S471,1019,1749,15:45:00,15:45:30,G
K679,0158,1408,15:53:00,15:53:30,G
K473,1019,1749,16:03:30,16:04:00,G
K1953,1003,1716,16:08:00,16:08:30,D
K683,0158,1728,16:13:00,16:13:30,G
K475,1019,1749,16:24:00,16:24:30,G
K1917,1003,1728,16:29:30,16:30:00,D
K477,0158,1716,16:34:00,16:34:30,G
K479,1019,1749,16:43:30,16:44:00,G
K689,0158,1728,16:52:30,16:53:00,G
K481,1019,1749,17:03:30,17:04:00,G
K691,0158,1408,17:13:00,17:13:30,G
K483,1019,1749,17:23:30,17:24:00,G
K1919,1003,1408,17:28:00,17:28:30,D
K693,0158,1728,17:32:30,17:33:00,G
K485,1019,1749,17:43:30,17:44:00,G
K695,0158,1408,17:53:00,17:53:30,G
S487,1019,1749,18:02:30,18:03:00,G
