TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
S401,0150,1749,05:33:30,05:34:00,G
K1009,1003,1811,05:42:00,05:42:30,D
K9,1019,1812,05:42:30,05:43:00,G
S11,0159,1812,05:47:00,05:47:30,G
K13,1022,1812,05:51:30,05:52:00,G
S405,0159,1749,05:55:00,05:55:30,G
K1901,1003,1408,05:59:00,05:59:30,D
S15,0159,1812,06:01:00,06:01:30,G
K407,1019,1749,06:06:00,06:06:30,G
K17,1906,1812,06:11:00,06:11:30,G
K1251,1003,1806,06:18:00,06:18:30,D
K19,1909,1812,06:18:00,06:18:30,G
K409,1019,1749,06:25:00,06:25:30,G
K1021,1003,1811,06:30:00,06:30:30,D
K23,1909,1812,06:30:00,06:30:30,G
K25,1022,1812,06:35:30,06:36:00,G
K411,1019,1749,06:40:30,06:41:00,G
K1025,1003,1811,06:43:00,06:43:30,D
S27,0159,1812,06:44:30,06:45:00,G
K29,1916,1812,06:50:00,06:50:30,G
K1027,1003,1811,06:51:00,06:51:30,D
S413,1019,1749,06:53:30,06:54:00,G
K1029,1003,1811,06:58:00,06:58:30,D
S31,0159,1812,06:58:30,06:59:00,G
K415,1019,1749,07:02:30,07:03:00,G
K1255,1003,1806,07:06:00,07:06:30,D
K33,1909,1812,07:07:00,07:07:30,G
K625,1019,1728,07:10:30,07:11:00,G
S35,0159,1812,07:14:00,07:14:30,G
K1035,1003,1811,07:15:00,07:15:30,D
S417,1019,1749,07:17:30,07:18:00,G
K37,1916,1812,07:20:30,07:21:00,G
K1037,1003,1811,07:21:00,07:21:30,D
K627,0158,1408,07:23:30,07:24:00,G
S39,1019,1812,07:26:30,07:27:00,G
K1039,1003,1811,07:28:00,07:28:30,D
K419,1019,1749,07:29:30,07:30:00,G
K41,1906,1812,07:33:00,07:33:30,G
K629,1019,1728,07:36:30,07:37:00,G
K1043,1003,1811,07:37:00,07:37:30,D
K43,1916,1812,07:40:00,07:40:30,G
K421,1019,1749,07:43:00,07:43:30,G
K1045,1003,1811,07:44:00,07:44:30,D
K45,1906,1812,07:46:00,07:46:30,G
K631,1019,1728,07:49:30,07:50:00,G
K1047,1003,1811,07:52:00,07:52:30,D
S47,1909,1812,07:53:00,07:53:30,G
S423,0159,1749,07:56:00,07:56:30,G
K1049,1003,1811,07:58:00,07:58:30,D
K49,1915,1812,07:59:30,08:00:00,G
K633,1019,1408,08:03:30,08:04:00,G
K1261,1003,1806,08:05:00,08:05:30,D
K51,1909,1812,08:07:30,08:08:00,G
S425,1019,1749,08:11:00,08:11:30,G
K1051,1003,1811,08:11:00,08:11:30,D
K1601,1915,1812,08:14:30,08:15:00,D
K1053,1003,1811,08:17:00,08:17:30,D
K635,1019,1728,08:17:30,08:18:00,G
K53,1916,1812,08:20:30,08:21:00,G
