TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
4300K,1751,0409,05:48:30,G
4302K,1759,0409,06:05:00,G
4304K,1759,0409,06:12:00,G
4502K,1762,0409,06:24:00,G
4504,1762,0409,06:36:00,G
4506K,1762,0409,06:48:00,G
4508K,1762,0409,07:00:00,G
4510,1762,0409,07:12:00,G
4512K,1762,0409,07:24:00,G
4514K,1762,0409,07:36:00,G
4516K,1762,0409,07:48:00,G
4306K,1759,0409,07:54:00,G
4518,1762,0409,08:00:00,G
4520,1762,0409,08:12:00,G
4522K,1762,0409,08:18:00,G
4524K,1762,0409,08:30:00,G
4526,1762,0409,08:42:00,G
4528,1762,0409,08:54:00,G
4308,1759,0409,09:04:00,G
4530K,1762,0409,09:09:00,G
4532,1762,0409,09:19:00,G
4534,1762,0409,09:30:00,G
4536,1762,0409,09:42:00,G
4538,1762,0409,09:54:00,G
4540K,1762,0409,10:06:00,G
4542K,1762,0409,10:18:00,G
4544K,1762,0409,10:23:00,G
4546K,1762,0409,10:35:00,G
4548,1762,0409,10:47:00,G
4550K,1762,0409,10:59:00,G
4552K,1762,0409,11:09:00,G
4554K,1762,0409,11:14:00,G
4556,1762,0409,11:24:00,G
4558K,1762,0409,11:34:00,G
4560K,1762,0409,11:39:00,G
4562K,1762,0409,11:49:00,G
4564K,1762,0409,11:59:00,G
4566K,1762,0409,12:04:00,G
4568K,1762,0409,12:14:00,G
4310,1759,0409,12:24:00,G
4570K,1762,0409,12:29:00,G
4312K,1759,0409,12:37:00,G
4572K,1762,0409,12:45:00,G
4574,1762,0409,12:54:00,G
4576K,1762,0409,13:04:00,G
4578,1762,0409,13:14:00,G
4580K,1762,0409,13:19:00,G
4582,1762,0409,13:29:00,G
4314K,1759,0409,13:37:00,G
4584,1762,0409,13:45:00,G
4586,1762,0409,13:54:00,G
4588K,1762,0409,14:04:00,G
4590,1762,0409,14:09:00,G
4592K,1762,0409,14:19:00,G
4594K,1762,0409,14:29:00,G
4596K,1762,0409,14:34:00,G
4316,1759,0409,14:42:00,G
4598K,1762,0409,14:50:00,G
4600,1762,0409,14:59:00,G
4602K,1762,0409,15:09:00,G
4604K,1762,0409,15:19:00,G
4606K,1762,0409,15:24:00,G
4608,1762,0409,15:34:00,G
4610K,1762,0409,15:42:00,G
4612K,1762,0409,15:50:00,G
4614K,1762,0409,15:59:00,G
4616K,1762,0409,16:09:00,G
4618K,1762,0409,16:14:00,G
4620K,1762,0409,16:24:00,G
4318,1759,0409,16:34:00,G
4622K,1762,0409,16:39:00,G
4320K,1759,0409,16:47:00,G
4624K,1762,0409,16:55:00,G
4626,1762,0409,17:04:00,G
4628K,1762,0409,17:14:00,G
4322,1759,0409,17:24:00,G
4630K,1762,0409,17:29:00,G
4324,1759,0409,17:39:00,G
4632K,1762,0409,17:44:00,G
4634,1762,0409,17:55:00,G
4636,1762,0409,18:06:00,G
4638K,1762,0409,18:16:00,G
4326,1759,0409,18:21:00,G
4640K,1762,0409,18:31:00,G
4642K,1762,0409,18:43:00,G
4328,1759,0409,18:55:00,G
4644K,1762,0409,19:01:00,G
4646,1762,0409,19:13:00,G
4648K,1762,0409,19:25:00,G
4650K,1762,0409,19:37:00,G
4652,1762,0409,19:49:00,G
4654K,1762,0409,20:01:00,G
4656K,1762,0409,20:13:00,G
4658K,1762,0409,20:25:00,G
4660K,1762,0409,20:37:00,G
4662K,1762,0409,20:43:00,G
4664K,1762,0409,20:55:00,G
4666K,1762,0409,21:07:00,G
4668,1762,0409,21:19:00,G
4670K,1762,0409,21:31:00,G
4672,1762,0409,21:43:00,G
4674K,1762,0409,21:55:00,G
4676,1762,0409,22:07:00,G
4678,1762,0409,22:19:00,G
4680,1762,0409,22:35:00,G
4682K,1762,0409,22:51:00,G
4684,1762,0409,23:07:00,G
4686,1762,0419,23:23:00,G
4690,1762,0433,23:53:00,G
