TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K6015,102C,1846,05:36:30,G
K6019,102C,1846,05:48:30,G
K6023,102C,1846,05:59:30,G
K6029,102C,1846,06:17:30,G
K6033,102C,1846,06:31:30,G
K6037,102C,1846,06:40:30,G
K6041,102C,1846,06:51:30,G
K6043,102C,1846,06:59:30,G
K6403,102C,1846,07:11:00,D
K6047,102C,1846,07:18:30,G
K6049,102C,1846,07:25:30,G
K6051,102C,1846,07:33:30,G
K6053,102C,1846,07:40:30,G
K6055,102C,1846,07:47:00,G
K6405,102C,1846,07:53:00,D
K6059,102C,1846,07:59:30,G
K6061,102C,1846,08:05:30,G
K6063,102C,1846,08:11:30,G
K6065,102C,1846,08:16:00,G
K6067,1845,1862,08:20:30,G
K6069,102C,1846,08:26:30,G
K6071,102C,1862,08:31:00,G
K6073,102C,1846,08:35:30,G
K6491,102C,1862,08:39:00,G
K6075,102C,1862,08:43:00,G
K6077,102C,1846,08:47:30,G
K6079,102C,1862,08:51:00,G
K6081,102C,1862,08:55:00,G
K6083,102C,1846,08:59:30,G
K6085,102C,1862,09:03:00,G
K6087,102C,1862,09:07:00,G
K6089,102C,1846,09:11:30,G
K6393,102C,1862,09:15:00,G
K6091,102C,1862,09:19:00,G
K6093,102C,1862,09:23:00,G
K6095,102C,1846,09:27:30,G
K6097,102C,1862,09:31:00,G
K6099,102C,1862,09:35:00,G
K6101,102C,1846,09:39:30,G
K6103,102C,1862,09:43:00,G
K6105,102C,1862,09:48:00,G
K6107,102C,1862,09:53:00,G
K6109,102C,1846,09:57:30,G
K6111,102C,1862,10:03:00,G
K6113,102C,1862,10:09:00,G
K6115,1845,1846,10:15:30,G
K6117,102C,1862,10:21:00,G
K6121,102C,1846,10:28:30,G
K6123,102C,1862,10:35:00,G
K6125,102C,1846,10:43:30,G
K6127,102C,1862,10:50:00,G
K6129,102C,1846,10:59:30,G
K6131,102C,1862,11:07:00,G
K6133,1845,1846,11:18:30,G
K6135,102C,1862,11:24:00,G
K6137,102C,1846,11:31:30,G
K6139,102C,1862,11:39:00,G
K6141,102C,1846,11:47:30,G
K6143,102C,1862,11:55:00,G
K6145,102C,1846,12:03:30,G
K6147,102C,1862,12:12:00,G
K6149,102C,1846,12:21:00,G
K6151,1845,1862,12:28:30,G
K6153,102C,1846,12:35:30,G
K6155,102C,1862,12:43:00,G
K6157,102C,1846,12:52:30,G
K6159,102C,1862,13:00:00,G
K6161,102C,1846,13:09:30,G
K6163,1845,1862,13:17:30,G
K6165,102C,1846,13:24:30,G
K6167,102C,1862,13:31:00,G
K6169,102C,1846,13:39:30,G
K6171,102C,1862,13:46:00,G
K6173,102C,1846,13:55:00,G
K6175,102C,1862,14:03:00,G
K6177,102C,1846,14:11:00,G
K6179,102C,1862,14:19:00,G
K6181,102C,1846,14:27:00,G
K6183,102C,1862,14:35:00,G
K6185,102C,1846,14:43:00,G
K6187,102C,1862,14:51:00,G
K6189,102C,1846,15:00:00,G
K6191,1845,1862,15:07:30,G
K6193,102C,1846,15:15:00,G
K6195,102C,1846,15:23:00,G
K6197,102C,1846,15:31:00,G
K6199,102C,1862,15:39:00,G
K6201,102C,1846,15:47:00,G
K6203,102C,1862,15:57:00,G
K6205,1845,1846,16:07:30,G
K6207,102C,1862,16:12:00,G
K6209,102C,1846,16:20:00,G
K6211,102C,1862,16:28:00,G
K6213,102C,1846,16:35:00,G
K6215,102C,1862,16:43:00,G
K6217,102C,1846,16:51:00,G
K6219,102C,1846,17:00:00,G
K6221,1845,1846,17:10:30,G
K6223,102C,1846,17:15:00,G
K6225,102C,1846,17:23:00,G
K6227,102C,1846,17:31:00,G
K6229,102C,1846,17:39:00,G
K6231,102C,1846,17:46:00,G
K6233,102C,1862,17:51:00,G
K6235,102C,1846,17:56:00,G
K6237,102C,1846,18:02:00,G
K6239,102C,1862,18:07:00,G
K6241,102C,1846,18:11:00,G
K6243,102C,1846,18:16:00,G
K6409,102C,1846,18:22:00,D
K6247,102C,1846,18:27:00,G
K6249,102C,1846,18:32:00,G
K6411,102C,1846,18:38:00,D
K6251,102C,1862,18:42:00,G
K6253,102C,1846,18:47:00,G
K6413,102C,1846,18:53:00,D
K6257,102C,1846,18:58:00,G
K6259,102C,1862,19:03:00,G
K6261,102C,1846,19:08:00,G
K6263,102C,1862,19:12:00,G
K6265,102C,1846,19:17:00,G
K6415,102C,1846,19:23:00,D
K6269,102C,1862,19:28:00,G
K6271,102C,1846,19:33:00,G
K6273,102C,1862,19:38:00,G
K6275,1845,1846,19:43:00,G
K6277,102C,1846,19:47:00,G
K6417,102C,1846,19:54:00,D
K6281,102C,1862,19:58:00,G
K6283,102C,1846,20:03:00,G
K6285,102C,1862,20:08:00,G
K6287,102C,1846,20:13:00,G
K6289,102C,1862,20:18:00,G
K6291,102C,1846,20:23:00,G
K6293,102C,1862,20:28:00,G
K6295,102C,1846,20:34:00,G
K6297,102C,1846,20:40:00,G
K6299,102C,1862,20:46:00,G
K6301,102C,1846,20:52:00,G
K6303,102C,1862,20:57:00,G
K6305,102C,1846,21:02:00,G
K6307,102C,1862,21:07:00,G
K6309,102C,1846,21:12:00,G
K6311,102C,1862,21:17:00,G
K6313,102C,1846,21:22:00,G
K6315,102C,1862,21:27:00,G
K6317,102C,1846,21:32:00,G
K6319,102C,1862,21:37:00,G
K6321,102C,1862,21:42:00,G
K6323,102C,1846,21:46:00,G
K6325,102C,1862,21:51:00,G
K6327,102C,1862,21:56:00,G
K6329,102C,1846,22:02:00,G
K6331,102C,1862,22:10:00,G
K6333,102C,1846,22:18:00,G
K6335,102C,1846,22:26:00,G
K6337,102C,1862,22:34:00,G
K6339,102C,1846,22:42:00,G
K6341,102C,1862,22:50:00,G
K6343,102C,1846,22:58:00,G
K6345,102C,1862,23:06:00,G
K6347,102C,1846,23:14:00,G
K6349,102C,1862,23:22:00,G
K6351,102C,1846,23:30:00,G
K6353,102C,1862,23:38:00,G
K6355,102C,1862,23:46:00,G
K6357,102C,1862,23:54:00,G
K6359,102C,1862,24:02:00,G
K6361,102C,1862,24:11:00,G
