TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
3024K,0342,1958,05:33:30,05:34:00,G
3026,0342,1958,05:40:30,05:41:00,G
3032,0342,1958,05:50:00,05:50:30,G
3040K,0342,1958,06:03:30,06:04:00,G
3046,0342,1958,06:12:30,06:13:00,G
3052,0342,1958,06:27:30,06:28:00,G
3056,0342,1958,06:37:30,06:38:00,G
3060,0342,1958,06:47:30,06:48:00,G
3064,0342,1958,06:55:30,06:56:00,G
3068K,0342,1958,07:03:30,07:04:00,G
3070,0342,0310,07:08:30,07:09:00,G
3072,0342,1958,07:12:30,07:13:00,G
3076K,0342,1958,07:20:30,07:21:00,G
3078K,0342,1958,07:25:30,07:26:00,G
3080K,0342,1958,07:29:30,07:30:00,G
3082,0342,0310,07:33:30,07:34:00,G
3084,0342,1958,07:37:00,07:37:30,G
3088,0342,1958,07:44:30,07:45:00,G
3090,0342,0310,07:48:30,07:49:00,G
3092,0342,1958,07:52:00,07:52:30,G
3096K,0342,0310,07:59:00,07:59:30,G
3098,0342,1958,08:02:30,08:03:00,G
3100,0342,0310,08:06:00,08:06:30,G
3104,0342,0310,08:13:30,08:14:00,G
3106K,0342,1958,08:17:30,08:18:00,G
3108,0342,1958,08:21:30,08:22:00,G
3110,0342,0310,08:25:30,08:26:00,G
3112,0342,1958,08:29:30,08:30:00,G
3114K,0342,0310,08:33:30,08:34:00,G
3116,0342,1958,08:38:00,08:38:30,G
3118,0342,0310,08:42:30,08:43:00,G
3120,0342,0310,08:47:00,08:47:30,G
3122,0342,1958,08:50:30,08:51:00,G
3124K,0342,1958,08:55:30,08:56:00,G
3126K,0342,1958,09:00:30,09:01:00,G
3128,0342,0310,09:06:00,09:06:30,G
3130K,0342,1958,09:10:00,09:10:30,G
3132,0342,1958,09:14:30,09:15:00,G
3134K,0342,0310,09:18:30,09:19:00,G
3136,0342,1958,09:22:30,09:23:00,G
3138,0342,0310,09:27:00,09:27:30,G
3140,0342,1958,09:31:30,09:32:00,G
3142K,0342,0310,09:36:30,09:37:00,G
3144K,0342,1958,09:41:30,09:42:00,G
3146,0342,0310,09:45:30,09:46:00,G
3148,0342,0310,09:50:30,09:51:00,G
3150,0342,1958,09:55:30,09:56:00,G
3152,0342,1958,10:01:00,10:01:30,G
3154,0342,0310,10:06:30,10:07:00,G
3156,0342,1958,10:12:30,10:13:00,G
3158,0342,0310,10:18:30,10:19:00,G
3160,0342,1958,10:24:30,10:25:00,G
3162,0342,1958,10:31:00,10:31:30,G
3164,0342,1958,10:37:30,10:38:00,G
3166,0342,0310,10:44:30,10:45:00,G
3168K,0342,1958,10:51:30,10:52:00,G
3170K,0342,0310,10:58:30,10:59:00,G
3172K,0342,1958,11:05:30,11:06:00,G
3174,0342,1958,11:12:00,11:12:30,G
3176,0342,1958,11:18:30,11:19:00,G
3178,0342,0310,11:26:00,11:26:30,G
3180,0342,1958,11:33:30,11:34:00,G
3182,0342,1958,11:41:00,11:41:30,G
3186K,0342,1958,11:50:30,11:51:00,G
3190,0342,1958,12:01:00,12:01:30,G
3192,0342,1958,12:09:30,12:10:00,G
3194,0342,1958,12:19:00,12:19:30,G
3198K,0342,1958,12:26:30,12:27:00,G
3200,0342,0310,12:34:30,12:35:00,G
3202K,0342,1958,12:42:30,12:43:00,G
3204,0342,1958,12:49:30,12:50:00,G
3206,0342,1958,12:56:00,12:56:30,G
3208,0342,0310,13:02:30,13:03:00,G
3210,0342,1958,13:09:00,13:09:30,G
3212,0342,1958,13:15:30,13:16:00,G
3214K,0342,0310,13:21:30,13:22:00,G
3216,0342,1958,13:28:30,13:29:00,G
3218K,0342,0310,13:35:00,13:35:30,G
3220,0342,1958,13:41:30,13:42:00,G
3222,0342,1958,13:48:00,13:48:30,G
3224,0342,1958,13:55:30,13:56:00,G
3226,0342,0310,14:03:00,14:03:30,G
3228,0342,1958,14:10:30,14:11:00,G
3232,0342,1958,14:19:30,14:20:00,G
3234K,0342,1958,14:28:30,14:29:00,G
3238K,0342,1958,14:37:30,14:38:00,G
3240,0342,1958,14:46:30,14:47:00,G
3242,0342,1958,14:55:00,14:55:30,G
3248,0342,1958,15:03:00,15:03:30,G
3250,0342,1958,15:10:30,15:11:00,G
3252,0342,0310,15:18:00,15:18:30,G
3254K,0342,1958,15:25:00,15:25:30,G
3256,0342,1958,15:30:30,15:31:00,G
3258,0342,1958,15:36:30,15:37:00,G
3260,0342,0310,15:42:30,15:43:00,G
3262K,0342,1958,15:48:30,15:49:00,G
3264,0342,0310,15:54:30,15:55:00,G
3266K,0342,1958,16:00:30,16:01:00,G
3268K,0342,1958,16:06:30,16:07:00,G
3270K,0342,1958,16:12:30,16:13:00,G
3274,0342,0310,16:24:30,16:25:00,G
3276,0342,1958,16:30:30,16:31:00,G
3278,0342,1958,16:36:30,16:37:00,G
3280,0342,1958,16:42:30,16:43:00,G
3284,0342,1958,16:54:30,16:55:00,G
3286,0342,0310,17:00:30,17:01:00,G
3288,0342,1958,17:06:30,17:07:00,G
3292,0342,0310,17:12:30,17:13:00,G
3296,0342,0310,17:22:30,17:23:00,G
3298,0342,1958,17:26:30,17:27:00,G
3302,0342,1958,17:36:00,17:36:30,G
3306,0342,1958,17:46:00,17:46:30,G
3308,0342,1958,17:50:30,17:51:00,G
3310,0342,0310,17:55:00,17:55:30,G
3312K,0342,1958,17:59:30,18:00:00,G
3314K,0342,0310,18:04:00,18:04:30,G
3316,0342,1958,18:08:30,18:09:00,G
3318K,0342,0310,18:12:30,18:13:00,G
3322,0342,0310,18:21:00,18:21:30,G
3324,0342,1958,18:25:00,18:25:30,G
3326,0342,0310,18:29:00,18:29:30,G
3328,0342,1958,18:33:30,18:34:00,G
3330K,0342,0310,18:38:30,18:39:00,G
3332,0342,1958,18:43:30,18:44:00,G
3334,0342,0310,18:48:30,18:49:00,G
3336,0342,1958,18:53:30,18:54:00,G
3338,0342,1958,18:58:30,18:59:00,G
3340K,0342,0310,19:03:30,19:04:00,G
3342,0342,1958,19:08:30,19:09:00,G
3344K,0342,1958,19:14:30,19:15:00,G
3346,0342,0310,19:19:30,19:20:00,G
3348K,0342,1958,19:24:30,19:25:00,G
3350,0342,0310,19:29:30,19:30:00,G
3352K,0342,1958,19:35:30,19:36:00,G
3354K,0342,1958,19:41:30,19:42:00,G
3356K,0342,0310,19:46:30,19:47:00,G
3358,0342,1958,19:52:30,19:53:00,G
3360,0342,0310,19:57:30,19:58:00,G
3362,0342,1958,20:03:30,20:04:00,G
3364,0342,0310,20:08:30,20:09:00,G
3366,0342,1958,20:13:30,20:14:00,G
3368,0342,0310,20:18:30,20:19:00,G
3370,0342,1958,20:23:30,20:24:00,G
3372,0342,0310,20:28:30,20:29:00,G
3374K,0342,1958,20:34:30,20:35:00,G
3376K,0342,0310,20:40:30,20:41:00,G
3378,0342,1958,20:46:30,20:47:00,G
3380,0342,0310,20:52:30,20:53:00,G
3382,0342,1958,20:57:30,20:58:00,G
3384K,0342,1958,21:03:30,21:04:00,G
3386,0342,0310,21:08:30,21:09:00,G
3388,0342,1958,21:13:30,21:14:00,G
3390,0342,0310,21:19:30,21:20:00,G
3392,0342,1958,21:24:30,21:25:00,G
3394K,0342,0310,21:31:30,21:32:00,G
3396K,0342,1958,21:38:30,21:39:00,G
3398,0342,1958,21:45:30,21:46:00,G
3400,0342,0310,21:51:30,21:52:00,G
3402,0342,1958,21:57:30,21:58:00,G
3404,0342,0310,22:03:30,22:04:00,G
3406,0342,1958,22:10:30,22:11:00,G
3408K,0342,0310,22:17:30,22:18:00,G
3410,0342,1958,22:24:30,22:25:00,G
3412,0342,0310,22:31:30,22:32:00,G
3414,0342,1958,22:38:30,22:39:00,G
3416,0342,0310,22:45:30,22:46:00,G
3418,0342,1958,22:52:30,22:53:00,G
3420K,0342,0310,22:59:30,23:00:00,G
3422K,0342,1958,23:07:30,23:08:00,G
3424K,0342,0310,23:16:30,23:17:00,G
3426K,0342,1958,23:26:30,23:27:00,G
3428,0342,0310,23:38:30,23:39:00,G
3430,0342,0310,23:55:30,23:56:00,G
3432,0342,0316,24:11:00,24:11:30,G
3434,0342,0326,24:29:30,24:30:00,G
