TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
C9001,4107,4101,05:32:05,05:32:30,G
C9003,4113,4101,05:45:00,05:45:25,G
C9005,4120,4101,05:59:30,05:59:55,G
C9007,4125,4101,06:11:00,06:11:25,G
C9009,4131,4101,06:24:15,06:24:40,G
C9011,4138,4101,06:41:35,06:42:00,G
C9013,4138,4101,06:56:45,06:57:10,G
C9015,4138,4101,07:09:45,07:10:10,G
C9017,4138,4101,07:22:45,07:23:10,G
C9019,4138,4101,07:34:45,07:35:10,G
C9021,4138,4101,07:46:45,07:47:10,G
C9023,4138,4101,07:58:45,07:59:10,G
C9025,4138,4101,08:10:45,08:11:10,G
C9027,4138,4101,08:22:45,08:23:10,G
C9029,4138,4101,08:32:15,08:32:40,G
C9031,4138,4101,08:43:35,08:44:00,G
C9033,4138,4101,08:55:35,08:56:00,G
C9035,4138,4101,09:07:35,09:08:00,G
C9037,4138,4101,09:19:35,09:20:00,G
C9039,4138,4101,09:31:35,09:32:00,G
C9041,4138,4101,09:43:35,09:44:00,G
C9043,4138,4101,09:55:35,09:56:00,G
C9045,4138,4101,10:07:55,10:08:20,G
C9047,4138,4101,10:19:55,10:20:20,G
C9049,4138,4101,10:31:55,10:32:20,G
C9051,4138,4101,10:43:55,10:44:20,G
C9053,4138,4101,10:54:55,10:55:20,G
C9055,4138,4101,11:05:55,11:06:20,G
C9057,4138,4101,11:16:55,11:17:20,G
C9059,4138,4101,11:27:55,11:28:20,G
C9061,4138,4101,11:38:55,11:39:20,G
C9063,4138,4101,11:49:55,11:50:20,G
C9065,4138,4101,12:00:55,12:01:20,G
C9067,4138,4101,12:11:55,12:12:20,G
C9069,4138,4101,12:22:55,12:23:20,G
C9071,4138,4101,12:33:55,12:34:20,G
C9073,4138,4101,12:45:55,12:46:20,G
C9075,4138,4101,12:57:55,12:58:20,G
C9077,4138,4101,13:08:55,13:09:20,G
C9079,4138,4101,13:19:55,13:20:20,G
C9081,4138,4101,13:30:55,13:31:20,G
C9083,4138,4101,13:41:55,13:42:20,G
C9085,4138,4101,13:52:55,13:53:20,G
C9087,4138,4101,14:03:55,14:04:20,G
C9089,4138,4101,14:14:55,14:15:20,G
C9091,4138,4101,14:25:55,14:26:20,G
C9093,4138,4101,14:36:55,14:37:20,G
C9095,4138,4101,14:47:55,14:48:20,G
C9097,4138,4101,14:59:55,15:00:20,G
C9099,4138,4101,15:11:55,15:12:20,G
C9101,4138,4101,15:22:55,15:23:20,G
C9103,4138,4101,15:33:55,15:34:20,G
C9105,4138,4101,15:44:55,15:45:20,G
C9107,4138,4101,15:55:55,15:56:20,G
C9109,4138,4101,16:06:55,16:07:20,G
C9111,4138,4101,16:17:55,16:18:20,G
C9113,4138,4101,16:28:55,16:29:20,G
C9115,4138,4101,16:39:55,16:40:20,G
C9117,4138,4101,16:50:55,16:51:20,G
C9119,4138,4101,17:01:55,17:02:20,G
C9121,4138,4101,17:13:55,17:14:20,G
C9123,4138,4101,17:25:55,17:26:20,G
C9125,4138,4101,17:36:55,17:37:20,G
C9127,4138,4101,17:47:55,17:48:20,G
C9129,4138,4101,17:58:55,17:59:20,G
C9131,4138,4101,18:09:55,18:10:20,G
C9133,4138,4101,18:20:55,18:21:20,G
C9135,4138,4101,18:31:55,18:32:20,G
C9137,4138,4101,18:42:55,18:43:20,G
C9139,4138,4101,18:53:55,18:54:20,G
C9141,4138,4101,19:04:55,19:05:20,G
C9143,4138,4101,19:15:55,19:16:20,G
C9145,4138,4101,19:27:55,19:28:20,G
C9147,4138,4101,19:39:55,19:40:20,G
C9149,4138,4101,19:50:55,19:51:20,G
C9151,4138,4101,20:01:55,20:02:20,G
C9153,4138,4101,20:12:55,20:13:20,G
C9155,4138,4101,20:23:55,20:24:20,G
C9157,4138,4101,20:34:55,20:35:20,G
C9159,4138,4101,20:45:55,20:46:20,G
C9161,4138,4101,20:56:55,20:57:20,G
C9163,4138,4101,21:07:35,21:08:00,G
C9165,4138,4101,21:18:35,21:19:00,G
C9167,4138,4101,21:29:35,21:30:00,G
C9169,4138,4101,21:41:35,21:42:00,G
C9171,4138,4101,21:53:35,21:54:00,G
C9173,4138,4101,22:05:35,22:06:00,G
C9175,4138,4101,22:17:35,22:18:00,G
C9177,4138,4101,22:29:35,22:30:00,G
C9179,4138,4101,22:41:35,22:42:00,G
C9181,4138,4101,22:53:35,22:54:00,G
C9183,4138,4101,23:05:35,23:06:00,G
C9185,4138,4101,23:18:35,23:19:00,G
C9187,4138,4101,23:30:35,23:31:00,G
C9189,4138,4101,23:42:35,23:43:00,G
C9191,4138,4101,23:54:35,23:55:00,G
C9193,4138,4105,24:04:05,24:04:30,G
