TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
4501K,1458,1762,06:00:00,06:00:30,G
4503K,1458,1762,06:17:00,06:17:30,G
4505,0433,1762,06:35:00,06:35:30,G
4507,0419,1762,06:52:00,06:52:30,G
4509K,0409,1762,07:08:30,07:09:00,G
4511,0409,1762,07:20:30,07:21:00,G
4513,0409,1762,07:32:30,07:33:00,G
4301,0409,1759,07:44:30,07:45:00,G
4515,0409,1762,07:56:30,07:57:00,G
4517,0409,1762,08:08:30,08:09:00,G
4519,0409,1762,08:20:30,08:21:00,G
4521,0409,1762,08:32:30,08:33:00,G
4523K,0409,1762,08:38:30,08:39:00,G
4525K,0409,1762,08:50:30,08:51:00,G
4303K,0409,1759,08:56:30,08:57:00,G
4527K,0409,1762,09:02:30,09:03:00,G
4529K,0409,1762,09:14:30,09:15:00,G
4531,0409,1762,09:26:30,09:27:00,G
4533K,0409,1762,09:38:30,09:39:00,G
4535K,0409,1762,09:50:30,09:51:00,G
4537,0409,1762,10:02:30,10:03:00,G
4539K,0409,1762,10:14:30,10:15:00,G
4541K,0409,1762,10:26:30,10:27:00,G
4543K,0409,1762,10:38:30,10:39:00,G
4545K,0409,1762,10:50:30,10:51:00,G
4305,0409,1759,11:02:30,11:03:00,G
4547K,0409,1762,11:08:30,11:09:00,G
4549K,0409,1762,11:20:30,11:21:00,G
4551,0409,1762,11:32:30,11:33:00,G
4553,0409,1762,11:44:30,11:45:00,G
4555K,0409,1762,11:56:30,11:57:00,G
4557,0409,1762,12:08:30,12:09:00,G
4559,0409,1762,12:20:30,12:21:00,G
4561,0409,1762,12:32:30,12:33:00,G
4563,0409,1762,12:44:30,12:45:00,G
4565K,0409,1762,12:56:30,12:57:00,G
4567K,0409,1762,13:08:30,13:09:00,G
4569K,0409,1762,13:13:30,13:14:00,G
4307,0409,1759,13:21:30,13:22:00,G
4571K,0409,1762,13:29:30,13:30:00,G
4573,0409,1762,13:38:30,13:39:00,G
4575K,0409,1762,13:48:30,13:49:00,G
4577K,0409,1762,13:58:30,13:59:00,G
4579K,0409,1762,14:03:30,14:04:00,G
4581,0409,1762,14:13:30,14:14:00,G
4583K,0409,1762,14:21:30,14:22:00,G
4585K,0409,1762,14:29:30,14:30:00,G
4587K,0409,1762,14:38:30,14:39:00,G
4589K,0409,1762,14:48:30,14:49:00,G
4591K,0409,1762,14:53:30,14:54:00,G
4593K,0409,1762,15:03:30,15:04:00,G
4309,0409,1759,15:13:30,15:14:00,G
4595K,0409,1762,15:18:30,15:19:00,G
4311K,0409,1759,15:26:30,15:27:00,G
4597K,0409,1762,15:34:30,15:35:00,G
4599,0409,1762,15:43:30,15:44:00,G
4601K,0409,1762,15:53:30,15:54:00,G
4313,0409,1759,16:03:30,16:04:00,G
4603K,0409,1762,16:08:30,16:09:00,G
4605,0409,1762,16:18:30,16:19:00,G
4607K,0409,1762,16:26:30,16:27:00,G
4315,0409,1759,16:34:30,16:35:00,G
4609,0409,1762,16:43:30,16:44:00,G
4611K,0409,1762,16:53:30,16:54:00,G
4317,0409,1759,16:58:30,16:59:00,G
4613K,0409,1762,17:08:30,17:09:00,G
4319K,0409,1759,17:18:30,17:19:00,G
4615K,0409,1762,17:23:30,17:24:00,G
4321,0409,1759,17:31:30,17:32:00,G
4617K,0409,1762,17:39:30,17:40:00,G
4619,0409,1762,17:48:30,17:49:00,G
4621K,0409,1762,17:58:30,17:59:00,G
4623K,0409,1762,18:08:30,18:09:00,G
4625K,0409,1762,18:13:30,18:14:00,G
4627,0409,1762,18:23:30,18:24:00,G
4629K,0409,1762,18:33:30,18:34:00,G
4631K,0409,1762,18:38:30,18:39:00,G
4633K,0409,1762,18:48:30,18:49:00,G
4635K,0409,1762,18:58:30,18:59:00,G
4637K,0409,1762,19:03:30,19:04:00,G
4639K,0409,1762,19:14:30,19:15:00,G
4641K,0409,1762,19:26:30,19:27:00,G
4643K,0409,1762,19:38:30,19:39:00,G
4645K,0409,1762,19:44:30,19:45:00,G
4647,0409,1762,19:56:30,19:57:00,G
4649K,0409,1762,20:07:30,20:08:00,G
4651,0409,1762,20:17:30,20:18:00,G
4653K,0409,1762,20:22:30,20:23:00,G
4655K,0409,1762,20:32:30,20:33:00,G
4657,0409,1762,20:44:30,20:45:00,G
4659,0409,1762,20:56:30,20:57:00,G
4661K,0409,1762,21:06:30,21:07:00,G
4663,0409,1762,21:11:30,21:12:00,G
4665K,0409,1762,21:21:30,21:22:00,G
4323K,0409,1759,21:31:30,21:32:00,G
4667,0409,1762,21:36:30,21:37:00,G
4669,0409,1762,21:46:30,21:47:00,G
4671K,0409,1762,21:51:30,21:52:00,G
4673,0409,1762,22:02:30,22:03:00,G
4675K,0409,1762,22:14:30,22:15:00,G
4677,0409,1762,22:26:30,22:27:00,G
4679,0409,1762,22:38:30,22:39:00,G
4681K,0409,1762,22:50:30,22:51:00,G
4683K,0409,1762,23:02:30,23:03:00,G
4685K,0409,1762,23:14:30,23:15:00,G
4687K,0409,1762,23:25:30,23:26:00,G
4689K,0409,1762,23:31:30,23:32:00,G
4691K,0409,1762,23:45:30,23:46:00,G
4325K,0409,1759,24:02:30,24:03:00,G
4327K,0409,1759,24:23:30,24:24:00,G
