TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K2202,1251,1284,06:30:40,G
K5002,1208,1284,06:53:10,G
K5004,1014,1284,07:06:10,G
K5006,1210,1284,07:22:40,G
K2204,1251,1284,07:36:10,G
K5008,1219,1284,07:44:10,G
K5010,1219,1284,07:53:40,G
K5012,1219,1284,08:07:40,G
K5014,1219,1284,08:32:10,G
K5016,1219,1284,08:47:10,G
K5018,1219,1284,09:05:40,G
K5020,1208,1284,09:15:10,G
K5022,1219,1284,09:33:10,G
K5024,1210,1284,09:48:10,G
K5026,1219,1284,10:00:10,G
K5028,1208,1284,10:11:40,G
K2208,1251,1284,10:18:10,G
K5302,100C,1284,10:25:10,G
K5030,1220,1284,10:32:40,G
K5032,1208,1284,10:44:40,G
K5034,1219,1284,10:56:40,G
K5036,1208,1284,11:11:10,G
K5038,1219,1284,11:32:10,G
K5040,1208,1284,11:55:10,G
K5042,1219,1284,12:02:10,G
K5044,1208,1284,12:16:10,G
K5046,1219,1284,12:37:10,G
K5048,1208,1284,12:49:10,G
K5050,1219,1284,13:01:40,G
K5052,1208,1284,13:15:10,G
K5054,1220,1284,13:35:40,G
K5056,1208,1284,13:45:10,G
K5058,1219,1284,14:03:10,G
K5060,1208,1284,14:22:40,G
K5062,1219,1284,14:36:40,G
K5064,1210,1284,14:51:40,G
K5066,1219,1284,15:03:40,G
K5068,1208,1284,15:14:10,G
K5070,1219,1284,15:34:00,G
K5072,1208,1284,15:44:40,G
K5074,1219,1284,15:58:30,G
K5076,1208,1284,16:10:10,G
K5078,1219,1284,16:30:30,G
K5080,1208,1284,16:43:40,G
K5082,1219,1284,16:58:10,G
K5084,1208,1284,17:14:40,G
K5086,1219,1284,17:34:40,G
K5088,1208,1284,17:44:40,G
K5090,1219,1284,18:02:10,G
K5092,1208,1284,18:20:10,G
K5094,1219,1284,18:29:10,G
K5096,1208,1284,18:51:10,G
K5098,1220,1284,19:10:10,G
K5100,1208,1284,19:18:10,G
K5102,1219,1284,19:33:10,G
K5104,1208,1284,19:48:10,G
K5106,1219,1284,19:55:40,G
K5108,1208,1284,20:03:10,G
K5304,100C,1284,20:19:40,G
K5110,1219,1284,20:26:40,G
K5112,1210,1284,20:49:10,G
K5114,1219,1284,21:01:40,G
K5116,1208,1284,21:09:10,G
K5118,1219,1284,21:34:10,G
K5120,1208,1284,21:45:10,G
K2232,1251,1284,21:52:10,G
K5122,1220,1284,21:58:10,G
K5124,1208,1284,22:05:40,G
K5126,1219,1284,22:30:40,G
K5130,1219,1284,22:59:10,G
K2234,1251,1284,23:06:10,G
K5132,1208,1284,23:13:10,G
K5136,1208,1284,23:45:10,G
K5138,1219,1284,24:10:10,G
K2236,1251,1284,24:22:10,G
K5140,1219,1284,24:35:40,G
