TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K6002,1862,102C,05:36:40,05:37:10,G
K6004,1862,102C,05:47:40,05:48:00,G
K6006,1862,102C,05:59:40,06:00:00,G
K6008,1846,102C,06:08:50,06:09:10,G
K6010,1862,102C,06:16:40,06:17:00,G
K6012,1862,102C,06:23:40,06:24:00,G
K6014,1846,102C,06:30:50,06:31:10,G
K6016,1862,102C,06:38:40,06:39:00,G
K6018,1862,102C,06:44:40,06:45:00,G
K6020,1846,102C,06:50:50,06:51:10,G
K6022,1862,102C,06:57:40,06:58:00,G
K6024,1846,102C,07:04:50,07:05:10,G
K6026,1862,102C,07:10:40,07:11:00,G
K6028,1846,102C,07:15:50,07:16:10,G
K6030,1862,1845,07:20:40,07:21:00,G
K6032,1846,102C,07:25:50,07:26:10,G
K6034,1862,102C,07:30:40,07:31:00,G
K6036,1846,102C,07:36:50,07:37:10,G
K6410,1846,102C,07:42:40,07:43:00,D
K6040,1862,102C,07:46:40,07:47:00,G
K6038,1846,102C,07:50:40,07:51:00,G
K6042,1862,102C,07:54:40,07:55:00,G
K6044,1846,102C,07:58:50,07:59:10,G
K6046,1862,102C,08:02:40,08:03:00,G
K6048,1846,102C,08:05:50,08:06:10,G
K6412,1846,102C,08:09:40,08:10:00,D
K6050,1846,102C,08:14:40,08:15:00,G
K6414,1846,102C,08:19:00,08:19:30,D
K6054,1862,102C,08:22:00,08:22:30,G
K6056,1846,102C,08:25:00,08:25:30,G
K6058,1862,102C,08:28:45,08:29:15,G
K6060,1846,102C,08:32:10,08:32:30,G
K6416,1846,102C,08:36:30,08:37:00,D
K6062,1846,102C,08:41:30,08:41:50,G
K6066,1862,102C,08:45:40,08:46:00,G
K6068,1846,102C,08:48:50,08:49:10,G
K6070,1846,102C,08:52:50,08:53:10,G
K6072,1846,102C,08:57:50,08:58:10,G
K6418,1846,102C,09:02:40,09:03:00,D
K6074,1846,1845,09:08:20,09:08:40,G
K6078,1846,102C,09:13:50,09:14:10,G
K6080,1846,102C,09:19:50,09:20:10,G
K6082,1846,102C,09:25:50,09:26:10,G
K6084,1846,102C,09:32:50,09:33:10,G
K6086,1846,102C,09:39:50,09:40:10,G
K6088,1846,102C,09:46:50,09:47:10,G
K6090,1846,102C,09:53:50,09:54:10,G
K6092,1846,102C,10:00:50,10:01:10,G
K6094,1846,102C,10:08:50,10:09:10,G
K6096,1846,1845,10:16:50,10:17:10,G
K6098,1846,102C,10:22:50,10:23:10,G
K6102,1846,102C,10:34:50,10:35:10,G
K6104,1846,102C,10:42:50,10:43:10,G
K6106,1846,102C,10:51:50,10:52:10,G
K6108,1846,102C,10:59:50,11:00:10,G
K6110,1862,102C,11:08:40,11:09:00,G
K6112,1846,102C,11:14:50,11:15:10,G
K6114,1862,1845,11:22:40,11:23:00,G
K6116,1846,102C,11:29:50,11:30:10,G
K6118,1846,102C,11:37:50,11:38:10,G
K6120,1846,102C,11:46:50,11:47:10,G
K6122,1862,102C,11:55:40,11:56:00,G
K6124,1846,102C,12:02:50,12:03:10,G
K6126,1862,102C,12:09:40,12:10:00,G
K6128,1846,1845,12:15:50,12:16:10,G
K6130,1862,102C,12:26:40,12:27:00,G
K6132,1846,102C,12:34:50,12:35:10,G
K6134,1862,102C,12:43:40,12:44:00,G
K6136,1846,102C,12:50:50,12:51:10,G
K6138,1862,102C,12:59:40,13:00:00,G
K6140,1846,102C,13:06:50,13:07:10,G
K6142,1862,102C,13:15:40,13:16:00,G
K6144,1846,102C,13:22:50,13:23:10,G
K6146,1862,102C,13:31:40,13:32:00,G
K6148,1846,102C,13:39:50,13:40:10,G
