TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
2016,0219,0211,05:37:00,G
2022,0211,0211,05:53:30,G
2026,0211,0211,06:03:30,G
2028,0211,0211,06:09:30,G
2030,0211,0211,06:15:30,G
2032,0211,0211,06:21:30,G
2034,0211,0211,06:27:30,G
2036,0211,0211,06:32:30,G
2038,0211,0211,06:37:30,G
2040,0211,0211,06:41:30,G
2042,0211,0211,06:46:30,G
2044,0211,0211,06:51:30,G
2048,0211,0211,06:57:30,G
2050,0211,0211,07:03:00,G
2052,0211,0211,07:08:30,G
2054,0211,0211,07:13:30,G
2056,0211,0211,07:17:30,G
2058,0211,0211,07:21:30,G
2060,0211,0211,07:25:30,G
2062,0211,0211,07:29:30,G
2064,0211,0211,07:33:30,G
2066,0211,0211,07:38:00,G
2068,0211,0211,07:42:30,G
2070,0211,0211,07:47:30,G
2074,0211,0211,07:54:00,G
2076,0211,0211,07:59:00,G
2080,0211,0211,08:05:00,G
2082,0211,0211,08:10:30,G
2084,0211,0211,08:14:30,G
2086,0211,0211,08:18:30,G
2088,0211,0211,08:22:30,G
2090,0211,0211,08:26:30,G
2092,0211,0211,08:30:30,G
2094,0211,0211,08:34:30,G
2096,0211,0211,08:38:30,G
2098,0211,0211,08:42:30,G
2100,0211,0211,08:46:30,G
2102,0211,0211,08:50:30,G
2104,0211,0211,08:54:30,G
2106,0211,0211,08:58:30,G
2108,0211,0211,09:02:30,G
2110,0211,0211,09:06:30,G
2112,0211,0211,09:10:30,G
2114,0211,0211,09:14:30,G
2116,0211,0211,09:18:30,G
2118,0211,0211,09:22:30,G
2120,0211,0234,09:26:30,G
2122,0211,0211,09:29:30,G
2124,0211,0211,09:34:00,G
2126,0211,0211,09:38:30,G
2128,0211,0211,09:42:30,G
2130,0211,0234,09:46:30,G
2132,0211,0211,09:51:30,G
2134,0211,0211,09:56:30,G
2136,0211,0211,10:01:30,G
2138,0211,0211,10:06:30,G
2140,0211,0211,10:11:30,G
2142,0211,0211,10:16:30,G
2144,0211,0211,10:21:30,G
2146,0211,0211,10:26:30,G
2148,0211,0211,10:31:30,G
2150,0211,0211,10:36:30,G
2152,0211,0211,10:41:30,G
2154,0211,0211,10:46:30,G
2156,0211,0211,10:51:30,G
2158,0211,0211,10:56:30,G
2160,0211,0211,11:01:30,G
2162,0211,0211,11:06:30,G
2166,0211,0234,11:13:00,G
2168,0211,0211,11:17:30,G
2170,0211,0211,11:23:00,G
2172,0211,0211,11:28:30,G
2174,0211,0211,11:34:00,G
2176,0211,0211,11:39:30,G
2178,0211,0211,11:44:30,G
2180,0211,0211,11:49:30,G
2182,0211,0211,11:54:30,G
2184,0211,0211,11:59:30,G
2186,0211,0211,12:04:30,G
2188,0211,0211,12:09:30,G
2190,0211,0211,12:14:30,G
2192,0211,0211,12:19:30,G
2194,0211,0211,12:24:30,G
2196,0211,0211,12:29:30,G
