TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K6002,1862,102C,05:14:00,05:14:20,G
K6004,1862,102C,05:29:00,05:29:20,G
K6008,1862,102C,05:46:00,05:46:20,G
K6010,1846,102C,06:04:10,06:04:30,G
K6012,1862,102C,06:14:00,06:14:20,G
K6014,1846,102C,06:24:10,06:24:30,G
K6016,1862,102C,06:34:00,06:34:20,G
K6018,1846,102C,06:44:10,06:44:30,G
K6022,1846,102C,07:04:10,07:04:30,G
K6024,1862,102C,07:15:00,07:15:20,G
K6028,1846,102C,07:24:10,07:24:30,G
K6032,1846,102C,07:44:10,07:44:30,G
K6036,1862,102C,07:56:00,07:56:20,G
K6038,1846,102C,08:04:10,08:04:30,G
K6042,1862,102C,08:15:00,08:15:20,G
K6044,1846,102C,08:24:10,08:24:30,G
K6046,1862,102C,08:35:00,08:35:20,G
K6048,1846,102C,08:44:10,08:44:30,G
K6050,1862,102C,08:54:00,08:54:20,G
K6052,1846,102C,09:01:10,09:01:30,G
K6054,1862,102C,09:09:00,09:09:20,G
K6056,1846,102C,09:16:10,09:16:30,G
K6058,1862,102C,09:24:00,09:24:20,G
K6060,1846,102C,09:31:10,09:31:30,G
K6062,1862,102C,09:39:00,09:39:20,G
K6064,1846,102C,09:45:10,09:45:30,G
K6066,1862,102C,09:53:00,09:53:20,G
K6068,1846,102C,09:59:10,09:59:30,G
K6070,1862,102C,10:07:00,10:07:20,G
K6072,1846,102C,10:13:10,10:13:30,G
K6074,1862,102C,10:21:00,10:21:20,G
K6076,1862,102C,10:28:00,10:28:20,G
K6078,1846,102C,10:34:10,10:34:30,G
K6080,1862,102C,10:42:00,10:42:20,G
K6082,1846,102C,10:48:10,10:48:30,G
K6084,1862,102C,10:56:00,10:56:20,G
K6086,1846,102C,11:02:10,11:02:30,G
K6088,1862,102C,11:10:00,11:10:20,G
K6090,1846,102C,11:16:10,11:16:30,G
K6092,1862,102C,11:25:00,11:25:20,G
K6094,1862,102C,11:31:00,11:31:20,G
K6096,1846,102C,11:37:10,11:37:30,G
K6098,1862,102C,11:45:00,11:45:20,G
K6100,1846,102C,11:51:10,11:51:30,G
K6102,1862,102C,11:59:00,11:59:20,G
K6104,1846,102C,12:05:10,12:05:30,G
K6106,1862,102C,12:13:00,12:13:20,G
K6108,1846,102C,12:19:10,12:19:30,G
K6110,1862,102C,12:27:00,12:27:20,G
K6112,1846,102C,12:33:10,12:33:30,G
K6114,1862,102C,12:41:00,12:41:20,G
K6116,1846,102C,12:47:10,12:47:30,G
K6118,1862,102C,12:55:00,12:55:20,G
K6120,1846,102C,13:01:10,13:01:30,G
K6122,1862,102C,13:09:00,13:09:20,G
K6124,1846,102C,13:15:10,13:15:30,G
K6126,1862,102C,13:23:00,13:23:20,G
K6128,1846,102C,13:29:10,13:29:30,G
K6130,1862,102C,13:37:00,13:37:20,G
K6132,1846,102C,13:43:10,13:43:30,G
K6134,1862,102C,13:51:00,13:51:20,G
K6136,1846,102C,13:57:10,13:57:30,G
K6138,1862,102C,14:05:00,14:05:20,G
K6140,1846,102C,14:11:10,14:11:30,G
K6142,1862,102C,14:19:00,14:19:20,G
K6144,1846,102C,14:25:10,14:25:30,G
K6146,1862,102C,14:33:00,14:33:20,G
K6148,1846,102C,14:39:10,14:39:30,G
K6150,1862,102C,14:47:00,14:47:20,G
K6152,1846,102C,14:53:10,14:53:30,G
K6154,1862,102C,15:01:00,15:01:20,G
K6156,1846,102C,15:07:10,15:07:30,G
K6158,1862,102C,15:15:00,15:15:20,G
