TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K6002,1862,102C,05:10:00,05:10:30,G
K6004,1862,102C,05:22:00,05:22:30,G
K6006,1862,102C,05:34:00,05:34:30,G
K6008,1846,102C,05:43:10,05:43:40,G
K6010,1862,102C,05:51:00,05:51:30,G
K6012,1862,102C,05:58:00,05:58:30,G
K6014,1846,102C,06:05:10,06:05:40,G
K6016,1862,102C,06:13:00,06:13:30,G
K6018,1862,102C,06:19:00,06:19:30,G
K6020,1846,102C,06:25:10,06:25:40,G
K6022,1862,102C,06:32:00,06:32:30,G
K6024,1846,102C,06:39:10,06:39:40,G
K6026,1862,102C,06:45:00,06:45:30,G
K6028,1846,102C,06:50:10,06:50:40,G
K6030,1862,1845,06:55:00,06:55:30,G
K6032,1846,102C,07:00:10,07:00:40,G
K6034,1862,102C,07:05:00,07:05:30,G
K6036,1846,102C,07:11:10,07:11:40,G
K6410,1846,102C,07:17:00,07:17:30,D
K6040,1862,102C,07:21:00,07:21:30,G
K6038,1846,102C,07:24:30,07:25:00,G
K6042,1862,102C,07:29:00,07:29:30,G
K6044,1846,102C,07:33:10,07:33:40,G
K6046,1862,102C,07:37:00,07:37:30,G
K6048,1846,102C,07:40:10,07:40:40,G
K6412,1846,102C,07:44:00,07:44:30,D
K6050,1846,102C,07:49:00,07:49:30,G
K6414,1846,102C,07:53:00,07:53:30,D
K6054,1862,102C,07:56:00,07:56:30,G
K6056,1846,102C,07:59:00,07:59:30,G
K6058,1862,102C,08:02:45,08:03:15,G
K6060,1846,102C,08:06:30,08:07:00,G
K6416,1846,102C,08:10:30,08:11:00,D
K6062,1846,102C,08:15:50,08:16:20,G
K6066,1862,102C,08:20:00,08:20:30,G
K6068,1846,102C,08:23:10,08:23:40,G
K6070,1846,102C,08:27:10,08:27:40,G
K6072,1846,102C,08:32:10,08:32:40,G
K6418,1846,102C,08:37:00,08:37:30,D
K6074,1846,1845,08:42:40,08:43:10,G
K6078,1846,102C,08:48:10,08:48:40,G
K6080,1846,102C,08:54:10,08:54:40,G
K6082,1846,102C,09:00:10,09:00:40,G
K6084,1846,102C,09:07:10,09:07:40,G
K6086,1846,102C,09:14:10,09:14:40,G
K6088,1846,102C,09:21:10,09:21:40,G
K6090,1846,102C,09:28:10,09:28:40,G
K6092,1846,102C,09:35:10,09:35:40,G
K6094,1846,102C,09:43:10,09:43:40,G
K6096,1846,1845,09:51:10,09:51:40,G
K6098,1846,102C,09:57:10,09:57:40,G
K6102,1846,102C,10:09:10,10:09:40,G
K6104,1846,102C,10:17:10,10:17:40,G
K6106,1846,102C,10:26:10,10:26:40,G
K6108,1846,102C,10:34:10,10:34:40,G
K6110,1862,102C,10:43:00,10:43:30,G
K6112,1846,102C,10:49:10,10:49:40,G
K6114,1862,1845,10:57:00,10:57:30,G
K6116,1846,102C,11:04:10,11:04:40,G
K6118,1846,102C,11:12:10,11:12:40,G
K6120,1846,102C,11:21:10,11:21:40,G
K6122,1862,102C,11:30:00,11:30:30,G
K6124,1846,102C,11:37:10,11:37:40,G
K6126,1862,102C,11:44:00,11:44:30,G
K6128,1846,1845,11:50:10,11:50:40,G
K6130,1862,102C,12:01:00,12:01:30,G
K6132,1846,102C,12:09:10,12:09:40,G
K6134,1862,102C,12:18:00,12:18:30,G
K6136,1846,102C,12:25:10,12:25:40,G
K6138,1862,102C,12:34:00,12:34:30,G
K6140,1846,102C,12:41:10,12:41:40,G
K6142,1862,102C,12:50:00,12:50:30,G
K6144,1846,102C,12:57:10,12:57:40,G
K6146,1862,102C,13:06:00,13:06:30,G
K6148,1846,102C,13:14:10,13:14:40,G
K6150,1862,102C,13:23:00,13:23:30,G
K6152,1846,102C,13:30:10,13:30:40,G
K6154,1862,1845,13:38:00,13:38:30,G
K6156,1846,102C,13:45:10,13:45:40,G
K6158,1862,102C,13:54:00,13:54:30,G
K6160,1846,102C,14:01:10,14:01:40,G
K6162,1862,102C,14:10:00,14:10:30,G
K6164,1846,102C,14:17:10,14:17:40,G
K6166,1862,102C,14:26:00,14:26:30,G
K6168,1846,102C,14:33:10,14:33:40,G
K6170,1862,1845,14:42:00,14:42:30,G
K6172,1846,102C,14:49:10,14:49:40,G
K6174,1862,102C,14:58:00,14:58:30,G
K6176,1846,102C,15:05:10,15:05:40,G
K6178,1862,102C,15:14:00,15:14:30,G
K6180,1846,102C,15:21:10,15:21:40,G
K6182,1862,102C,15:30:00,15:30:30,G
K6184,1846,102C,15:37:10,15:37:40,G
K6186,1862,1845,15:45:00,15:45:30,G
K6188,1846,102C,15:53:10,15:53:40,G
K6190,1862,102C,16:01:00,16:01:30,G
K6192,1846,102C,16:09:10,16:09:40,G
K6194,1862,102C,16:18:00,16:18:30,G
K6196,1846,102C,16:25:10,16:25:40,G
K6198,1862,102C,16:31:00,16:31:30,G
K6200,1862,102C,16:36:00,16:36:30,G
K6202,1846,102C,16:41:10,16:41:40,G
K6204,1862,102C,16:47:00,16:47:30,G
K6206,1862,102C,16:52:00,16:52:30,G
K6208,1846,102C,16:58:10,16:58:40,G
K6210,1862,102C,17:05:00,17:05:30,G
K6212,1846,102C,17:09:10,17:09:40,G
K6214,1862,102C,17:14:00,17:14:30,G
K6392,1862,102C,17:19:00,17:19:30,G
K6216,1846,102C,17:24:10,17:24:40,G
K6218,1862,102C,17:29:00,17:29:30,G
K6220,1846,102C,17:34:10,17:34:40,G
K6222,1862,102C,17:40:00,17:40:30,G
K6224,1862,102C,17:45:00,17:45:30,G
K6226,1846,102C,17:50:10,17:50:40,G
K6228,1862,102C,17:55:00,17:55:30,G
K6230,1862,102C,18:00:00,18:00:30,G
K6232,1846,102C,18:04:10,18:04:40,G
K6234,1862,1845,18:08:00,18:08:30,G
K6236,1862,102C,18:13:00,18:13:30,G
K6238,1846,102C,18:18:10,18:18:40,G
K6240,1862,102C,18:23:00,18:23:30,G
K6242,1862,102C,18:28:00,18:28:30,G
K6244,1846,102C,18:33:10,18:33:40,G
K6246,1862,102C,18:38:00,18:38:30,G
K6248,1862,102C,18:43:00,18:43:30,G
K6250,1846,102C,18:47:10,18:47:40,G
K6252,1862,102C,18:53:00,18:53:30,G
