TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K6502,1891,1800,05:53:30,G
K6504,1891,1800,06:13:30,G
K6506,1891,1800,06:33:30,G
K6508,1891,1800,06:53:30,G
K6510,1891,1800,07:13:30,G
K6512,1891,1800,07:33:30,G
K6514,1891,1800,07:53:30,G
K6516,1891,1800,08:13:30,G
K6518,1891,1800,08:33:30,G
K6520,1891,1800,08:53:30,G
K6522,1891,1800,09:13:30,G
K6524,1891,1800,09:33:30,G
K6526,1891,1800,09:51:30,G
K6528,1891,1800,10:08:30,G
K6530,1891,1800,10:23:30,G
K6532,1891,1800,10:37:30,G
K6534,1891,1800,10:53:30,G
K6536,1891,1800,11:08:30,G
K6538,1891,1800,11:23:30,G
K6540,1891,1800,11:38:30,G
K6542,1891,1800,11:53:30,G
K6544,1891,1800,12:08:30,G
K6546,1891,1800,12:23:30,G
K6548,1891,1800,12:38:30,G
K6550,1891,1800,12:53:30,G
K6552,1891,1800,13:08:30,G
K6554,1891,1800,13:23:30,G
K6556,1891,1800,13:38:30,G
K6558,1891,1800,13:53:30,G
K6560,1891,1800,14:08:30,G
K6562,1891,1800,14:23:30,G
K6564,1891,1800,14:38:30,G
K6566,1891,1800,14:53:30,G
K6568,1891,1800,15:08:30,G
K6570,1891,1800,15:23:30,G
K6572,1891,1800,15:38:30,G
K6574,1891,1800,15:53:30,G
K6576,1891,1800,16:08:30,G
K6578,1891,1800,16:23:30,G
K6580,1891,1800,16:38:30,G
K6582,1891,1800,16:53:30,G
K6584,1891,1800,17:07:30,G
K6586,1891,1800,17:21:30,G
K6588,1891,1800,17:36:30,G
K6590,1891,1800,17:50:30,G
K6592,1891,1800,18:05:30,G
K6594,1891,1800,18:18:30,G
K6596,1891,1800,18:34:30,G
K6598,1891,1800,18:48:30,G
K6600,1891,1800,19:03:30,G
K6602,1891,1800,19:18:30,G
K6604,1891,1800,19:33:30,G
K6606,1891,1800,19:48:30,G
K6608,1891,1800,20:03:30,G
K6610,1891,1800,20:18:30,G
K6612,1891,1800,20:33:30,G
K6614,1891,1800,20:48:30,G
K6616,1891,1800,21:03:30,G
K6618,1891,1800,21:18:30,G
K6620,1891,1800,21:38:30,G
K6622,1891,1800,21:58:30,G
K6624,1891,1800,22:18:30,G
K6626,1891,1800,22:33:30,G
K6628,1891,1800,22:48:30,G
K6630,1891,1800,23:03:30,G
K6632,1891,1800,23:18:30,G
K6634,1891,1800,23:33:30,G
K6636,1891,1800,23:48:30,G
K6638,1891,1800,24:03:30,G
