TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
3001,0326,0342,05:36:00,G
3003,0316,0342,05:54:30,G
3005,0310,0342,06:07:30,G
3007,0310,0342,06:15:30,G
3009K,1958,0342,06:25:00,G
3011,0310,0342,06:33:30,G
3013K,1958,0342,06:40:30,G
3015K,0310,0342,06:46:30,G
3017K,1958,0342,06:53:00,G
3019,1958,0342,06:59:30,G
3021,0310,0342,07:05:30,G
3023,1958,0342,07:11:00,G
3025K,1958,0342,07:17:00,G
3027,0310,0342,07:22:30,G
3029,1958,0342,07:28:30,G
3031,0310,0342,07:34:00,G
3033K,1958,0342,07:38:30,G
3035,0310,0342,07:43:00,G
3037,1958,0342,07:47:00,G
3039,0310,0342,07:51:00,G
3041K,1958,0342,07:55:00,G
3043,0310,0342,07:58:30,G
3045,0310,0342,08:01:30,G
3047,1958,0339,08:04:30,G
3049,0310,0342,08:08:30,G
3051,1958,0342,08:12:00,G
3053,1958,0339,08:15:30,G
3055K,0310,0342,08:19:30,G
3057K,1958,0342,08:23:30,G
3059,0310,0342,08:27:00,G
3061,1958,0339,08:30:30,G
3063K,0310,0342,08:34:00,G
3065,1958,0342,08:37:00,G
3067K,0310,0342,08:40:30,G
3069,1958,0342,08:44:00,G
3071,1958,0342,08:47:30,G
3073,0310,0339,08:51:00,G
3075,1958,0342,08:54:30,G
3077,0310,0339,08:58:00,G
3079K,1958,0342,09:01:30,G
3081K,1958,0342,09:05:00,G
3083,1958,0342,09:08:00,G
3085,0310,0342,09:11:00,G
3087,1958,0342,09:15:00,G
3089,1958,0342,09:19:00,G
3091,0310,0342,09:23:00,G
3093,1958,0342,09:27:00,G
3095,0310,0339,09:31:00,G
3097,1958,0342,09:35:00,G
3101,0310,0339,09:39:00,G
3103,1958,0342,09:43:00,G
3105,0310,0339,09:46:30,G
3107,1958,0342,09:51:00,G
3109,0310,0342,09:55:30,G
3113,1958,0342,10:01:00,G
3115,0310,0339,10:06:00,G
3117K,1958,0342,10:11:00,G
3119K,1958,0342,10:16:00,G
3121K,1958,0342,10:22:00,G
3123,1958,0342,10:27:30,G
3125,0310,0339,10:33:30,G
3127,1958,0342,10:39:00,G
3129,1958,0342,10:45:00,G
3131,1958,0342,10:52:00,G
3133,0310,0342,10:59:00,G
3135,1958,0339,11:06:00,G
3137K,1958,0342,11:13:00,G
3141,0310,0339,11:18:30,G
3143,1958,0342,11:24:00,G
3145,1958,0342,11:30:00,G
3147,0310,0342,11:36:00,G
3149,1958,0339,11:42:00,G
3151K,1958,0342,11:49:00,G
3153,0310,0342,11:54:30,G
3155K,1958,0342,12:01:00,G
3159,0310,0342,12:07:30,G
3161,1958,0342,12:14:00,G
3163,1958,0342,12:20:30,G
3165,1958,0342,12:27:30,G
3167,0310,0342,12:33:30,G
3169K,1958,0342,12:39:00,G
3171,1958,0342,12:46:00,G
3173K,0310,0342,12:53:00,G
3175,1958,0342,13:00:00,G
3177,1958,0342,13:07:00,G
3179,0310,0342,13:14:00,G
3181,1958,0342,13:21:00,G
3183,1958,0342,13:28:00,G
3187,1958,0342,13:37:00,G
3189K,1958,0342,13:46:00,G
3193K,1958,0342,13:56:00,G
3195,1958,0342,14:05:00,G
3197,1958,0342,14:13:00,G
3201,1958,0342,14:21:30,G
3203,0310,0342,14:29:30,G
3205,1958,0342,14:36:30,G
3207K,1958,0342,14:44:00,G
3209,0310,0342,14:50:00,G
3211,1958,0342,14:56:00,G
3213,1958,0342,15:03:00,G
3215K,0310,0342,15:09:00,G
3217,1958,0342,15:15:30,G
3219K,1958,0342,15:22:30,G
3221K,0310,0342,15:29:30,G
3223K,1958,0342,15:35:30,G
3225,1958,0342,15:43:00,G
3227,0310,0342,15:49:00,G
3229,1958,0342,15:56:00,G
3231,1958,0342,16:04:00,G
3235,1958,0342,16:12:30,G
3237,1958,0342,16:22:30,G
3241,1958,0342,16:32:00,G
3243,1958,0342,16:41:00,G
3247,1958,0342,16:49:30,G
3249,1958,0342,16:57:30,G
3251,0310,0342,17:05:30,G
3253,1958,0342,17:13:00,G
3255K,0310,0342,17:18:30,G
3257K,1958,0342,17:24:00,G
3259,0310,0342,17:29:00,G
3261K,1958,0342,17:33:30,G
3263,1958,0342,17:38:00,G
3265,0310,0342,17:42:00,G
3267,1958,0342,17:46:00,G
3269,0310,0342,17:50:00,G
3271K,1958,0342,17:54:00,G
3273,0310,0342,17:58:00,G
3275,1958,0342,18:02:30,G
3277,0310,0342,18:06:00,G
3279,1958,0342,18:10:30,G
3281,0310,0339,18:15:00,G
3283K,1958,0342,18:20:00,G
3285,1958,0342,18:24:00,G
3287K,0310,0342,18:28:30,G
3289,1958,0342,18:33:00,G
3291,0310,0339,18:37:30,G
3293K,1958,0342,18:41:30,G
3295,0310,0342,18:46:00,G
3297K,1958,0342,18:50:30,G
3299,0310,0339,18:54:00,G
3301K,1958,0342,18:58:30,G
3303,0310,0339,19:02:00,G
3305K,1958,0342,19:06:00,G
3307,0310,0342,19:09:30,G
3309,1958,0342,19:14:00,G
3311,0310,0342,19:18:00,G
3313,1958,0339,19:22:30,G
3315,0310,0342,19:27:30,G
3317,1958,0342,19:31:00,G
3319,1958,0342,19:36:00,G
3321,0310,0342,19:41:00,G
3323,1958,0342,19:46:00,G
3325K,0310,0342,19:51:00,G
3327,1958,0339,19:56:00,G
3329K,1958,0342,20:01:00,G
3331,0310,0342,20:06:00,G
3333,1958,0342,20:11:30,G
3335,0310,0339,20:16:00,G
3337,1958,0342,20:21:00,G
3339K,0310,0342,20:26:00,G
3341,1958,0342,20:31:00,G
3343,0310,0342,20:36:00,G
3345,1958,0342,20:40:30,G
3347,1958,0342,20:46:30,G
3349K,0310,0342,20:51:30,G
3351K,1958,0342,20:56:30,G
3353,1958,0342,21:02:30,G
3355,0310,0339,21:08:00,G
3357,1958,0342,21:13:00,G
3359,0310,0342,21:18:00,G
3361,1958,0342,21:23:00,G
3363,1958,0342,21:30:00,G
3365K,0310,0342,21:37:30,G
3367,1958,0342,21:43:00,G
3369,0310,0342,21:49:30,G
3371,1958,0342,21:55:00,G
3373,1958,0339,22:01:00,G
3375,1958,0342,22:08:00,G
3377,0310,0342,22:13:30,G
3379K,1958,0342,22:20:00,G
3381K,1958,0342,22:27:00,G
3383K,1958,0342,22:34:00,G
3385K,1958,0342,22:42:00,G
3387,0310,0339,22:47:30,G
3389,1958,0342,22:54:00,G
3391,1958,0339,23:02:30,G
3393,1958,0342,23:11:30,G
3395K,0310,0342,23:19:30,G
3397,1958,0342,23:29:00,G
3401,0310,0339,23:38:30,G
3403,1958,0342,23:46:00,G
3407,0310,0339,23:54:30,G
3409,1958,0342,24:04:00,G
3411,1958,0339,24:13:00,G
3413,0310,0342,24:21:30,G
3415K,1958,0339,24:31:00,G
3417,0310,0339,24:39:30,G
3419,1958,0334,24:49:00,G
