TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
5002,2527,2511,05:33:30,G
5004,2531,2511,05:48:20,G
5006,2541,2511,05:59:20,G
5008,2545,2511,06:09:50,G
5010,2549,2511,06:19:00,G
5012,2554,2511,06:26:40,G
5502,2561,2511,06:32:40,G
5014,2554,2511,06:38:10,G
5504,2561,2511,06:44:10,G
5016,2554,2511,06:50:10,G
5506,2561,2511,06:56:10,G
5018,2554,2511,07:02:10,G
5508,2561,2511,07:08:10,G
5020,2554,2511,07:14:10,G
5510,2561,2511,07:19:10,G
5022,2554,2511,07:24:10,G
5512,2561,2511,07:29:10,G
5024,2554,2511,07:34:10,G
5514,2561,2511,07:39:10,G
5026,2554,2511,07:44:10,G
5516,2561,2511,07:48:10,G
5028,2554,2511,07:52:10,G
5518,2561,2511,07:56:10,G
5030,2554,2511,08:00:10,G
5520,2561,2511,08:04:10,G
5032,2554,2511,08:08:10,G
5522,2561,2511,08:12:10,G
5034,2554,2511,08:15:10,G
5524,2561,2511,08:18:10,G
5036,2554,2511,08:21:10,G
5526,2561,2511,08:24:10,G
5038,2554,2511,08:27:10,G
5528,2561,2511,08:30:10,G
5040,2554,2511,08:33:10,G
5530,2561,2511,08:36:40,G
5042,2554,2511,08:39:10,G
5532,2561,2511,08:41:40,G
5044,2554,2511,08:44:10,G
5534,2561,2511,08:46:40,G
5046,2554,2511,08:49:10,G
5536,2561,2511,08:51:40,G
5048,2554,2511,08:54:10,G
5538,2561,2511,08:56:40,G
5050,2554,2511,08:59:10,G
5540,2561,2511,09:01:40,G
5052,2554,2511,09:04:10,G
5542,2561,2511,09:06:40,G
5054,2554,2511,09:09:10,G
5544,2561,2511,09:12:10,G
5056,2554,2511,09:15:10,G
5546,2561,2511,09:18:10,G
5058,2554,2511,09:21:10,G
5548,2561,2511,09:24:10,G
5060,2554,2511,09:27:10,G
5550,2561,2511,09:30:10,G
5062,2554,2511,09:34:10,G
5552,2561,2511,09:38:10,G
5064,2554,2511,09:43:10,G
5554,2561,2511,09:48:10,G
5066,2554,2511,09:53:10,G
5556,2561,2511,09:58:10,G
5068,2554,2511,10:03:10,G
5558,2561,2511,10:08:10,G
5070,2554,2511,10:13:10,G
5560,2561,2511,10:19:10,G
5072,2554,2511,10:25:10,G
5562,2561,2511,10:31:10,G
5074,2554,2511,10:37:10,G
5564,2561,2511,10:43:10,G
5076,2554,2511,10:49:10,G
5566,2561,2511,10:55:10,G
5078,2554,2511,11:01:10,G
5568,2561,2511,11:07:10,G
5080,2554,2511,11:13:10,G
5570,2561,2511,11:19:10,G
5082,2554,2511,11:25:10,G
5572,2561,2511,11:31:10,G
5084,2554,2511,11:37:10,G
5574,2561,2511,11:43:10,G
5086,2554,2511,11:49:10,G
5576,2561,2511,11:55:10,G
5088,2554,2511,12:01:10,G
5578,2561,2511,12:07:10,G
5090,2554,2511,12:13:10,G
5580,2561,2511,12:19:10,G
5092,2554,2511,12:25:10,G
5582,2561,2511,12:31:10,G
5094,2554,2511,12:37:10,G
5584,2561,2511,12:43:10,G
5096,2554,2511,12:49:10,G
5586,2561,2511,12:55:10,G
5098,2554,2511,13:01:10,G
5588,2561,2511,13:07:10,G
5100,2554,2511,13:13:10,G
5590,2561,2511,13:19:10,G
5102,2554,2511,13:25:10,G
5592,2561,2511,13:31:10,G
5104,2554,2511,13:37:10,G
5594,2561,2511,13:43:10,G
5106,2554,2511,13:49:10,G
5596,2561,2511,13:55:10,G
5108,2554,2511,14:01:10,G
5598,2561,2511,14:07:10,G
5110,2554,2511,14:13:10,G
5600,2561,2511,14:19:10,G
5112,2554,2511,14:25:10,G
5602,2561,2511,14:31:10,G
5114,2554,2511,14:37:10,G
5604,2561,2511,14:43:10,G
5116,2554,2511,14:49:10,G
5606,2561,2511,14:55:10,G
5118,2554,2511,15:01:10,G
5608,2561,2511,15:07:10,G
5120,2554,2511,15:13:10,G
5610,2561,2511,15:19:10,G
5122,2554,2511,15:25:10,G
5612,2561,2511,15:31:10,G
5124,2554,2511,15:37:10,G
5614,2561,2511,15:43:10,G
5126,2554,2511,15:49:10,G
5616,2561,2511,15:55:10,G
5128,2554,2511,16:01:10,G
5618,2561,2511,16:07:10,G
5130,2554,2511,16:13:10,G
5620,2561,2511,16:19:10,G
5132,2554,2511,16:25:10,G
5622,2561,2511,16:31:10,G
5134,2554,2511,16:37:10,G
5624,2561,2511,16:43:10,G
5136,2554,2511,16:49:10,G
