TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
4300K,1751,0409,05:29:30,G
4302K,1759,0409,05:46:30,G
4502K,1762,0409,06:01:00,G
4504K,1762,0409,06:09:00,G
4506K,1762,0409,06:20:00,G
4508K,1762,0409,06:26:00,G
4510K,1762,0409,06:32:00,G
4512K,1762,0409,06:41:00,G
4514,1762,0409,06:50:00,G
4516K,1762,0409,06:59:00,G
4518K,1762,0409,07:05:30,G
4520K,1759,0409,07:11:30,G
4522K,1762,0409,07:18:00,G
4524K,1762,0409,07:24:00,D
4304K,1759,0409,07:30:30,G
4526K,1762,0409,07:36:00,G
4306K,1762,0409,07:42:00,D
4528,1762,0409,07:47:00,G
4308K,1759,0409,07:50:00,G
4530,1762,0409,07:55:00,G
4532K,1762,0409,07:58:00,D
4310K,1759,0409,08:03:00,G
4534,1762,0409,08:06:00,G
4312K,1759,0409,08:11:00,G
4536,1762,0409,08:16:00,G
4538K,1762,0409,08:22:00,G
4540,1762,0409,08:28:00,G
4542K,1762,0409,08:33:30,D
4544,1762,0409,08:40:30,G
4546K,1762,0409,08:44:00,D
4548,1762,0409,08:51:30,G
4550,1762,0409,08:59:00,G
4552,1762,0409,09:07:00,G
4554K,1762,0409,09:14:00,G
4314,1759,0409,09:22:30,G
4556,1762,0409,09:30:00,G
4558K,1762,0409,09:40:00,G
4560,1762,0409,09:50:00,G
4562,1762,0409,10:00:00,G
4564,1762,0409,10:10:00,G
4566K,1762,0409,10:20:00,G
4568,1762,0409,10:30:00,G
4570K,1762,0409,10:39:00,G
4572,1762,0409,10:53:00,G
4574K,1762,0409,11:04:30,G
4576K,1762,0409,11:15:00,G
4578K,1762,0409,11:26:00,G
4580K,1762,0409,11:37:00,G
4582K,1762,0409,11:48:00,G
4584K,1762,0409,11:59:00,G
4318K,1759,0409,12:05:30,G
4586K,1762,0409,12:17:00,G
4588,1762,0409,12:28:00,G
4590K,1762,0409,12:35:00,G
4592K,1762,0409,12:46:00,G
4594K,1762,0409,12:57:00,G
4596,1762,0409,13:08:00,G
4598,1762,0409,13:19:00,G
4600K,1762,0409,13:30:00,G
4602,1762,0409,13:41:00,G
4604K,1762,0409,13:52:00,G
4606,1762,0409,14:03:00,G
4608,1762,0409,14:10:00,G
4610,1762,0409,14:21:00,G
4612K,1762,0409,14:32:00,G
4320,1759,0409,14:37:30,G
4614K,1762,0409,14:49:00,G
4616,1762,0409,15:00:00,G
4618K,1762,0409,15:11:00,G
4620K,1762,0409,15:22:00,G
4622K,1762,0409,15:31:30,G
4624K,1762,0409,15:44:00,G
4626K,1762,0409,15:56:00,G
4628K,1762,0409,16:07:00,G
4630K,1762,0409,16:14:00,G
4632K,1762,0409,16:25:00,G
4634,1762,0409,16:35:00,G
4636K,1762,0409,16:41:00,G
4638K,1762,0409,16:52:00,G
4640K,1762,0409,17:03:00,G
4322K,1759,0409,17:12:30,G
4642,1762,0409,17:17:00,G
4644,1762,0409,17:26:00,G
4324K,1759,0409,17:33:30,G
4646K,1762,0409,17:42:00,G
4326K,1759,0409,17:48:30,G
4648,1762,0409,17:56:00,G
4650K,1762,0409,18:03:00,G
4328K,1759,0409,18:09:30,G
4652,1762,0409,18:17:00,G
4654,1762,0409,18:24:00,G
4656,1762,0409,18:31:00,G
4658K,1762,0409,18:38:00,G
4660,1762,0409,18:45:30,G
4662K,1762,0409,18:52:00,G
4664K,1762,0409,18:59:00,G
4666K,1762,0409,19:06:00,G
4668,1762,0409,19:13:30,G
4670K,1762,0409,19:21:00,G
4672K,1762,0409,19:29:00,G
4674K,1762,0409,19:37:00,G
4676,1762,0409,19:45:00,G
4678K,1762,0409,19:53:00,G
4680,1762,0409,20:01:00,G
4682K,1762,0409,20:09:00,G
4684K,1762,0409,20:18:00,G
4330,1759,0409,20:26:30,G
4686,1762,0409,20:35:00,G
4688,1762,0409,20:44:00,G
4690K,1762,0409,20:54:00,G
4692,1762,0409,21:04:00,G
4332,1759,0409,21:10:00,G
4694K,1762,0409,21:16:00,G
4696,1762,0409,21:26:00,G
4698K,1762,0409,21:32:00,G
4700,1762,0409,21:43:00,G
4702K,1762,0409,21:50:00,G
4704K,1762,0409,21:57:00,G
4334K,1759,0409,22:06:30,G
4706,1762,0409,22:13:00,G
4708K,1762,0409,22:19:00,G
4340,1759,0409,22:23:00,G
4710,1762,0409,22:34:00,G
4712,1762,0409,22:46:00,G
4714K,1762,0409,23:02:00,G
4716K,1762,0409,23:17:00,G
4718,1762,0409,23:34:00,G
4720,1762,0409,23:53:00,G
4722,1762,0419,24:14:00,G
4726,1762,0433,24:46:00,G
