TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K1019,1003,1811,08:04:00,00:00:00,D
K1401,1701,1811,10:10:00,00:00:00,D
K1317,1003,1811,18:08:15,00:00:00,D
K1315,1003,1811,17:04:00,00:00:00,D
K1313,1003,1811,16:10:00,00:00:00,D
K1311,1003,1811,15:10:00,00:00:00,D
K1309,1003,1811,14:12:00,00:00:00,D
K1307,1003,1811,13:10:00,00:00:00,D
K1305,1003,1811,12:14:00,00:00:00,D
K1303,1003,1811,11:18:00,00:00:00,D
K1301,1003,1811,10:21:00,00:00:00,D
K1099,1003,1811,17:17:00,00:00:00,D
K1095,1003,1811,16:55:00,00:00:00,D
K1093,1003,1811,16:42:00,00:00:00,D
K1091,1003,1811,16:27:00,00:00:00,D
K1087,1003,1811,16:02:00,00:00:00,D
K1085,1701,1811,15:50:00,00:00:00,D
K1083,1003,1811,15:38:00,00:00:00,D
K1081,1003,1811,15:25:00,00:00:00,D
K1077,1003,1811,15:00:00,00:00:00,D
K1075,1003,1811,14:47:00,00:00:00,D
K1073,1003,1811,14:34:00,00:00:00,D
K1069,1003,1811,14:04:00,00:00:00,D
K1067,1003,1811,13:52:00,00:00:00,D
K1065,1701,1811,13:39:00,00:00:00,D
K1063,1003,1811,13:26:00,00:00:00,D
K1059,1003,1811,13:03:00,00:00:00,D
K1057,1003,1811,12:50:00,00:00:00,D
K1055,1003,1811,12:33:00,00:00:00,D
K1051,1003,1811,12:06:00,00:00:00,D
K1049,1003,1811,11:54:00,00:00:00,D
K1047,1003,1811,11:45:00,00:00:00,D
K1045,1003,1811,11:34:00,00:00:00,D
K1041,1003,1811,11:06:00,00:00:00,D
K1039,1003,1811,10:54:00,00:00:00,D
K1037,1003,1811,10:39:00,00:00:00,D
K1033,1003,1811,09:59:00,00:00:00,D
K1031,1003,1811,09:44:00,00:00:00,D
K1029,1003,1811,09:30:00,00:00:00,D
K1027,1003,1811,09:15:00,00:00:00,D
K1025,1003,1811,08:56:00,00:00:00,D
K1023,1003,1811,08:38:00,00:00:00,D
K1021,1003,1811,08:21:00,00:00:00,D
K1017,1003,1811,07:48:00,00:00:00,D
K1015,1003,1811,07:30:00,00:00:00,D
K1013,1003,1811,07:15:00,00:00:00,D
K1011,1003,1811,06:58:00,00:00:00,D
K1009,1003,1811,06:39:00,00:00:00,D
K1007,1701,1811,06:22:00,00:00:00,D
K1153,1003,1811,23:59:00,00:00:00,D
K1151,1003,1811,23:42:00,00:00:00,D
K1149,1003,1811,23:29:00,00:00:00,D
K1147,1003,1811,23:11:00,00:00:00,D
K1145,1003,1811,22:51:00,00:00:00,D
K1143,1003,1811,22:33:00,00:00:00,D
K1141,1003,1811,22:18:00,00:00:00,D
K1139,1003,1811,22:00:00,00:00:00,D
K1137,1003,1811,21:42:00,00:00:00,D
K1135,1003,1811,21:26:00,00:00:00,D
K1133,1003,1811,21:10:00,00:00:00,D
K1131,1003,1811,20:53:00,00:00:00,D
K1129,1003,1811,20:35:00,00:00:00,D
K1127,1003,1811,20:19:00,00:00:00,D
K1125,1003,1811,20:08:00,00:00:00,D
K1123,1003,1811,19:53:00,00:00:00,D
K1121,1003,1811,19:41:00,00:00:00,D
K1119,1003,1811,19:32:00,00:00:00,D
K1117,1003,1811,19:19:00,00:00:00,D
K1115,1003,1811,19:04:00,00:00:00,D
K1113,1003,1811,18:49:00,00:00:00,D
K1111,1003,1811,18:37:00,00:00:00,D
K1109,1003,1811,18:22:00,00:00:00,D
K1105,1003,1811,17:59:00,00:00:00,D
K1103,1003,1811,17:44:00,00:00:00,D
K1101,1003,1811,17:32:00,00:00:00,D
K1,1701,1812,05:42:30,05:43:00,G
K3,1006,1812,06:00:30,06:01:00,G
K5,1006,1812,06:15:30,06:16:00,G
K7,1019,1812,06:33:00,06:33:30,G
K9,1701,1812,06:42:30,06:43:00,G
K11,1022,1812,06:53:30,06:54:00,G
K13,1906,1812,07:05:30,07:06:00,G
K15,1909,1812,07:16:30,07:17:00,G
K17,1701,1812,07:22:30,07:23:00,G
K19,1909,1812,07:31:30,07:32:00,G
S21,0159,1812,07:37:30,07:38:00,G
K23,1909,1812,07:48:00,07:48:30,G
K25,1916,1812,07:56:30,07:57:00,G
K27,1915,1812,08:07:00,08:07:30,G
K29,1701,1812,08:16:30,08:17:00,G
K31,1916,1812,08:25:30,08:26:00,G
S33,1906,1812,08:34:30,08:35:00,G
K35,1915,1812,08:42:00,08:42:30,G
S37,1909,1812,08:50:30,08:51:00,G
K39,1906,1812,08:58:00,08:58:30,G
K41,1916,1812,09:05:00,09:05:30,G
K43,1915,1812,09:15:00,09:15:30,G
K45,1915,1812,09:24:00,09:24:30,G
K47,1916,1812,09:32:00,09:32:30,G
K49,1915,1812,09:40:00,09:40:30,G
K51,1916,1812,09:49:30,09:50:00,G
K53,1915,1812,09:59:00,09:59:30,G
K55,1915,1812,10:10:00,10:10:30,G
K57,1916,1812,10:19:00,10:19:30,G
K59,1909,1812,10:28:30,10:29:00,G
K61,1915,1812,10:42:00,10:42:30,G
S63,1019,1812,10:54:00,10:54:30,G
K65,1916,1812,11:01:30,11:02:00,G
K67,1909,1812,11:10:30,11:11:00,G
K69,1915,1812,11:20:00,11:20:30,G
K71,1906,1812,11:31:30,11:32:00,G
S73,1019,1812,11:40:00,11:40:30,G
K75,1915,1812,11:49:00,11:49:30,G
K77,1909,1812,11:59:30,12:00:00,G
S79,1906,1812,12:09:30,12:10:00,G
K81,1916,1812,12:22:00,12:22:30,G
K83,1909,1812,12:31:30,12:32:00,G
K85,1916,1812,12:41:00,12:41:30,G
S87,0159,1812,12:49:00,12:49:30,G
K89,1916,1812,13:00:30,13:01:00,G
S91,1909,1812,13:10:30,13:11:00,G
K93,1906,1812,13:20:30,13:21:00,G
K95,1916,1812,13:30:00,13:30:30,G
S97,1909,1812,13:40:30,13:41:00,G
K99,1906,1812,13:50:30,13:51:00,G
K101,1916,1812,14:00:30,14:01:00,G
K103,1906,1812,14:10:30,14:11:00,G
K105,1909,1812,14:20:30,14:21:00,G
K107,1916,1812,14:30:00,14:30:30,G
K109,1906,1812,14:41:30,14:42:00,G
K111,1909,1812,14:50:30,14:51:00,G
K113,1916,1812,14:58:30,14:59:00,G
S115,1906,1812,15:10:30,15:11:00,G
K117,1701,1812,15:20:30,15:21:00,G
K119,1916,1812,15:30:30,15:31:00,G
K121,1906,1812,15:41:30,15:42:00,G
K123,1909,1812,15:50:30,15:51:00,G
K125,1916,1812,16:00:30,16:01:00,G
K127,1906,1812,16:10:30,16:11:00,G
S129,1909,1812,16:20:30,16:21:00,G
K131,1916,1812,16:29:30,16:30:00,G
S133,1019,1812,16:37:00,16:37:30,G
K135,1906,1812,16:41:30,16:42:00,G
S137,1909,1812,16:50:30,16:51:00,G
K139,1916,1812,16:59:30,17:00:00,G
K141,1906,1812,17:10:30,17:11:00,G
K143,1701,1812,17:15:30,17:16:00,G
K145,1909,1812,17:22:00,17:22:30,G
K147,1916,1812,17:30:30,17:31:00,G
K149,1906,1812,17:40:30,17:41:00,G
S151,1909,1812,17:49:30,17:50:00,G
K153,1701,1812,17:55:30,17:56:00,G
K155,1916,1812,18:02:00,18:02:30,G
S157,1906,1812,18:10:30,18:11:00,G
K159,1022,1812,18:20:30,18:21:00,G
K161,1916,1812,18:29:30,18:30:00,G
K163,1906,1812,18:37:30,18:38:00,G
K165,1909,1812,18:46:30,18:47:00,G
K167,1701,1812,18:51:30,18:52:00,G
K169,1022,1812,18:57:00,18:57:30,G
K171,1916,1812,19:05:00,19:05:30,G
K173,1906,1812,19:13:30,19:14:00,G
K175,1909,1812,19:20:30,19:21:00,G
K177,1916,1812,19:28:30,19:29:00,G
K179,1022,1812,19:36:30,19:37:00,G
K181,1916,1812,19:47:00,19:47:30,G
S183,1909,1812,19:55:30,19:56:00,G
K185,1906,1812,20:01:30,20:02:00,G
K187,1916,1812,20:09:00,20:09:30,G
K189,1909,1812,20:19:30,20:20:00,G
K191,1916,1812,20:28:00,20:28:30,G
K193,1906,1812,20:36:30,20:37:00,G
K195,1916,1812,20:45:30,20:46:00,G
S197,1909,1812,20:52:30,20:53:00,G
K199,1916,1812,21:01:30,21:02:00,G
S201,1906,1812,21:08:30,21:09:00,G
K203,1915,1812,21:15:00,21:15:30,G
K205,1906,1812,21:24:30,21:25:00,G
K207,1916,1812,21:33:30,21:34:00,G
K209,1906,1812,21:42:30,21:43:00,G
S211,1909,1812,21:49:30,21:50:00,G
K213,1915,1812,21:57:00,21:57:30,G
K215,1909,1812,22:03:30,22:04:00,G
S217,1022,1812,22:09:30,22:10:00,G
K219,1916,1812,22:17:00,22:17:30,G
S221,1909,1812,22:26:30,22:27:00,G
K223,1906,1812,22:35:30,22:36:00,G
K225,1916,1812,22:45:00,22:45:30,G
K227,1906,1812,22:56:30,22:57:00,G
