TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K7,1019,1812,05:27:00,G
S405,0159,1749,05:39:30,G
K11,1022,1812,05:47:30,G
K13,1906,1812,05:59:30,G
S407,0159,1749,06:03:30,G
K15,1909,1812,06:10:30,G
K409,1019,1749,06:15:00,G
K19,1909,1812,06:23:30,G
S21,0159,1812,06:29:30,G
S411,1019,1749,06:34:00,G
K23,1909,1812,06:40:30,G
K617,1019,1728,06:45:00,G
K25,1916,1812,06:50:30,G
S413,0159,1749,06:55:30,G
K27,1915,1812,07:01:00,G
K619,1019,1408,07:06:00,G
K415,1019,1749,07:14:00,G
K31,1916,1812,07:19:30,G
K623,0158,1728,07:24:30,G
S33,1906,1812,07:28:30,G
K417,1019,1749,07:32:00,G
K35,1915,1812,07:36:00,G
S419,1019,1749,07:40:00,G
S37,1909,1812,07:44:30,G
K625,0158,1408,07:48:30,G
K39,1906,1812,07:52:00,G
K421,1019,1749,07:55:00,G
K41,1916,1812,07:59:00,G
K627,1019,1408,08:03:00,G
K43,1915,1812,08:09:00,G
S423,1019,1749,08:14:00,G
K45,1915,1812,08:18:00,G
K629,0158,1728,08:21:30,G
K47,1916,1812,08:26:00,G
K425,1019,1749,08:30:00,G
K49,1915,1812,08:34:00,G
K427,0158,1716,08:38:30,G
K51,1916,1812,08:43:30,G
K631,0158,1408,08:48:30,G
K53,1915,1812,08:53:00,G
K429,1019,1716,08:59:00,G
K55,1915,1812,09:04:00,G
K633,0158,1728,09:08:30,G
K57,1916,1812,09:13:00,G
S431,1019,1749,09:18:00,G
K59,1909,1812,09:22:30,G
K807,1915,1701,09:27:00,G
K635,0158,1408,09:31:30,G
K61,1915,1812,09:36:00,G
S433,1019,1749,09:41:00,G
K809,1909,1701,09:44:30,G
S63,1019,1812,09:48:00,G
K637,0158,1728,09:51:30,G
K65,1916,1812,09:55:30,G
K435,1019,1749,10:00:00,G
K67,1909,1812,10:04:30,G
K639,0158,1408,10:09:30,G
K69,1915,1812,10:14:00,G
K437,1019,1749,10:18:00,G
K811,1909,1701,10:21:30,G
K71,1906,1812,10:25:30,G
K641,0158,1728,10:29:30,G
S73,1019,1812,10:34:00,G
K439,0158,1749,10:39:00,G
K75,1915,1812,10:43:00,G
K643,1019,1408,10:48:00,G
K77,1909,1812,10:53:30,G
K441,0158,1749,10:59:00,G
S79,1906,1812,11:03:30,G
K645,0158,1728,11:07:30,G
K813,1909,1701,11:11:30,G
K81,1916,1812,11:16:00,G
K443,1019,1749,11:20:00,G
K83,1909,1812,11:25:30,G
K647,0158,1408,11:29:30,G
K85,1916,1812,11:34:00,G
K445,1019,1749,11:39:00,G
S87,0159,1812,11:43:00,G
K649,0158,1728,11:47:00,G
K815,1022,1701,11:50:30,G
K89,1916,1812,11:54:30,G
K447,1019,1749,11:59:00,G
S91,1909,1812,12:04:30,G
K651,0158,1408,12:08:30,G
K93,1906,1812,12:14:00,G
K449,1019,1749,12:19:00,G
K95,1916,1812,12:24:00,G
K653,0158,1728,12:29:30,G
S97,1909,1812,12:34:30,G
K451,1019,1749,12:40:00,G
K99,1906,1812,12:44:30,G
K655,0158,1408,12:49:30,G
K101,1916,1812,12:54:30,G
K453,1019,1749,12:59:00,G
K103,1906,1812,13:04:30,G
K657,0158,1728,13:08:30,G
K105,1909,1812,13:14:30,G
S455,1019,1749,13:19:00,G
K107,1916,1812,13:24:00,G
K659,0158,1408,13:28:30,G
K109,1906,1812,13:34:30,G
S457,1019,1749,13:39:00,G
K111,1909,1812,13:44:30,G
K661,0158,1728,13:48:30,G
K113,1916,1812,13:52:30,G
K459,1019,1749,13:57:00,G
S115,1906,1812,14:04:30,G
K665,0158,1408,14:08:30,G
K805,1909,1701,14:13:30,G
K461,1019,1749,14:19:00,G
K119,1916,1812,14:24:30,G
K667,0158,1728,14:29:30,G
K121,1906,1812,14:35:30,G
K463,1019,1749,14:40:00,G
K123,1909,1812,14:44:30,G
K669,0158,1408,14:49:30,G
K125,1916,1812,14:54:30,G
K465,1019,1749,15:00:00,G
K127,1906,1812,15:04:30,G
K673,0158,1728,15:08:30,G
S129,1909,1812,15:14:30,G
K467,1019,1749,15:19:00,G
K131,1916,1812,15:23:30,G
K675,0158,1408,15:27:30,G
S133,1019,1812,15:31:00,G
K135,1906,1812,15:35:30,G
K469,1019,1749,15:39:00,G
S137,1909,1812,15:44:30,G
K677,0158,1728,15:48:30,G
K139,1916,1812,15:53:30,G
K471,1019,1749,15:58:00,G
K141,1906,1812,16:04:30,G
K681,0158,1408,16:08:30,G
K145,1909,1812,16:14:30,G
K473,1019,1749,16:20:00,G
K147,1916,1812,16:24:30,G
K683,0158,1728,16:28:30,G
K149,1906,1812,16:34:30,G
K475,1019,1749,16:38:00,G
S151,1909,1812,16:43:30,G
K685,0158,1408,16:47:30,G
K155,1916,1812,16:55:30,G
K477,1019,1749,17:00:00,G
S157,1906,1812,17:04:30,G
K687,0158,1408,17:08:30,G
K159,1022,1812,17:14:30,G
S479,1019,1749,17:19:00,G
K161,1916,1812,17:23:30,G
K689,0158,1728,17:27:30,G
K163,1906,1812,17:31:30,G
K481,1019,1749,17:35:30,G
K165,1909,1812,17:40:30,G
K691,0158,1408,17:45:30,G
K169,1022,1812,17:49:30,G
S483,0159,1749,17:53:00,G
K171,1916,1812,17:57:00,G
K693,1019,1728,18:02:00,G
K173,1906,1812,18:06:30,G
K485,0158,1749,18:10:30,G
K175,1909,1812,18:14:30,G
K695,1019,1408,18:18:00,G
K177,1916,1812,18:22:30,G
K487,0158,1749,18:26:30,G
K179,1022,1812,18:30:30,G
K697,0158,1728,18:35:30,G
K181,1916,1812,18:39:00,G
K489,1019,1749,18:43:00,G
S183,1909,1812,18:47:30,G
K491,1019,1716,18:52:00,G
K185,1906,1812,18:55:30,G
K699,0158,1408,18:58:30,G
K187,1916,1812,19:03:00,G
K493,1019,1749,19:09:00,G
K189,1909,1812,19:13:30,G
K701,0158,1408,19:17:30,G
K191,1916,1812,19:22:00,G
K495,1019,1749,19:26:00,G
K193,1906,1812,19:30:30,G
K703,0158,1728,19:35:00,G
K195,1916,1812,19:39:30,G
K497,1019,1749,19:43:00,G
S197,1909,1812,19:46:30,G
K705,0158,1408,19:50:30,G
K199,1916,1812,19:55:30,G
K831,1019,1701,19:59:00,G
S201,1906,1812,20:02:30,G
K707,0158,1408,20:05:30,G
K203,1915,1812,20:09:00,G
K501,1019,1716,20:14:00,G
K205,1906,1812,20:18:30,G
K709,0158,1728,20:22:30,G
K207,1916,1812,20:27:30,G
K503,1019,1749,20:31:00,G
K209,1906,1812,20:34:30,G
K711,0158,1728,20:38:30,G
S211,1909,1812,20:41:30,G
K505,1019,1749,20:45:00,G
K213,1915,1812,20:49:00,G
K713,0158,1408,20:52:30,G
K215,1909,1812,20:55:30,G
K507,1019,1716,21:00:00,G
S217,1022,1812,21:03:30,G
K509,0158,1716,21:07:30,G
K219,1916,1812,21:11:00,G
S511,1019,1749,21:16:00,G
S221,1909,1812,21:20:30,G
K715,0158,1716,21:24:30,G
K223,1906,1812,21:29:30,G
S513,0159,1749,21:34:30,G
K225,1916,1812,21:39:00,G
K719,0158,1728,21:44:30,G
K227,1906,1812,21:48:30,G
S515,1019,1749,21:53:00,G
K229,1915,1812,21:59:00,G
K721,0158,1408,22:03:30,G
K231,1909,1812,22:08:30,G
K517,1019,1749,22:14:00,G
K233,1916,1812,22:19:00,G
K723,0158,1728,22:24:30,G
K235,1909,1812,22:30:30,G
K817,1019,1701,22:35:00,G
K519,0158,1716,22:39:00,G
K237,1916,1812,22:43:30,G
K819,0158,1701,22:49:30,G
K239,1906,1812,22:55:30,G
K521,1019,1749,23:03:00,G
K821,0158,1701,23:09:30,G
K241,1916,1812,23:14:30,G
K523,1019,1716,23:18:00,G
K245,1906,1812,23:24:30,G
