TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
3003,0316,0342,05:44:00,05:44:30,G
3005,0310,0342,05:57:00,05:57:30,G
3007,0310,0342,06:05:00,06:05:30,G
3009K,1958,0342,06:14:30,06:15:00,G
3011,0310,0342,06:23:00,06:23:30,G
3013K,1958,0342,06:30:00,06:30:30,G
3015K,0310,0342,06:36:00,06:36:30,G
3017K,1958,0342,06:42:30,06:43:00,G
3019,1958,0342,06:49:00,06:49:30,G
3021,0310,0342,06:55:00,06:55:30,G
3023,1958,0342,07:00:30,07:01:00,G
3025K,1958,0342,07:06:30,07:07:00,G
3027,0310,0342,07:12:00,07:12:30,G
3029,1958,0342,07:18:00,07:18:30,G
3031,0310,0342,07:23:30,07:24:00,G
3033K,1958,0342,07:28:00,07:28:30,G
3035,0310,0342,07:32:30,07:33:00,G
3037,1958,0342,07:36:30,07:37:00,G
3039,0310,0342,07:40:30,07:41:00,G
3041K,1958,0342,07:44:30,07:45:00,G
3043,0310,0342,07:48:00,07:48:30,G
3045,0310,0342,07:51:00,07:51:30,G
3047,1958,0339,07:54:00,07:54:30,G
3049,0310,0342,07:58:00,07:58:30,G
3051,1958,0342,08:01:30,08:02:00,G
3053,1958,0339,08:05:00,08:05:30,G
3055K,0310,0342,08:09:00,08:09:30,G
3057K,1958,0342,08:13:00,08:13:30,G
3059,0310,0342,08:16:30,08:17:00,G
3061,1958,0339,08:20:00,08:20:30,G
3063K,0310,0342,08:23:30,08:24:00,G
3065,1958,0342,08:26:30,08:27:00,G
3067K,0310,0342,08:30:00,08:30:30,G
3069,1958,0342,08:33:30,08:34:00,G
3071,1958,0342,08:37:00,08:37:30,G
3073,0310,0339,08:40:30,08:41:00,G
3075,1958,0342,08:44:00,08:44:30,G
3077,0310,0339,08:47:30,08:48:00,G
3079K,1958,0342,08:51:00,08:51:30,G
3081K,1958,0342,08:54:30,08:55:00,G
3083,1958,0342,08:57:30,08:58:00,G
3085,0310,0342,09:00:30,09:01:00,G
3087,1958,0342,09:04:30,09:05:00,G
3089,1958,0342,09:08:30,09:09:00,G
3091,0310,0342,09:12:30,09:13:00,G
3093,1958,0342,09:16:30,09:17:00,G
3095,0310,0339,09:20:30,09:21:00,G
3097,1958,0342,09:24:30,09:25:00,G
3101,0310,0339,09:28:30,09:29:00,G
3103,1958,0342,09:32:30,09:33:00,G
3105,0310,0339,09:36:00,09:36:30,G
3107,1958,0342,09:40:30,09:41:00,G
3109,0310,0342,09:45:00,09:45:30,G
3113,1958,0342,09:50:30,09:51:00,G
3115,0310,0339,09:55:30,09:56:00,G
3117K,1958,0342,10:00:30,10:01:00,G
3119K,1958,0342,10:05:30,10:06:00,G
3121K,1958,0342,10:11:30,10:12:00,G
3123,1958,0342,10:17:00,10:17:30,G
3125,0310,0339,10:23:00,10:23:30,G
3127,1958,0342,10:28:30,10:29:00,G
3129,1958,0342,10:34:30,10:35:00,G
3131,1958,0342,10:41:30,10:42:00,G
3133,0310,0342,10:48:30,10:49:00,G
3135,1958,0339,10:55:30,10:56:00,G
3137K,1958,0342,11:02:30,11:03:00,G
3141,0310,0339,11:08:00,11:08:30,G
3143,1958,0342,11:13:30,11:14:00,G
3145,1958,0342,11:19:30,11:20:00,G
3147,0310,0342,11:25:30,11:26:00,G
3149,1958,0339,11:31:30,11:32:00,G
3151K,1958,0342,11:38:30,11:39:00,G
3153,0310,0342,11:44:00,11:44:30,G
3155K,1958,0342,11:50:30,11:51:00,G
3159,0310,0342,11:57:00,11:57:30,G
3161,1958,0342,12:03:30,12:04:00,G
3163,1958,0342,12:10:00,12:10:30,G
3165,1958,0342,12:17:00,12:17:30,G
3167,0310,0342,12:23:00,12:23:30,G
3169K,1958,0342,12:28:30,12:29:00,G
3171,1958,0342,12:35:30,12:36:00,G
3173K,0310,0342,12:42:30,12:43:00,G
3175,1958,0342,12:49:30,12:50:00,G
3177,1958,0342,12:56:30,12:57:00,G
3179,0310,0342,13:03:30,13:04:00,G
3181,1958,0342,13:10:30,13:11:00,G
3183,1958,0342,13:17:30,13:18:00,G
3187,1958,0342,13:26:30,13:27:00,G
3189K,1958,0342,13:35:30,13:36:00,G
3193K,1958,0342,13:45:30,13:46:00,G
3195,1958,0342,13:54:30,13:55:00,G
3197,1958,0342,14:02:30,14:03:00,G
3201,1958,0342,14:11:00,14:11:30,G
3203,0310,0342,14:19:00,14:19:30,G
3205,1958,0342,14:26:00,14:26:30,G
3207K,1958,0342,14:33:30,14:34:00,G
3209,0310,0342,14:39:30,14:40:00,G
3211,1958,0342,14:45:30,14:46:00,G
3213,1958,0342,14:52:30,14:53:00,G
3215K,0310,0342,14:58:30,14:59:00,G
3217,1958,0342,15:05:00,15:05:30,G
3219K,1958,0342,15:12:00,15:12:30,G
3221K,0310,0342,15:19:00,15:19:30,G
3223K,1958,0342,15:25:00,15:25:30,G
3225,1958,0342,15:32:30,15:33:00,G
3227,0310,0342,15:38:30,15:39:00,G
3229,1958,0342,15:45:30,15:46:00,G
3231,1958,0342,15:53:30,15:54:00,G
3235,1958,0342,16:02:00,16:02:30,G
3237,1958,0342,16:12:00,16:12:30,G
3241,1958,0342,16:21:30,16:22:00,G
3243,1958,0342,16:30:30,16:31:00,G
3247,1958,0342,16:39:00,16:39:30,G
