TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K6001,1862,1846,05:14:40,G
K6003,1862,1846,05:29:40,G
K6005,1862,1846,05:40:40,G
K6007,1862,1846,05:51:40,G
K6009,1862,1846,05:57:40,G
K6011,1862,1846,06:03:40,G
K6013,1862,1846,06:09:40,G
K6015,102C,1846,06:17:30,G
K6017,1862,1846,06:23:40,G
K6019,102C,1846,06:29:30,G
K6021,1862,1846,06:34:40,G
K6023,102C,1846,06:40:30,G
K6391,1862,1846,06:45:40,G
K6025,1862,1846,06:49:40,G
K6027,1862,1846,06:54:40,G
K6029,102C,1846,06:58:30,G
K6031,1862,1846,07:06:10,G
K6033,102C,1846,07:12:30,G
K6035,1862,1846,07:16:40,G
K6037,102C,1846,07:21:30,G
K6039,1862,1846,07:27:40,G
K6041,102C,1846,07:32:30,G
K6043,102C,1846,07:40:30,G
K6403,102C,1846,07:48:20,D
K6045,1862,1846,07:45:40,G
K6047,102C,1846,07:59:30,G
K6049,102C,1846,08:06:30,G
K6051,102C,1846,08:14:30,G
K6053,102C,1846,08:21:30,G
K6405,102C,1846,08:30:20,D
K6055,102C,1846,08:28:00,G
K6059,102C,1846,08:40:30,G
K6061,102C,1846,08:46:30,G
K6063,102C,1846,08:52:30,G
K6065,102C,1846,08:57:00,G
K6069,102C,1846,09:07:30,G
K6073,102C,1846,09:16:30,G
K6077,102C,1846,09:28:30,G
K6083,102C,1846,09:40:30,G
K6089,102C,1846,09:52:30,G
K6095,102C,1846,10:08:30,G
K6101,102C,1846,10:20:30,G
K6109,102C,1846,10:38:30,G
K6115,1845,1846,10:56:30,G
K6121,102C,1846,11:09:30,G
K6125,102C,1846,11:24:30,G
K6129,102C,1846,11:40:30,G
K6133,1845,1846,11:59:30,G
K6137,102C,1846,12:12:30,G
K6141,102C,1846,12:28:30,G
K6145,102C,1846,12:44:30,G
K6149,102C,1846,13:02:00,G
K6153,102C,1846,13:16:30,G
K6157,102C,1846,13:33:30,G
K6161,102C,1846,13:50:30,G
K6165,102C,1846,14:05:30,G
K6169,102C,1846,14:20:30,G
K6173,102C,1846,14:36:00,G
K6177,102C,1846,14:52:00,G
K6181,102C,1846,15:08:00,G
K6185,102C,1846,15:24:00,G
K6189,102C,1846,15:41:00,G
K6193,102C,1846,15:56:00,G
K6195,102C,1846,16:04:00,G
K6197,102C,1846,16:12:00,G
K6201,102C,1846,16:28:00,G
K6205,1845,1846,16:48:30,G
K6209,102C,1846,17:01:00,G
K6213,102C,1846,17:16:00,G
K6217,102C,1846,17:32:00,G
K6219,102C,1846,17:41:00,G
K6221,1845,1846,17:51:30,G
K6223,102C,1846,17:56:00,G
K6225,102C,1846,18:04:00,G
K6227,102C,1846,18:12:00,G
K6229,102C,1846,18:20:00,G
K6231,102C,1846,18:27:00,G
K6235,102C,1846,18:37:00,G
K6237,102C,1846,18:43:00,G
K6241,102C,1846,18:52:00,G
K6409,102C,1846,18:59:20,D
K6243,102C,1846,18:57:00,G
K6247,102C,1846,19:08:00,G
K6411,102C,1846,19:15:20,D
K6249,102C,1846,19:13:00,G
K6413,102C,1846,19:30:20,D
K6253,102C,1846,19:28:00,G
K6257,102C,1846,19:39:00,G
K6261,102C,1846,19:49:00,G
K6415,102C,1846,20:00:20,D
K6265,102C,1846,19:58:00,G
K6271,102C,1846,20:14:00,G
K6275,1845,1846,20:24:00,G
K6417,102C,1846,20:30:50,D
K6277,102C,1846,20:28:00,G
K6283,102C,1846,20:44:00,G
K6287,102C,1846,20:54:00,G
K6291,102C,1846,21:04:00,G
K6295,102C,1846,21:15:00,G
K6297,102C,1846,21:21:00,G
K6301,102C,1846,21:33:00,G
K6305,102C,1846,21:43:00,G
K6309,102C,1846,21:53:00,G
K6313,102C,1846,22:03:00,G
K6317,102C,1846,22:13:00,G
K6323,102C,1846,22:27:00,G
K6329,102C,1846,22:43:00,G
K6333,102C,1846,22:59:00,G
K6335,102C,1846,23:07:00,G
K6339,102C,1846,23:23:00,G
K6343,102C,1846,23:39:00,G
K6347,102C,1846,23:55:00,G
K6351,102C,1846,24:11:00,G
