TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
GW02,4312,4319,05:45:14,05:45:44,G
GW01,4307,4319,05:57:29,05:57:59,G
GW03,4307,4319,06:10:29,06:10:59,G
GW04,4307,4319,06:21:30,06:22:00,G
GW05,4307,4319,06:32:35,06:33:05,G
GW06,4307,4319,06:43:29,06:43:59,G
GW07,4307,4319,06:54:29,06:54:59,G
GW08,4307,4319,07:05:30,07:06:00,G
GW09,4307,4319,07:15:11,07:15:41,G
GW10,4307,4319,07:26:37,07:27:07,G
GW11,4307,4319,07:36:34,07:37:04,G
GW12,4307,4319,07:44:34,07:45:04,G
GW13,4307,4319,07:52:34,07:53:04,G
GW14,4307,4319,08:00:44,08:01:14,G
GW15,4307,4319,08:08:47,08:09:17,G
GW16,4307,4319,08:16:34,08:17:04,G
GW17,4307,4319,08:24:24,08:24:54,G
GW18,4307,4319,08:32:54,08:33:24,G
GW19,4307,4319,08:40:51,08:41:21,G
GW20,4307,4319,08:48:42,08:49:12,G
GW21,4307,4319,08:56:37,08:57:07,G
GW22,4307,4319,09:04:34,09:05:04,G
GW23,4307,4319,09:12:34,09:13:04,G
GW24,4307,4319,09:20:34,09:21:04,G
GW25,4307,4319,09:28:44,09:29:14,G
GW26,4307,4319,09:36:47,09:37:17,G
GW27,4307,4319,09:44:34,09:45:04,G
GW28,4307,4319,09:52:24,09:52:54,G
GW29,4307,4319,10:00:54,10:01:24,G
GW30,4307,4319,10:08:51,10:09:21,G
GW31,4307,4319,10:16:42,10:17:12,G
GW32,4307,4319,10:24:37,10:25:07,G
GW33,4307,4319,10:32:34,10:33:04,G
GW34,4307,4319,10:40:34,10:41:04,G
GW35,4307,4319,10:48:34,10:49:04,G
GW36,4307,4319,10:56:44,10:57:14,G
GW37,4307,4319,11:04:47,11:05:17,G
GW38,4307,4319,11:12:34,11:13:04,G
GW39,4307,4319,11:20:34,11:21:04,G
GW40,4307,4319,11:28:54,11:29:24,G
GW41,4307,4319,11:36:51,11:37:21,G
GW42,4307,4319,11:44:42,11:45:12,G
GW43,4307,4319,11:52:37,11:53:07,G
GW44,4307,4319,12:00:34,12:01:04,G
GW45,4307,4319,12:08:34,12:09:04,G
GW46,4307,4319,12:16:34,12:17:04,G
GW47,4307,4319,12:24:44,12:25:14,G
GW48,4307,4319,12:32:47,12:33:17,G
GW49,4307,4319,12:40:34,12:41:04,G
GW50,4307,4319,12:48:34,12:49:04,G
GW51,4307,4319,12:56:54,12:57:24,G
GW52,4307,4319,13:04:51,13:05:21,G
GW53,4307,4319,13:12:42,13:13:12,G
GW54,4307,4319,13:20:37,13:21:07,G
GW55,4307,4319,13:28:34,13:29:04,G
GW56,4307,4319,13:36:34,13:37:04,G
GW57,4307,4319,13:44:34,13:45:04,G
GW58,4307,4319,13:52:34,13:53:04,G
GW59,4307,4319,14:00:47,14:01:17,G
GW60,4307,4319,14:08:34,14:09:04,G
GW61,4307,4319,14:16:34,14:17:04,G
GW62,4307,4319,14:24:54,14:25:24,G
GW63,4307,4319,14:32:51,14:33:21,G
GW64,4307,4319,14:40:42,14:41:12,G
GW65,4307,4319,14:48:37,14:49:07,G
GW66,4307,4319,14:56:34,14:57:04,G
GW67,4307,4319,15:04:34,15:05:04,G
GW68,4307,4319,15:12:34,15:13:04,G
GW69,4307,4319,15:20:34,15:21:04,G
GW70,4307,4319,15:28:47,15:29:17,G
GW71,4307,4319,15:36:34,15:37:04,G
GW72,4307,4319,15:44:34,15:45:04,G
GW73,4307,4319,15:52:54,15:53:24,G
GW74,4307,4319,16:00:51,16:01:21,G
GW75,4307,4319,16:08:42,16:09:12,G
GW76,4307,4319,16:16:37,16:17:07,G
GW77,4307,4319,16:24:34,16:25:04,G
GW78,4307,4319,16:32:34,16:33:04,G
GW79,4307,4319,16:40:34,16:41:04,G
GW80,4307,4319,16:48:34,16:49:04,G
GW81,4307,4319,16:56:47,16:57:17,G
GW82,4307,4319,17:04:34,17:05:04,G
GW83,4307,4319,17:12:34,17:13:04,G
GW84,4307,4319,17:20:54,17:21:24,G
GW85,4307,4319,17:28:51,17:29:21,G
GW86,4307,4319,17:36:42,17:37:12,G
GW87,4307,4319,17:44:37,17:45:07,G
GW88,4307,4319,17:52:34,17:53:04,G
GW89,4307,4319,18:00:34,18:01:04,G
GW90,4307,4319,18:08:34,18:09:04,G
GW91,4307,4319,18:16:34,18:17:04,G
GW92,4307,4319,18:24:47,18:25:17,G
GW93,4307,4319,18:32:34,18:33:04,G
GW94,4307,4319,18:40:34,18:41:04,G
GW95,4307,4319,18:48:54,18:49:24,G
GW96,4307,4319,18:56:51,18:57:21,G
GW97,4307,4319,19:04:42,19:05:12,G
GW98,4307,4319,19:12:37,19:13:07,G
GW99,4307,4319,19:20:34,19:21:04,G
GW100,4307,4319,19:28:34,19:29:04,G
GW101,4307,4319,19:36:34,19:37:04,G
GW102,4307,4319,19:44:34,19:45:04,G
GW103,4307,4319,19:52:34,19:53:04,G
GW104,4307,4319,20:00:34,20:01:04,G
GW105,4307,4319,20:08:34,20:09:04,G
GW106,4307,4319,20:16:54,20:17:24,G
GW107,4307,4319,20:24:51,20:25:21,G
GW108,4307,4319,20:32:42,20:33:12,G
GW109,4307,4319,20:40:37,20:41:07,G
GW110,4307,4319,20:48:34,20:49:04,G
GW111,4307,4319,20:56:34,20:57:04,G
GW112,4307,4319,21:04:34,21:05:04,G
GW113,4307,4319,21:12:34,21:13:04,G
GW114,4307,4319,21:20:34,21:21:04,G
GW115,4307,4319,21:28:34,21:29:04,G
GW116,4307,4319,21:36:34,21:37:04,G
GW117,4307,4319,21:44:54,21:45:24,G
GW118,4307,4319,21:52:22,21:52:52,G
GW119,4307,4319,22:00:13,22:00:43,G
GW120,4307,4319,22:08:08,22:08:38,G
GW121,4307,4319,22:16:05,22:16:35,G
GW122,4307,4319,22:24:05,22:24:35,G
GW123,4307,4319,22:32:05,22:32:35,G
GW124,4307,4319,22:40:05,22:40:35,G
GW125,4307,4319,22:48:05,22:48:35,G
GW126,4307,4319,22:56:05,22:56:35,G
GW127,4307,4319,23:04:05,23:04:35,G
GW128,4307,4319,23:12:25,23:12:55,G
GW129,4307,4319,23:21:34,23:22:04,G
GW130,4307,4319,23:31:13,23:31:43,G
GW132,4307,4319,23:45:05,23:45:35,G
GW134,4307,4319,23:59:05,23:59:35,G
