TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K6002,1862,102C,05:35:20,05:35:40,G
K6004,1862,102C,05:46:20,05:46:40,G
K6006,1862,102C,05:58:20,05:58:40,G
K6008,1846,102C,06:07:30,06:07:50,G
K6010,1862,102C,06:15:20,06:15:40,G
K6012,1862,102C,06:22:20,06:22:40,G
K6014,1846,102C,06:29:30,06:29:50,G
K6016,1862,102C,06:37:20,06:37:40,G
K6018,1862,102C,06:43:20,06:43:40,G
K6020,1846,102C,06:49:30,06:49:50,G
K6022,1862,102C,06:56:20,06:56:40,G
K6024,1846,102C,07:03:30,07:03:50,G
K6026,1862,102C,07:09:20,07:09:40,G
K6028,1846,102C,07:14:30,07:14:50,G
K6030,1862,1845,07:19:20,07:19:40,G
K6032,1846,102C,07:24:30,07:24:50,G
K6034,1862,102C,07:29:20,07:29:40,G
K6036,1846,102C,07:35:30,07:35:50,G
K6410,1846,102C,07:41:20,07:41:40,D
K6040,1862,102C,07:45:20,07:45:40,G
K6038,1846,102C,07:49:10,07:49:30,G
K6042,1862,102C,07:53:20,07:53:40,G
K6044,1846,102C,07:57:30,07:57:50,G
K6046,1862,102C,08:01:20,08:01:40,G
K6048,1846,102C,08:04:30,08:04:50,G
K6412,1846,102C,08:08:20,08:08:40,D
K6050,1846,102C,08:13:20,08:13:40,G
K6414,1846,102C,08:17:30,08:18:00,D
K6054,1862,102C,08:20:30,08:21:00,G
K6056,1846,102C,08:23:30,08:24:00,G
K6058,1862,102C,08:27:15,08:27:45,G
K6060,1846,102C,08:30:50,08:31:10,G
K6416,1846,102C,08:35:00,08:35:30,D
K6062,1846,102C,08:40:10,08:40:30,G
K6066,1862,102C,08:44:20,08:44:40,G
K6068,1846,102C,08:47:30,08:47:50,G
K6070,1846,102C,08:51:30,08:51:50,G
K6072,1846,102C,08:56:30,08:56:50,G
K6418,1846,102C,09:01:20,09:01:40,D
K6074,1846,1845,09:07:00,09:07:20,G
K6078,1846,102C,09:12:30,09:12:50,G
K6080,1846,102C,09:18:30,09:18:50,G
K6082,1846,102C,09:24:30,09:24:50,G
K6084,1846,102C,09:31:30,09:31:50,G
K6086,1846,102C,09:38:30,09:38:50,G
K6088,1846,102C,09:45:30,09:45:50,G
K6090,1846,102C,09:52:30,09:52:50,G
K6092,1846,102C,09:59:30,09:59:50,G
K6094,1846,102C,10:07:30,10:07:50,G
K6096,1846,1845,10:15:30,10:15:50,G
K6098,1846,102C,10:21:30,10:21:50,G
K6102,1846,102C,10:33:30,10:33:50,G
K6104,1846,102C,10:41:30,10:41:50,G
K6106,1846,102C,10:50:30,10:50:50,G
K6108,1846,102C,10:58:30,10:58:50,G
K6110,1862,102C,11:07:20,11:07:40,G
K6112,1846,102C,11:13:30,11:13:50,G
K6114,1862,1845,11:21:20,11:21:40,G
K6116,1846,102C,11:28:30,11:28:50,G
K6118,1846,102C,11:36:30,11:36:50,G
K6120,1846,102C,11:45:30,11:45:50,G
K6122,1862,102C,11:54:20,11:54:40,G
K6124,1846,102C,12:01:30,12:01:50,G
K6126,1862,102C,12:08:20,12:08:40,G
K6128,1846,1845,12:14:30,12:14:50,G
K6130,1862,102C,12:25:20,12:25:40,G
K6132,1846,102C,12:33:30,12:33:50,G
K6134,1862,102C,12:42:20,12:42:40,G
K6136,1846,102C,12:49:30,12:49:50,G
K6138,1862,102C,12:58:20,12:58:40,G
K6140,1846,102C,13:05:30,13:05:50,G
K6142,1862,102C,13:14:20,13:14:40,G
K6144,1846,102C,13:21:30,13:21:50,G
K6146,1862,102C,13:30:20,13:30:40,G
K6148,1846,102C,13:38:30,13:38:50,G
K6150,1862,102C,13:47:20,13:47:40,G
K6152,1846,102C,13:54:30,13:54:50,G
K6154,1862,1845,14:02:20,14:02:40,G
K6156,1846,102C,14:09:30,14:09:50,G
K6158,1862,102C,14:18:20,14:18:40,G
K6160,1846,102C,14:25:30,14:25:50,G
K6162,1862,102C,14:34:20,14:34:40,G
K6164,1846,102C,14:41:30,14:41:50,G
K6166,1862,102C,14:50:20,14:50:40,G
K6168,1846,102C,14:57:30,14:57:50,G
K6170,1862,1845,15:06:20,15:06:40,G
K6172,1846,102C,15:13:30,15:13:50,G
K6174,1862,102C,15:22:20,15:22:40,G
K6176,1846,102C,15:29:30,15:29:50,G
K6178,1862,102C,15:38:20,15:38:40,G
K6180,1846,102C,15:45:30,15:45:50,G
K6182,1862,102C,15:54:20,15:54:40,G
K6184,1846,102C,16:01:30,16:01:50,G
K6186,1862,1845,16:09:20,16:09:40,G
K6188,1846,102C,16:17:30,16:17:50,G
K6190,1862,102C,16:25:20,16:25:40,G
K6192,1846,102C,16:33:30,16:33:50,G
K6194,1862,102C,16:42:20,16:42:40,G
K6196,1846,102C,16:49:30,16:49:50,G
K6198,1862,102C,16:55:20,16:55:40,G
K6200,1862,102C,17:00:20,17:00:40,G
K6202,1846,102C,17:05:30,17:05:50,G
K6204,1862,102C,17:11:20,17:11:40,G
K6206,1862,102C,17:16:20,17:16:40,G
K6208,1846,102C,17:22:30,17:22:50,G
K6210,1862,102C,17:29:20,17:29:40,G
K6212,1846,102C,17:33:30,17:33:50,G
K6214,1862,102C,17:38:20,17:38:40,G
K6392,1862,102C,17:43:20,17:43:40,G
K6216,1846,102C,17:48:30,17:48:50,G
K6218,1862,102C,17:53:20,17:53:40,G
K6220,1846,102C,17:58:30,17:58:50,G
K6222,1862,102C,18:04:20,18:04:40,G
K6224,1862,102C,18:09:20,18:09:40,G
K6226,1846,102C,18:14:30,18:14:50,G
K6228,1862,102C,18:19:20,18:19:40,G
K6230,1862,102C,18:24:20,18:24:40,G
K6232,1846,102C,18:28:30,18:28:50,G
K6234,1862,1845,18:32:20,18:32:40,G
K6236,1862,102C,18:37:20,18:37:40,G
K6238,1846,102C,18:42:30,18:42:50,G
K6240,1862,102C,18:47:20,18:47:40,G
K6242,1862,102C,18:52:20,18:52:40,G
K6244,1846,102C,18:57:30,18:57:50,G
K6246,1862,102C,19:02:20,19:02:40,G
K6248,1862,102C,19:07:20,19:07:40,G
K6250,1846,102C,19:11:30,19:11:50,G
K6252,1862,102C,19:17:20,19:17:40,G
K6254,1846,102C,19:21:30,19:21:50,G
K6256,1846,102C,19:28:30,19:28:50,G
K6258,1862,102C,19:34:20,19:34:40,G
K6260,1846,102C,19:38:30,19:38:50,G
K6262,1862,102C,19:43:20,19:43:40,G
K6424,1846,102C,19:48:20,19:48:40,D
K6264,1846,102C,19:54:00,19:54:20,G
K6268,1846,102C,19:59:30,19:59:50,G
K6270,1862,102C,20:06:20,20:06:40,G
K6272,1846,102C,20:10:30,20:10:50,G
K6274,1846,102C,20:15:30,20:15:50,G
K6276,1862,102C,20:20:20,20:20:40,G
K6278,1846,102C,20:24:30,20:24:50,G
K6428,1846,102C,20:28:50,20:29:10,D
K6280,1846,102C,20:35:10,20:35:30,G
K6284,1846,102C,20:41:30,20:41:50,G
K6286,1862,102C,20:46:20,20:46:40,G
K6288,1846,102C,20:50:30,20:50:50,G
K6290,1846,102C,20:58:30,20:58:50,G
K6292,1862,102C,21:03:20,21:03:40,G
K6294,1846,102C,21:07:30,21:07:50,G
K6296,1846,102C,21:14:30,21:14:50,G
K6298,1846,102C,21:22:30,21:22:50,G
K6300,1846,102C,21:30:30,21:30:50,G
K6302,1846,102C,21:38:30,21:38:50,G
K6304,1846,102C,21:45:30,21:45:50,G
K6306,1846,102C,21:54:30,21:54:50,G
K6308,1846,102C,22:02:30,22:02:50,G
K6310,1846,102C,22:11:30,22:11:50,G
K6312,1846,102C,22:19:30,22:19:50,G
K6314,1846,102C,22:26:30,22:26:50,G
K6316,1862,102C,22:33:20,22:33:40,G
K6318,1846,102C,22:38:30,22:38:50,G
K6320,1846,102C,22:47:30,22:47:50,G
K6322,1846,102C,22:55:30,22:55:50,G
K6324,1846,102C,23:04:30,23:04:50,G
K6326,1846,102C,23:15:30,23:15:50,G
K6328,1846,102C,23:27:30,23:27:50,G
K6330,1846,102C,23:39:30,23:39:50,G
K6332,1846,102C,23:50:30,23:50:50,G
K6334,1846,102C,24:04:30,24:04:50,G
