TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
8006,2827,2811,05:45:30,G
8008,2827,2811,05:55:40,G
8010,2827,2811,06:05:40,G
8012,2827,2811,06:15:40,G
8014,2827,2811,06:24:40,G
8016,2827,2811,06:32:40,G
8018,2827,2811,06:39:40,G
8020,2827,2811,06:45:40,G
8022,2827,2811,06:51:40,G
8024,2827,2811,06:57:40,G
8026,2827,2811,07:03:40,G
8028,2827,2811,07:09:40,G
8030,2827,2811,07:14:40,G
8032,2827,2811,07:20:00,G
8034,2827,2811,07:25:00,G
8036,2827,2811,07:30:00,G
8038,2827,2811,07:35:00,G
8040,2827,2811,07:40:00,G
8042,2827,2811,07:45:00,G
8044,2827,2811,07:49:40,G
8046,2827,2811,07:54:10,G
8048,2827,2811,07:58:40,G
8050,2827,2811,08:03:10,G
8052,2827,2811,08:07:40,G
8054,2827,2811,08:12:10,G
8056,2827,2811,08:16:40,G
8058,2827,2811,08:21:40,G
8060,2827,2811,08:26:40,G
8062,2827,2811,08:31:40,G
8064,2827,2811,08:37:40,G
8066,2827,2811,08:43:40,G
8068,2827,2811,08:50:40,G
8070,2827,2811,08:57:40,G
8072,2827,2811,09:04:40,G
8074,2827,2811,09:11:40,G
8076,2827,2811,09:18:40,G
8078,2827,2811,09:25:40,G
8080,2827,2811,09:32:40,G
8082,2827,2811,09:40:40,G
8084,2827,2811,09:48:40,G
8086,2827,2811,09:56:40,G
8088,2827,2811,10:04:40,G
8090,2827,2811,10:12:40,G
8092,2827,2811,10:20:40,G
8094,2827,2811,10:28:40,G
8096,2827,2811,10:36:40,G
8098,2827,2811,10:44:40,G
8100,2827,2811,10:52:40,G
8102,2827,2811,11:00:40,G
8104,2827,2811,11:08:40,G
8106,2827,2811,11:16:40,G
8108,2827,2811,11:24:40,G
8110,2827,2811,11:32:40,G
8112,2827,2811,11:40:40,G
8114,2827,2811,11:48:40,G
8116,2827,2811,11:56:40,G
8118,2827,2811,12:04:40,G
8120,2827,2811,12:12:40,G
8122,2827,2811,12:20:40,G
8124,2827,2811,12:28:40,G
8126,2827,2811,12:36:40,G
8128,2827,2811,12:44:40,G
8130,2827,2811,12:52:40,G
8132,2827,2811,13:00:40,G
8134,2827,2811,13:08:40,G
8136,2827,2811,13:16:40,G
8138,2827,2811,13:24:40,G
8140,2827,2811,13:32:40,G
8142,2827,2811,13:40:40,G
8144,2827,2811,13:48:40,G
8146,2827,2811,13:56:40,G
8148,2827,2811,14:04:40,G
8150,2827,2811,14:12:40,G
8152,2827,2811,14:20:40,G
8154,2827,2811,14:28:40,G
8156,2827,2811,14:36:40,G
8158,2827,2811,14:44:40,G
8160,2827,2811,14:52:40,G
8162,2827,2811,15:00:40,G
8164,2827,2811,15:08:40,G
8166,2827,2811,15:16:40,G
8168,2827,2811,15:24:40,G
8170,2827,2811,15:32:40,G
8172,2827,2811,15:40:40,G
8174,2827,2811,15:48:40,G
8176,2827,2811,15:56:40,G
8178,2827,2811,16:04:40,G
8180,2827,2811,16:12:40,G
8182,2827,2811,16:20:40,G
8184,2827,2811,16:28:40,G
8186,2827,2811,16:36:40,G
8188,2827,2811,16:44:40,G
8190,2827,2811,16:52:40,G
8192,2827,2811,17:00:40,G
8194,2827,2811,17:08:40,G
8196,2827,2811,17:16:40,G
8198,2827,2811,17:24:40,G
8200,2827,2811,17:32:40,G
8202,2827,2811,17:39:40,G
8204,2827,2811,17:45:40,G
8206,2827,2811,17:51:40,G
8208,2827,2811,17:57:40,G
8210,2827,2811,18:03:40,G
8212,2827,2811,18:09:40,G
8214,2827,2811,18:15:40,G
8216,2827,2811,18:21:40,G
8218,2827,2811,18:27:40,G
8220,2827,2811,18:33:40,G
8222,2827,2811,18:39:40,G
8224,2827,2811,18:45:40,G
8226,2827,2811,18:51:40,G
8228,2827,2811,18:57:40,G
8230,2827,2811,19:03:40,G
8232,2827,2811,19:09:40,G
8234,2827,2811,19:15:40,G
8236,2827,2811,19:21:40,G
8238,2827,2811,19:28:40,G
8240,2827,2811,19:34:40,G
8242,2827,2811,19:41:40,G
8244,2827,2811,19:48:40,G
8246,2827,2811,19:55:40,G
8248,2827,2811,20:03:40,G
8250,2827,2811,20:11:40,G
8252,2827,2811,20:19:40,G
8254,2827,2811,20:27:40,G
8256,2827,2811,20:35:40,G
8258,2827,2811,20:43:40,G
8260,2827,2811,20:51:40,G
8262,2827,2811,20:59:40,G
8264,2827,2811,21:07:40,G
8266,2827,2811,21:15:40,G
8268,2827,2811,21:23:40,G
8270,2827,2811,21:32:40,G
8272,2827,2811,21:41:40,G
8274,2827,2811,21:50:40,G
8276,2827,2811,21:59:40,G
8278,2827,2811,22:07:40,G
8280,2827,2811,22:15:40,G
8282,2827,2811,22:24:40,G
8284,2827,2811,22:34:40,G
8286,2827,2811,22:44:40,G
8288,2827,2811,22:55:40,G
8290,2827,2811,23:05:40,G
8292,2827,2811,23:16:40,G
8294,2827,2811,23:27:40,G
8296,2827,2811,23:39:40,G
8298,2827,2811,23:52:40,G
8300,2827,2811,24:07:40,G
8302,2827,2811,24:25:40,G
8304,2827,2811,24:44:40,G
8306,2827,2815,24:51:40,G
