TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K5303,1284,100C,18:38:00,00:00:00,G
K5301,1284,100C,08:03:00,00:00:00,G
K5003,100C,1219,00:00:00,05:00:00,G
K5005,100C,1219,00:00:00,05:29:00,G
K5007,100C,1219,00:00:00,05:47:00,G
K5009,1284,1220,06:06:30,06:07:00,G
K5011,1271,1219,06:19:30,06:20:00,G
K5013,1284,1210,06:32:00,06:32:30,G
K5015,1284,1219,06:43:30,06:44:00,G
K5017,1284,1219,07:01:30,07:02:00,G
K5019,1284,1219,07:09:00,07:09:30,G
K5701,1284,1210,07:18:30,07:19:00,D
K5021,1284,1219,07:29:00,07:29:30,G
K5023,1284,1210,07:39:10,07:39:40,G
K5703,1284,1208,07:44:00,07:44:30,D
K5025,1284,1219,07:56:00,07:56:30,G
K5705,1284,1208,08:08:30,08:09:00,D
K5027,1284,1219,08:19:00,08:19:30,G
K5029,1275,1219,08:24:30,08:25:00,G
K5031,1284,1220,08:36:30,08:37:00,G
K5033,1284,1208,08:43:00,08:43:30,G
K5231,1284,1014,08:56:00,08:56:30,G
K5035,1267,1219,09:02:00,09:02:30,G
K5037,1284,1208,09:13:00,09:13:30,G
K5039,1284,1219,09:23:00,09:23:30,G
K5041,1267,1208,09:36:30,09:37:00,G
K5043,1284,1219,09:44:00,09:44:30,G
K5045,1284,1219,10:01:00,10:01:30,G
K5047,1284,1208,10:14:30,10:15:00,G
K5049,1275,1219,10:24:00,10:24:30,G
K5051,1284,1208,10:39:00,10:39:30,G
K5053,1284,1219,10:50:30,10:51:00,G
K5055,1284,1208,11:09:00,11:09:30,G
K5057,100C,1219,00:00:00,11:18:00,G
K5059,1284,1208,11:31:00,11:31:30,G
K5061,1284,1219,11:48:00,11:48:30,G
K5063,1284,1208,12:09:00,12:09:30,G
K5065,1284,1219,12:27:00,12:27:30,G
K5067,1284,1208,12:43:00,12:43:30,G
K5069,1284,1219,13:01:00,13:01:30,G
K5071,1284,1208,13:16:40,13:17:10,G
K5073,1284,1219,13:32:30,13:33:00,G
K5075,1284,1208,13:44:30,13:45:00,G
K5077,1284,1219,14:09:00,14:09:30,G
K5079,1275,1208,14:17:00,14:17:30,G
K5081,1284,1219,14:29:30,14:30:00,G
K5083,1284,1208,14:39:00,14:39:30,G
K5085,1284,1220,14:53:40,14:54:10,G
K5087,1284,1208,15:16:30,15:17:00,G
K5089,1275,1208,15:27:00,15:27:30,G
K5091,1284,1219,15:35:00,15:35:30,G
K5093,1284,1208,15:48:00,15:48:30,G
K5095,1284,1219,16:08:00,16:08:30,G
K5097,1284,1210,16:20:00,16:20:30,G
K5099,1284,1219,16:33:30,16:34:00,G
K5101,1284,1208,16:48:00,16:48:30,G
K5103,1284,1219,17:08:30,17:09:00,G
K5105,1284,1208,17:16:00,17:16:30,G
K5107,1284,1219,17:29:00,17:29:30,G
K5109,1284,1208,17:42:30,17:43:00,G
K5111,1284,1220,17:50:00,17:50:30,G
K5113,100C,1208,00:00:00,18:02:00,G
K5115,1284,1210,18:09:30,18:10:00,G
K5117,1267,1219,18:23:30,18:24:00,G
K5119,1284,1208,18:31:00,18:31:30,G
K5707,1284,1219,18:46:30,18:47:00,D
K5123,1284,1208,19:00:00,19:00:30,G
K5125,1284,1208,19:10:30,19:11:00,G
K5127,1284,1219,19:20:30,19:21:00,G
K5851,1284,1219,19:28:00,19:28:30,D
K5129,1284,1219,19:34:00,19:34:30,G
K5133,1284,1208,19:41:00,19:41:30,G
K5135,1284,1219,20:01:00,20:01:30,G
K5137,100C,1208,00:00:00,20:12:00,G
K5139,1284,1219,20:19:30,20:20:00,G
K5141,1284,1219,20:37:00,20:37:30,G
K5143,1275,1208,20:50:00,20:50:30,G
K5145,1284,1219,21:10:30,21:11:00,G
K5147,1284,1219,21:31:00,21:31:30,G
K5149,1284,1208,21:42:00,21:42:30,G
K5853,1284,1219,21:57:00,21:57:30,D
K5151,1284,1219,22:09:00,22:09:30,G
K5153,1284,1208,22:17:00,22:17:30,G
K5155,1275,1219,22:27:00,22:27:30,G
K5157,1284,1208,22:33:00,22:33:30,G
K5159,1275,1219,22:51:30,22:52:00,G
K5161,1284,1208,23:03:00,23:03:30,G
K5163,1284,1219,23:17:00,23:17:30,G
K5165,1275,1014,23:27:00,23:27:30,G
K5167,1284,1208,23:50:00,23:50:30,G
K5171,1284,1014,24:15:00,24:15:30,G
