TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
5501,2549,2561,05:39:30,05:40:00,G
5503,2549,2561,05:57:50,05:58:20,G
5505,2549,2561,06:06:20,06:06:50,G
5507,2549,2561,06:15:20,06:15:50,G
5509,2531,2561,06:24:50,06:25:20,G
5511,2549,2561,06:33:20,06:33:50,G
5513,2549,2561,06:41:20,06:41:50,G
5515,2518,2561,06:46:30,06:47:00,G
5517,2549,2561,06:54:20,06:54:50,G
5519,2511,2561,06:59:40,07:00:10,G
5521,2549,2561,07:06:20,07:06:50,G
5523,2511,2561,07:11:40,07:12:10,G
5525,2549,2561,07:18:20,07:18:50,G
5527,2511,2561,07:23:40,07:24:10,G
5529,2549,2561,07:30:20,07:30:50,G
5531,2511,2561,07:35:40,07:36:10,G
5533,2549,2561,07:42:20,07:42:50,G
5535,2511,2561,07:46:40,07:47:10,G
5537,2549,2561,07:52:20,07:52:50,G
5539,2511,2561,07:56:40,07:57:10,G
5541,2549,2561,08:02:20,08:02:50,G
5543,2511,2561,08:06:40,08:07:10,G
5545,2511,2561,08:16:40,08:17:10,G
5547,2511,2561,08:24:40,08:25:10,G
5549,2511,2561,08:32:40,08:33:10,G
5551,2511,2561,08:39:40,08:40:10,G
5553,2511,2561,08:45:40,08:46:10,G
5555,2511,2561,08:51:40,08:52:10,G
5557,2511,2561,08:57:40,08:58:10,G
5559,2511,2561,09:04:10,09:04:40,G
5561,2511,2561,09:09:10,09:09:40,G
5563,2511,2561,09:14:10,09:14:40,G
5565,2511,2561,09:19:10,09:19:40,G
5567,2511,2561,09:24:10,09:24:40,G
5569,2511,2561,09:29:10,09:29:40,G
5571,2511,2561,09:34:40,09:35:10,G
5573,2511,2561,09:40:40,09:41:10,G
5575,2511,2561,09:46:40,09:47:10,G
5577,2511,2561,09:52:40,09:53:10,G
5579,2511,2561,10:00:40,10:01:10,G
5581,2511,2561,10:10:40,10:11:10,G
5583,2511,2561,10:20:40,10:21:10,G
5585,2511,2561,10:30:40,10:31:10,G
5587,2511,2561,10:41:40,10:42:10,G
5589,2511,2561,10:53:40,10:54:10,G
5591,2511,2561,11:05:40,11:06:10,G
5593,2511,2561,11:17:40,11:18:10,G
5595,2511,2561,11:29:40,11:30:10,G
5597,2511,2561,11:41:40,11:42:10,G
5599,2511,2561,11:53:40,11:54:10,G
5601,2511,2561,12:05:40,12:06:10,G
5603,2511,2561,12:17:40,12:18:10,G
5605,2511,2561,12:29:40,12:30:10,G
5607,2511,2561,12:41:40,12:42:10,G
5609,2511,2561,12:53:40,12:54:10,G
5611,2511,2561,13:05:40,13:06:10,G
5613,2511,2561,13:17:40,13:18:10,G
5615,2511,2561,13:29:40,13:30:10,G
5617,2511,2561,13:41:40,13:42:10,G
5619,2511,2561,13:53:40,13:54:10,G
5621,2511,2561,14:05:40,14:06:10,G
5623,2511,2561,14:17:40,14:18:10,G
5625,2511,2561,14:29:40,14:30:10,G
5627,2511,2561,14:41:40,14:42:10,G
5629,2511,2561,14:53:40,14:54:10,G
5631,2511,2561,15:05:40,15:06:10,G
5633,2511,2561,15:17:40,15:18:10,G
5635,2511,2561,15:29:40,15:30:10,G
5637,2511,2561,15:41:40,15:42:10,G
5639,2511,2561,15:53:40,15:54:10,G
5641,2511,2561,16:05:40,16:06:10,G
5643,2511,2561,16:17:40,16:18:10,G
5645,2511,2561,16:29:40,16:30:10,G
5647,2511,2561,16:41:40,16:42:10,G
5649,2511,2561,16:53:40,16:54:10,G
5651,2511,2561,17:05:40,17:06:10,G
5653,2549,2561,17:12:20,17:12:50,G
5655,2511,2561,17:17:40,17:18:10,G
5657,2511,2561,17:29:40,17:30:10,G
5659,2549,2561,17:36:20,17:36:50,G
5661,2511,2561,17:41:40,17:42:10,G
5663,2549,2561,17:48:20,17:48:50,G
5665,2511,2561,17:53:40,17:54:10,G
5667,2549,2561,18:00:20,18:00:50,G
5669,2511,2561,18:05:40,18:06:10,G
5671,2511,2561,18:17:40,18:18:10,G
5673,2549,2561,18:24:20,18:24:50,G
5675,2511,2561,18:28:40,18:29:10,G
5677,2511,2561,18:38:40,18:39:10,G
5679,2511,2561,18:46:10,18:46:40,G
5681,2511,2561,18:53:10,18:53:40,G
5683,2511,2561,19:00:10,19:00:40,G
5685,2511,2561,19:07:10,19:07:40,G
5687,2511,2561,19:14:10,19:14:40,G
5689,2511,2561,19:21:10,19:21:40,G
5691,2511,2561,19:28:10,19:28:40,G
5693,2511,2561,19:35:10,19:35:40,G
5695,2511,2561,19:42:10,19:42:40,G
5697,2511,2561,19:49:10,19:49:40,G
5699,2511,2561,19:56:40,19:57:10,G
5701,2511,2561,20:04:40,20:05:10,G
5703,2511,2561,20:14:40,20:15:10,G
5705,2511,2561,20:24:40,20:25:10,G
5707,2511,2561,20:35:40,20:36:10,G
5709,2511,2561,20:47:40,20:48:10,G
5711,2511,2561,20:59:40,21:00:10,G
5713,2511,2561,21:11:40,21:12:10,G
5715,2511,2561,21:23:40,21:24:10,G
5717,2511,2561,21:35:40,21:36:10,G
5719,2511,2561,21:47:40,21:48:10,G
5721,2511,2561,21:59:40,22:00:10,G
5723,2511,2561,22:11:40,22:12:10,G
5725,2511,2561,22:23:40,22:24:10,G
5727,2511,2561,22:36:40,22:37:10,G
5729,2511,2561,22:50:40,22:51:10,G
5731,2511,2561,23:04:40,23:05:10,G
5733,2511,2561,23:18:40,23:19:10,G
5735,2511,2561,23:32:40,23:33:10,G
5737,2511,2561,23:46:40,23:47:10,G
5739,2511,2561,24:02:40,24:03:10,G
5741,2511,2561,24:19:40,24:20:10,G
5743,2511,2561,24:43:00,24:43:40,G
