TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K6015,102C,1846,05:43:30,05:44:00,G
K6019,102C,1846,05:55:30,05:56:00,G
K6023,102C,1846,06:06:30,06:07:00,G
K6029,102C,1846,06:24:30,06:25:00,G
K6033,102C,1846,06:38:30,06:39:00,G
K6037,102C,1846,06:47:30,06:48:00,G
K6041,102C,1846,06:58:30,06:59:00,G
K6043,102C,1846,07:06:30,07:07:00,G
K6403,102C,1846,07:18:00,07:18:30,D
K6047,102C,1846,07:25:30,07:26:00,G
K6049,102C,1846,07:32:30,07:33:00,G
K6051,102C,1846,07:40:30,07:41:00,G
K6053,102C,1846,07:47:30,07:48:00,G
K6055,102C,1846,07:54:00,07:54:30,G
K6405,102C,1846,08:00:00,08:00:30,D
K6059,102C,1846,08:06:30,08:07:00,G
K6061,102C,1846,08:12:30,08:13:00,G
K6063,102C,1846,08:18:30,08:19:00,G
K6065,102C,1846,08:23:00,08:23:30,G
K6067,1845,1862,08:27:30,08:28:00,G
K6069,102C,1846,08:33:30,08:34:00,G
K6071,102C,1862,08:38:00,08:38:30,G
K6073,102C,1846,08:42:30,08:43:00,G
K6491,102C,1862,08:46:00,08:46:30,G
K6075,102C,1862,08:50:00,08:50:30,G
K6077,102C,1846,08:54:30,08:55:00,G
K6079,102C,1862,08:58:00,08:58:30,G
K6081,102C,1862,09:02:00,09:02:30,G
K6083,102C,1846,09:06:30,09:07:00,G
K6085,102C,1862,09:10:00,09:10:30,G
K6087,102C,1862,09:14:00,09:14:30,G
K6089,102C,1846,09:18:30,09:19:00,G
K6393,102C,1862,09:22:00,09:22:30,G
K6091,102C,1862,09:26:00,09:26:30,G
K6093,102C,1862,09:30:00,09:30:30,G
K6095,102C,1846,09:34:30,09:35:00,G
K6097,102C,1862,09:38:00,09:38:30,G
K6099,102C,1862,09:42:00,09:42:30,G
K6101,102C,1846,09:46:30,09:47:00,G
K6103,102C,1862,09:50:00,09:50:30,G
K6105,102C,1862,09:55:00,09:55:30,G
K6107,102C,1862,10:00:00,10:00:30,G
K6109,102C,1846,10:04:30,10:05:00,G
K6111,102C,1862,10:10:00,10:10:30,G
K6113,102C,1862,10:16:00,10:16:30,G
K6115,1845,1846,10:22:30,10:23:00,G
K6117,102C,1862,10:28:00,10:28:30,G
K6121,102C,1846,10:35:30,10:36:00,G
K6123,102C,1862,10:42:00,10:42:30,G
K6125,102C,1846,10:50:30,10:51:00,G
K6127,102C,1862,10:57:00,10:57:30,G
K6129,102C,1846,11:06:30,11:07:00,G
K6131,102C,1862,11:14:00,11:14:30,G
K6133,1845,1846,11:25:30,11:26:00,G
K6135,102C,1862,11:31:00,11:31:30,G
K6137,102C,1846,11:38:30,11:39:00,G
K6139,102C,1862,11:46:00,11:46:30,G
K6141,102C,1846,11:54:30,11:55:00,G
K6143,102C,1862,12:02:00,12:02:30,G
K6145,102C,1846,12:10:30,12:11:00,G
K6147,102C,1862,12:19:00,12:19:30,G
K6149,102C,1846,12:28:00,12:28:30,G
K6151,1845,1862,12:35:30,12:36:00,G
K6153,102C,1846,12:42:30,12:43:00,G
K6155,102C,1862,12:50:00,12:50:30,G
K6157,102C,1846,12:59:30,13:00:00,G
K6159,102C,1862,13:07:00,13:07:30,G
K6161,102C,1846,13:16:30,13:17:00,G
K6163,1845,1862,13:24:30,13:25:00,G
K6165,102C,1846,13:31:30,13:32:00,G
K6167,102C,1862,13:38:00,13:38:30,G
K6169,102C,1846,13:46:30,13:47:00,G
K6171,102C,1862,13:53:00,13:53:30,G
K6173,102C,1846,14:02:00,14:02:30,G
K6175,102C,1862,14:10:00,14:10:30,G
K6177,102C,1846,14:18:00,14:18:30,G
K6179,102C,1862,14:26:00,14:26:30,G
K6181,102C,1846,14:34:00,14:34:30,G
K6183,102C,1862,14:42:00,14:42:30,G
K6185,102C,1846,14:50:00,14:50:30,G
K6187,102C,1862,14:58:00,14:58:30,G
K6189,102C,1846,15:07:00,15:07:30,G
K6191,1845,1862,15:14:30,15:15:00,G
K6193,102C,1846,15:22:00,15:22:30,G
K6195,102C,1846,15:30:00,15:30:30,G
K6197,102C,1846,15:38:00,15:38:30,G
K6199,102C,1862,15:46:00,15:46:30,G
K6201,102C,1846,15:54:00,15:54:30,G
K6203,102C,1862,16:04:00,16:04:30,G
K6205,1845,1846,16:14:30,16:15:00,G
K6207,102C,1862,16:19:00,16:19:30,G
K6209,102C,1846,16:27:00,16:27:30,G
K6211,102C,1862,16:35:00,16:35:30,G
K6213,102C,1846,16:42:00,16:42:30,G
K6215,102C,1862,16:50:00,16:50:30,G
K6217,102C,1846,16:58:00,16:58:30,G
K6219,102C,1846,17:07:00,17:07:30,G
K6221,1845,1846,17:17:30,17:18:00,G
K6223,102C,1846,17:22:00,17:22:30,G
K6225,102C,1846,17:30:00,17:30:30,G
K6227,102C,1846,17:38:00,17:38:30,G
K6229,102C,1846,17:46:00,17:46:30,G
K6231,102C,1846,17:53:00,17:53:30,G
K6233,102C,1862,17:58:00,17:58:30,G
K6235,102C,1846,18:03:00,18:03:30,G
K6237,102C,1846,18:09:00,18:09:30,G
K6239,102C,1862,18:14:00,18:14:30,G
K6241,102C,1846,18:18:00,18:18:30,G
K6243,102C,1846,18:23:00,18:23:30,G
K6409,102C,1846,18:29:00,18:29:30,D
K6247,102C,1846,18:34:00,18:34:30,G
K6249,102C,1846,18:39:00,18:39:30,G
K6411,102C,1846,18:45:00,18:45:30,D
K6251,102C,1862,18:49:00,18:49:30,G
K6253,102C,1846,18:54:00,18:54:30,G
K6413,102C,1846,19:00:00,19:00:30,D
K6257,102C,1846,19:05:00,19:05:30,G
K6259,102C,1862,19:10:00,19:10:30,G
K6261,102C,1846,19:15:00,19:15:30,G
K6263,102C,1862,19:19:00,19:19:30,G
K6265,102C,1846,19:24:00,19:24:30,G
K6415,102C,1846,19:30:00,19:30:30,D
K6269,102C,1862,19:35:00,19:35:30,G
K6271,102C,1846,19:40:00,19:40:30,G
K6273,102C,1862,19:45:00,19:45:30,G
K6275,1845,1846,19:50:00,19:50:30,G
K6277,102C,1846,19:54:00,19:54:30,G
K6417,102C,1846,20:01:00,20:01:30,D
K6281,102C,1862,20:05:00,20:05:30,G
K6283,102C,1846,20:10:00,20:10:30,G
K6285,102C,1862,20:15:00,20:15:30,G
K6287,102C,1846,20:20:00,20:20:30,G
K6289,102C,1862,20:25:00,20:25:30,G
K6291,102C,1846,20:30:00,20:30:30,G
K6293,102C,1862,20:35:00,20:35:30,G
K6295,102C,1846,20:41:00,20:41:30,G
K6297,102C,1846,20:47:00,20:47:30,G
K6299,102C,1862,20:53:00,20:53:30,G
K6301,102C,1846,20:59:00,20:59:30,G
K6303,102C,1862,21:04:00,21:04:30,G
K6305,102C,1846,21:09:00,21:09:30,G
K6307,102C,1862,21:14:00,21:14:30,G
K6309,102C,1846,21:19:00,21:19:30,G
K6311,102C,1862,21:24:00,21:24:30,G
K6313,102C,1846,21:29:00,21:29:30,G
K6315,102C,1862,21:34:00,21:34:30,G
K6317,102C,1846,21:39:00,21:39:30,G
K6319,102C,1862,21:44:00,21:44:30,G
K6321,102C,1862,21:49:00,21:49:30,G
K6323,102C,1846,21:53:00,21:53:30,G
K6325,102C,1862,21:58:00,21:58:30,G
K6327,102C,1862,22:03:00,22:03:30,G
K6329,102C,1846,22:09:00,22:09:30,G
K6331,102C,1862,22:17:00,22:17:30,G
K6333,102C,1846,22:25:00,22:25:30,G
K6335,102C,1846,22:33:00,22:33:30,G
K6337,102C,1862,22:41:00,22:41:30,G
K6339,102C,1846,22:49:00,22:49:30,G
K6341,102C,1862,22:57:00,22:57:30,G
K6343,102C,1846,23:05:00,23:05:30,G
K6345,102C,1862,23:13:00,23:13:30,G
K6347,102C,1846,23:21:00,23:21:30,G
K6349,102C,1862,23:29:00,23:29:30,G
