TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K2,1806,1915,05:25:00,05:25:30,G
K4,1812,1915,05:34:30,05:35:00,G
K1002,1804,1003,05:35:00,05:35:30,D
K6,1812,1916,05:45:30,05:46:00,G
K1004,1811,1003,05:52:30,05:53:00,D
K8,1812,1915,05:57:30,05:58:00,G
K1006,1811,1003,06:09:30,06:10:00,D
K10,1812,1915,06:09:30,06:10:00,G
K12,1812,1916,06:21:30,06:22:00,G
K1008,1811,1003,06:24:30,06:25:00,D
K14,1812,1909,06:31:30,06:32:00,G
K16,1812,1915,06:41:30,06:42:00,G
K1010,1811,1003,06:41:30,06:42:00,D
K18,1812,1916,06:54:30,06:55:00,G
K1012,1811,1003,06:58:30,06:59:00,D
K20,1812,1909,07:04:30,07:05:00,G
K22,1812,1915,07:13:30,07:14:00,G
K1014,1811,1003,07:15:30,07:16:00,D
K24,1812,1909,07:22:30,07:23:00,G
K26,1812,1916,07:30:30,07:31:00,G
K1016,1811,1003,07:31:30,07:32:00,D
K28,1812,1909,07:39:30,07:40:00,G
K1018,1811,1003,07:47:30,07:48:00,D
K30,1812,1906,07:49:30,07:50:00,G
K32,1812,1916,07:58:30,07:59:00,G
K1020,1811,1003,08:05:30,08:06:00,D
K34,1812,1909,08:06:30,08:07:00,G
K36,1812,1916,08:15:30,08:16:00,G
K1022,1811,1003,08:22:30,08:23:00,D
K38,1812,1909,08:25:30,08:26:00,G
S40,1812,1906,08:33:30,08:34:00,G
K1024,1811,1003,08:40:30,08:41:00,D
K42,1812,1916,08:42:30,08:43:00,G
K44,1812,1909,08:50:30,08:51:00,G
K1026,1811,1003,08:57:30,08:58:00,D
K46,1812,1022,08:58:30,08:59:00,G
K48,1812,1019,09:06:30,09:07:00,G
K1028,1811,1003,09:13:30,09:14:00,D
K50,1812,1916,09:14:30,09:15:00,G
S52,1812,1909,09:23:30,09:24:00,G
K54,1812,1906,09:30:30,09:31:00,G
K1030,1811,1003,09:32:30,09:33:00,D
S56,1812,1909,09:38:30,09:39:00,G
K58,1812,1916,09:46:30,09:47:00,G
K60,1812,1022,09:54:30,09:55:00,G
K62,1812,1906,10:03:30,10:04:00,G
K1034,1811,1003,10:03:30,10:04:00,D
K64,1812,1022,10:13:30,10:14:00,G
K1036,1811,1003,10:17:30,10:18:00,D
K66,1812,1916,10:23:30,10:24:00,G
K1038,1811,1003,10:31:30,10:32:00,D
K68,1812,1909,10:33:30,10:34:00,G
K70,1812,1906,10:42:30,10:43:00,G
K1040,1811,1003,10:43:30,10:44:00,D
K72,1812,1916,10:53:30,10:54:00,G
K74,1812,1909,11:02:30,11:03:00,G
