TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
2009,0239,0211,05:31:30,G
2013,0202,0211,05:43:30,G
2019,0211,0211,05:59:30,G
2023,0211,0211,06:08:30,G
2027,0211,0211,06:18:30,G
2031,0211,0211,06:27:30,G
2035,0211,0211,06:37:30,G
2039,0211,0211,06:46:30,G
2041,0211,0211,06:52:30,G
2043,0211,0211,06:56:30,G
2047,0211,0211,07:02:30,G
2049,0211,0211,07:05:30,G
2051,0211,0211,07:08:00,G
2055,0211,0211,07:14:00,G
2057,0211,0211,07:17:00,G
2059,0211,0211,07:20:00,G
2063,0211,0211,07:25:30,G
2067,0211,0211,07:30:30,G
2071,0211,0211,07:35:30,G
2075,0211,0211,07:40:30,G
2079,0211,0211,07:45:30,G
2083,0211,0211,07:50:30,G
2087,0211,0211,07:55:30,G
2091,0211,0211,08:00:30,G
2095,0211,0211,08:05:30,G
2099,0211,0211,08:10:30,G
2101,0211,0211,08:13:00,G
2103,0211,0211,08:15:30,G
2105,0211,0211,08:19:30,G
2107,0211,0211,08:22:30,G
2109,0211,0211,08:25:30,G
2111,0211,0211,08:29:30,G
2113,0211,0211,08:32:30,G
2115,0211,0211,08:35:30,G
2117,0211,0211,08:38:30,G
2119,0211,0211,08:41:00,G
2121,0211,0211,08:44:00,G
2123,0211,0211,08:47:00,G
2125,0211,0211,08:50:00,G
2127,0211,0234,08:53:00,G
2129,0211,0211,08:55:30,G
2131,0211,0211,08:58:30,G
2133,0211,0211,09:01:00,G
2135,0211,0211,09:03:30,G
2137,0211,0211,09:06:00,G
2139,0211,0234,09:08:30,G
2141,0211,0211,09:11:00,G
2143,0211,0211,09:13:00,G
2145,0211,0211,09:15:00,G
2147,0211,0211,09:17:30,G
2149,0211,0211,09:20:00,G
2151,0211,0211,09:22:30,G
2153,0211,0211,09:25:00,G
2155,0211,0211,09:27:30,G
2157,0211,0211,09:30:00,G
2159,0211,0211,09:35:00,G
2163,0211,0211,09:39:00,G
2165,0211,0211,09:42:30,G
2167,0211,0211,09:45:00,G
2169,0211,0234,09:47:30,G
2171,0211,0211,09:50:30,G
2173,0211,0211,09:53:00,G
2175,0211,0234,09:56:00,G
2177,0211,0211,09:59:30,G
2179,0211,0211,10:03:30,G
2181,0211,0211,10:08:30,G
2183,0211,0234,10:11:00,G
2185,0211,0211,10:14:00,G
2187,0211,0211,10:20:00,G
2189,0211,0211,10:25:30,G
2191,0211,0234,10:28:30,G
2193,0211,0211,10:31:00,G
2195,0211,0211,10:36:00,G
2197,0211,0211,10:40:30,G
2199,0211,0211,10:45:00,G
2201,0211,0234,10:47:30,G
2203,0211,0211,10:50:30,G
2205,0211,0211,10:55:30,G
2207,0211,0234,10:58:00,G
2209,0211,0211,11:00:30,G
2211,0211,0211,11:05:30,G
2215,0211,0211,11:10:00,G
2217,0211,0211,11:15:30,G
2219,0211,0211,11:21:00,G
2221,0211,0211,11:28:00,G
2223,0211,0211,11:33:30,G
2225,0211,0211,11:38:30,G
2227,0211,0211,11:44:30,G
