TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K6002,1862,102C,05:38:50,G
K6004,1862,102C,05:53:50,G
K6006,1862,102C,06:08:50,G
K6008,1862,102C,06:18:50,G
K6010,1846,102C,06:29:00,G
K6012,1862,102C,06:38:50,G
K6014,1846,102C,06:49:00,G
K6016,1862,102C,06:58:50,G
K6018,1846,102C,07:09:00,G
K6020,1862,102C,07:16:50,G
K6022,1846,102C,07:25:00,G
K6024,1862,102C,07:32:50,G
K6026,1862,102C,07:40:50,G
K6028,1846,102C,07:49:00,G
K6030,1862,102C,07:57:50,G
K6032,1846,102C,08:06:00,G
K6034,1862,102C,08:13:50,G
K6036,1846,102C,08:22:00,G
K6038,1862,102C,08:29:50,G
K6040,1846,102C,08:38:00,G
K6042,1862,102C,08:46:50,G
K6044,1846,102C,08:54:00,G
K6046,1862,102C,09:02:50,G
K6048,1846,102C,09:10:00,G
K6050,1862,102C,09:18:50,G
K6052,1846,102C,09:26:00,G
K6054,1862,102C,09:33:50,G
K6056,1846,102C,09:41:00,G
K6058,1862,102C,09:48:50,G
K6060,1846,102C,09:56:00,G
K6062,1862,102C,10:03:50,G
K6064,1846,102C,10:10:00,G
K6066,1862,102C,10:17:50,G
K6068,1846,102C,10:24:00,G
K6070,1862,102C,10:31:50,G
K6072,1846,102C,10:38:00,G
K6074,1862,102C,10:45:50,G
K6076,1862,102C,10:52:50,G
K6078,1846,102C,10:59:00,G
K6080,1862,102C,11:06:50,G
K6082,1846,102C,11:13:00,G
K6084,1862,102C,11:20:50,G
K6086,1846,102C,11:27:00,G
K6088,1862,102C,11:34:50,G
K6090,1846,102C,11:41:00,G
K6092,1862,102C,11:49:50,G
K6094,1862,102C,11:55:50,G
K6096,1846,102C,12:02:00,G
K6098,1862,102C,12:09:50,G
K6100,1846,102C,12:16:00,G
K6102,1862,102C,12:23:50,G
K6104,1846,102C,12:30:00,G
K6106,1862,102C,12:37:50,G
K6108,1846,102C,12:44:00,G
K6110,1862,102C,12:51:50,G
K6112,1846,102C,12:58:00,G
K6114,1862,102C,13:05:50,G
K6116,1846,102C,13:12:00,G
K6118,1862,102C,13:19:50,G
K6120,1846,102C,13:26:00,G
K6122,1862,102C,13:33:50,G
K6124,1846,102C,13:40:00,G
K6126,1862,102C,13:47:50,G
K6128,1846,102C,13:54:00,G
K6130,1862,102C,14:01:50,G
K6132,1846,102C,14:08:00,G
K6134,1862,102C,14:15:50,G
K6136,1846,102C,14:22:00,G
K6138,1862,102C,14:29:50,G
K6140,1846,102C,14:36:00,G
K6142,1862,102C,14:43:50,G
K6144,1846,102C,14:50:00,G
K6146,1862,102C,14:57:50,G
K6148,1846,102C,15:04:00,G
K6150,1862,102C,15:11:50,G
K6152,1846,102C,15:18:00,G
K6154,1862,102C,15:25:50,G
K6156,1846,102C,15:32:00,G
K6158,1862,102C,15:39:50,G
K6160,1846,102C,15:46:00,G
K6162,1862,102C,15:53:50,G
K6164,1846,102C,16:00:00,G
K6166,1862,102C,16:07:50,G
K6168,1846,102C,16:14:00,G
K6170,1862,102C,16:21:50,G
K6172,1846,102C,16:28:00,G
K6174,1862,102C,16:35:50,G
K6176,1846,102C,16:42:00,G
K6178,1862,102C,16:49:50,G
K6180,1846,102C,16:56:00,G
K6182,1862,102C,17:03:50,G
K6184,1846,102C,17:10:00,G
K6186,1862,102C,17:17:50,G
K6188,1846,102C,17:24:00,G
K6190,1862,102C,17:31:50,G
K6192,1846,102C,17:38:00,G
K6194,1862,102C,17:45:50,G
K6196,1846,102C,17:52:00,G
K6198,1862,102C,17:59:50,G
K6200,1846,102C,18:06:00,G
K6202,1862,102C,18:13:50,G
K6204,1846,102C,18:20:00,G
K6206,1862,102C,18:27:50,G
K6208,1846,102C,18:35:00,G
K6210,1862,102C,18:42:50,G
K6212,1846,102C,18:49:00,G
K6214,1862,102C,18:56:50,G
K6216,1846,102C,19:03:00,G
K6218,1862,102C,19:10:50,G
K6220,1846,102C,19:17:00,G
K6222,1862,102C,19:24:50,G
K6224,1846,102C,19:32:00,G
K6226,1862,102C,19:40:50,G
K6228,1846,102C,19:48:00,G
K6230,1862,102C,19:57:50,G
K6232,1846,102C,20:06:00,G
K6234,1846,102C,20:15:00,G
K6236,1862,102C,20:24:50,G
K6238,1846,102C,20:33:00,G
K6240,1846,102C,20:43:00,G
K6242,1846,102C,20:53:00,G
K6244,1862,102C,21:03:50,G
K6246,1846,102C,21:14:00,G
K6248,1846,102C,21:24:00,G
K6250,1846,102C,21:34:00,G
K6252,1862,102C,21:44:50,G
K6254,1846,102C,21:54:00,G
K6256,1846,102C,22:04:00,G
K6258,1862,102C,22:14:50,G
K6260,1846,102C,22:24:00,G
K6262,1862,102C,22:36:50,G
K6264,1846,102C,22:48:00,G
K6266,1846,102C,23:00:00,G
K6268,1846,102C,23:14:00,G
K6270,1846,102C,23:29:00,G
K6272,1846,102C,23:49:00,G
K6274,1846,102C,24:09:00,G
