TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
7295,2712,2761,21:36:30,G
7291,2711,2761,21:24:30,G
7287,2712,2761,21:12:30,G
7283,2712,2761,21:00:30,G
7279,2711,2761,20:48:30,G
7275,2712,2761,20:36:30,G
7271,2712,2761,20:24:30,G
7267,2712,2761,20:12:30,G
7263,2712,2761,20:00:30,G
7259,2712,2761,19:48:30,G
7255,2712,2761,19:36:30,G
7251,2712,2761,19:24:30,G
7247,2712,2761,19:12:30,G
7243,2711,2761,19:00:30,G
7239,2712,2761,18:48:30,G
7235,2712,2761,18:36:30,G
7231,2711,2761,18:24:30,G
7227,2712,2761,18:12:30,G
7223,2712,2761,18:00:30,G
7219,2711,2761,17:48:30,G
7215,2712,2761,17:36:30,G
7211,2712,2761,17:24:30,G
7207,2711,2761,17:12:30,G
7203,2712,2761,17:00:30,G
7199,2712,2761,16:48:30,G
7195,2711,2761,16:36:30,G
7191,2712,2761,16:24:30,G
7187,2712,2761,16:12:30,G
7183,2711,2761,16:00:30,G
7179,2712,2761,15:48:30,G
7175,2712,2761,15:36:30,G
7171,2711,2761,15:24:30,G
7167,2712,2761,15:12:30,G
7163,2712,2761,15:00:30,G
7159,2712,2761,14:48:30,G
7155,2712,2761,14:36:30,G
7111,2712,2761,12:24:30,G
7107,2712,2761,12:12:30,G
7103,2712,2761,12:00:30,G
7099,2711,2761,11:48:30,G
7095,2712,2761,11:36:30,G
7091,2712,2761,11:24:30,G
7087,2711,2761,11:12:30,G
7083,2712,2761,11:00:30,G
7079,2712,2761,10:48:30,G
7075,2711,2761,10:36:30,G
7071,2712,2761,10:24:30,G
7067,2712,2761,10:12:30,G
7063,2712,2761,10:00:30,G
7059,2712,2761,09:48:30,G
7055,2712,2761,09:36:30,G
7051,2711,2761,09:24:30,G
7047,2712,2761,09:12:30,G
7043,2712,2761,09:00:30,G
7039,2711,2761,08:48:30,G
7035,2712,2761,08:36:30,G
7031,2711,2761,08:24:30,G
7029,2712,2761,08:17:30,G
7025,2712,2761,08:03:30,G
7021,2712,2761,07:48:30,G
7019,2711,2761,07:39:30,G
7017,2712,2761,07:29:30,G
7015,2711,2761,07:19:30,G
7013,2712,2761,07:09:30,G
7011,2719,2761,06:57:10,G
7009,2729,2761,06:45:00,G
7007,2731,2761,06:33:00,G
7005,2737,2761,06:19:50,G
7003,2745,2761,06:03:30,G
7339,2712,2761,24:07:30,G
7335,2711,2761,23:51:30,G
7331,2711,2761,23:35:30,G
7327,2711,2761,23:19:30,G
7323,2711,2761,23:03:30,G
7319,2711,2761,22:48:30,G
7315,2711,2761,22:36:30,G
7311,2712,2761,22:24:30,G
7307,2712,2761,22:12:30,G
7303,2711,2761,22:00:30,G
7299,2712,2761,21:48:30,G
7001,2752,2761,05:47:00,G
7151,2712,2761,14:24:30,G
7147,2711,2761,14:12:30,G
7143,2712,2761,14:00:30,G
7139,2712,2761,13:48:30,G
7135,2712,2761,13:36:30,G
7131,2712,2761,13:24:30,G
7127,2712,2761,13:12:30,G
7123,2711,2761,13:00:30,G
7119,2711,2761,12:48:30,G
7115,2712,2761,12:36:30,G
