TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
5009,2511,2554,05:33:40,G
5513,2511,2561,05:39:40,G
5011,2511,2554,05:45:40,G
5515,2511,2561,05:51:40,G
5013,2511,2554,05:57:40,G
5517,2511,2561,06:03:40,G
5015,2511,2554,06:09:40,G
5519,2511,2561,06:15:40,G
5017,2511,2554,06:21:40,G
5521,2511,2561,06:27:40,G
5019,2511,2554,06:33:40,G
5523,2511,2561,06:39:40,G
5021,2511,2554,06:45:40,G
5525,2511,2561,06:51:40,G
5023,2511,2554,06:57:40,G
5527,2511,2561,07:03:40,G
5025,2511,2554,07:09:40,G
5529,2511,2561,07:15:40,G
5027,2511,2554,07:21:40,G
5531,2511,2561,07:27:40,G
5029,2511,2554,07:33:40,G
5533,2511,2561,07:39:40,G
5031,2511,2554,07:45:40,G
5535,2511,2561,07:51:40,G
5033,2511,2554,07:57:40,G
5537,2511,2561,08:03:40,G
5035,2511,2554,08:09:40,G
5539,2511,2561,08:15:40,G
5037,2511,2554,08:21:40,G
5541,2511,2561,08:27:40,G
5039,2511,2554,08:33:40,G
5543,2511,2561,08:39:40,G
5041,2511,2554,08:45:40,G
5545,2511,2561,08:51:40,G
5043,2511,2554,08:57:40,G
5547,2511,2561,09:03:40,G
5045,2511,2554,09:09:40,G
5549,2511,2561,09:15:40,G
5047,2511,2554,09:21:40,G
5551,2511,2561,09:27:40,G
5049,2511,2554,09:33:40,G
5553,2511,2561,09:39:40,G
5051,2511,2554,09:45:40,G
5555,2511,2561,09:51:40,G
5053,2511,2554,09:57:40,G
5557,2511,2561,10:03:40,G
5055,2511,2554,10:09:40,G
5559,2511,2561,10:15:40,G
5057,2511,2554,10:21:40,G
5561,2511,2561,10:27:40,G
5059,2511,2554,10:33:40,G
5563,2511,2561,10:39:40,G
5061,2511,2554,10:45:40,G
5565,2511,2561,10:51:40,G
5063,2511,2554,10:57:40,G
5567,2511,2561,11:03:40,G
5065,2511,2554,11:09:40,G
5569,2511,2561,11:15:40,G
5067,2511,2554,11:21:40,G
5571,2511,2561,11:27:40,G
5069,2511,2554,11:33:40,G
5573,2511,2561,11:39:40,G
5071,2511,2554,11:45:40,G
5575,2511,2561,11:51:40,G
5073,2511,2554,11:57:40,G
5577,2511,2561,12:03:40,G
5075,2511,2554,12:09:40,G
5579,2511,2561,12:15:40,G
5077,2511,2554,12:21:40,G
5581,2511,2561,12:27:40,G
5079,2511,2554,12:33:40,G
5583,2511,2561,12:39:40,G
5081,2511,2554,12:45:40,G
5585,2511,2561,12:51:40,G
5083,2511,2554,12:57:40,G
5587,2511,2561,13:03:40,G
5085,2511,2554,13:09:40,G
5589,2511,2561,13:15:40,G
5087,2511,2554,13:21:40,G
5591,2511,2561,13:27:40,G
5089,2511,2554,13:33:40,G
5593,2511,2561,13:39:40,G
5091,2511,2554,13:45:40,G
5595,2511,2561,13:51:40,G
5093,2511,2554,13:57:40,G
5597,2511,2561,14:03:40,G
5095,2511,2554,14:09:40,G
5599,2511,2561,14:15:40,G
5097,2511,2554,14:21:40,G
5601,2511,2561,14:27:40,G
5099,2511,2554,14:33:40,G
5603,2511,2561,14:39:40,G
5101,2511,2554,14:45:40,G
5605,2511,2561,14:51:40,G
5103,2511,2554,14:57:40,G
5607,2511,2561,15:03:40,G
5105,2511,2554,15:09:40,G
5609,2511,2561,15:15:40,G
5107,2511,2554,15:21:40,G
5611,2511,2561,15:27:40,G
5109,2511,2554,15:33:40,G
5613,2511,2561,15:39:40,G
5111,2511,2554,15:45:40,G
5615,2511,2561,15:51:40,G
5113,2511,2554,15:57:40,G
5617,2511,2561,16:03:40,G
5115,2511,2554,16:09:40,G
5619,2511,2561,16:15:40,G
5117,2511,2554,16:21:40,G
5621,2511,2561,16:27:40,G
5119,2511,2554,16:33:40,G
5623,2511,2561,16:39:40,G
5121,2511,2554,16:45:40,G
5625,2511,2561,16:51:40,G
5123,2511,2554,16:57:40,G
5627,2511,2561,17:03:40,G
5125,2511,2554,17:09:40,G
5629,2511,2561,17:15:40,G
5127,2511,2554,17:21:40,G
5631,2511,2561,17:27:40,G
5129,2511,2554,17:33:40,G
5633,2511,2561,17:39:40,G
5131,2511,2554,17:45:40,G
5635,2511,2561,17:51:40,G
5133,2511,2554,17:57:40,G
5637,2511,2561,18:03:40,G
5135,2511,2554,18:09:40,G
5639,2511,2561,18:15:40,G
5137,2511,2554,18:21:40,G
5641,2511,2561,18:27:40,G
5139,2511,2554,18:33:40,G
5643,2511,2561,18:39:40,G
5141,2511,2554,18:45:40,G
5645,2511,2561,18:51:40,G
5143,2511,2554,18:57:40,G
5647,2511,2561,19:03:40,G
5145,2511,2554,19:09:40,G
5649,2511,2561,19:15:40,G
5147,2511,2554,19:21:40,G
5651,2511,2561,19:27:40,G
5149,2511,2554,19:33:40,G
5653,2511,2561,19:39:40,G
5151,2511,2554,19:45:40,G
5655,2511,2561,19:51:40,G
5153,2511,2554,19:57:40,G
5657,2511,2561,20:03:40,G
5155,2511,2554,20:09:40,G
5659,2511,2561,20:15:40,G
5157,2511,2554,20:21:40,G
5661,2511,2561,20:27:40,G
5159,2511,2554,20:33:40,G
5663,2511,2561,20:39:40,G
5161,2511,2554,20:45:40,G
5665,2511,2561,20:51:40,G
5163,2511,2554,20:57:40,G
5667,2511,2561,21:03:40,G
5165,2511,2554,21:09:40,G
5669,2511,2561,21:15:40,G
5167,2511,2554,21:21:40,G
5671,2511,2561,21:27:40,G
5169,2511,2554,21:33:40,G
5673,2511,2561,21:40:40,G
5171,2511,2554,21:47:40,G
5675,2511,2561,21:54:40,G
5173,2511,2554,22:01:40,G
5677,2511,2561,22:08:40,G
5175,2511,2554,22:15:40,G
5679,2511,2561,22:23:40,G
5177,2511,2554,22:31:40,G
5681,2511,2561,22:39:40,G
5179,2511,2554,22:47:40,G
5181,2511,2549,22:55:40,G
5183,2511,2545,23:03:40,G
5185,2511,2541,23:11:40,G
5187,2511,2531,23:24:40,G
5189,2511,2518,23:36:40,G
