TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K6007,102C,1846,05:54:30,G
K6009,102C,1846,06:09:30,G
K6011,102C,1846,06:22:30,G
K6013,102C,1846,06:35:30,G
K6015,102C,1862,06:48:30,G
K6017,102C,1846,07:00:30,G
K6019,102C,1846,07:12:30,G
K6021,102C,1846,07:24:30,G
K6023,102C,1862,07:35:30,G
K6025,102C,1846,07:46:30,G
K6027,102C,1846,07:57:30,G
K6029,102C,1846,08:07:30,G
K6031,102C,1862,08:17:30,G
K6033,102C,1846,08:27:30,G
K6035,102C,1862,08:35:30,G
K6037,102C,1846,08:43:30,G
K6039,102C,1862,08:51:30,G
K6041,102C,1846,08:59:30,G
K6043,102C,1862,09:07:30,G
K6045,102C,1846,09:15:30,G
K6047,102C,1862,09:23:30,G
K6049,102C,1846,09:31:30,G
K6051,102C,1862,09:39:30,G
K6053,102C,1846,09:47:30,G
K6055,102C,1862,09:55:30,G
K6057,102C,1846,10:03:30,G
K6059,102C,1862,10:11:30,G
K6061,102C,1846,10:18:30,G
K6063,102C,1862,10:25:30,G
K6065,102C,1846,10:32:30,G
K6067,102C,1862,10:39:30,G
K6069,102C,1846,10:47:30,G
K6071,102C,1862,10:54:30,G
K6073,102C,1846,11:01:30,G
K6075,102C,1862,11:08:30,G
K6077,102C,1846,11:15:30,G
K6079,102C,1862,11:22:30,G
K6081,102C,1846,11:29:30,G
K6083,102C,1862,11:36:30,G
K6085,102C,1846,11:43:30,G
K6087,102C,1862,11:50:30,G
K6089,102C,1846,11:57:30,G
K6091,102C,1862,12:04:30,G
K6093,102C,1846,12:11:30,G
K6095,102C,1862,12:18:30,G
K6097,102C,1846,12:25:30,G
K6099,102C,1862,12:32:30,G
K6101,102C,1846,12:39:30,G
K6103,102C,1862,12:46:30,G
K6105,102C,1846,12:53:30,G
K6107,102C,1862,13:00:30,G
K6109,102C,1846,13:07:30,G
K6111,102C,1862,13:14:30,G
K6113,102C,1846,13:21:30,G
K6115,102C,1862,13:28:30,G
K6117,102C,1846,13:35:30,G
K6119,102C,1862,13:42:30,G
K6121,102C,1846,13:49:30,G
K6123,102C,1862,13:56:30,G
K6125,102C,1846,14:03:30,G
K6127,102C,1862,14:10:30,G
K6129,102C,1846,14:17:30,G
K6131,102C,1862,14:24:30,G
K6133,102C,1846,14:31:30,G
K6135,102C,1862,14:38:30,G
K6137,102C,1846,14:45:30,G
K6139,102C,1862,14:52:30,G
K6141,102C,1846,14:59:30,G
K6143,102C,1862,15:06:30,G
K6145,102C,1846,15:13:30,G
K6147,102C,1862,15:20:30,G
K6149,102C,1846,15:27:30,G
K6151,102C,1862,15:34:30,G
K6153,102C,1846,15:41:30,G
K6155,102C,1862,15:48:30,G
K6157,102C,1846,15:55:30,G
K6159,102C,1862,16:02:30,G
K6161,102C,1846,16:09:30,G
K6163,102C,1862,16:16:30,G
K6165,102C,1846,16:23:30,G
K6167,102C,1862,16:30:30,G
K6169,102C,1846,16:37:30,G
K6171,102C,1862,16:44:30,G
K6173,102C,1846,16:51:30,G
K6175,102C,1862,16:58:30,G
K6177,102C,1846,17:05:30,G
K6179,102C,1862,17:12:30,G
K6181,102C,1846,17:19:30,G
K6183,102C,1862,17:26:30,G
K6185,102C,1846,17:33:30,G
K6187,102C,1862,17:40:30,G
K6189,102C,1846,17:47:30,G
K6191,102C,1862,17:54:30,G
K6193,102C,1846,18:01:30,G
K6195,102C,1862,18:08:30,G
K6197,102C,1846,18:15:30,G
K6199,102C,1862,18:22:30,G
K6201,102C,1846,18:29:30,G
K6203,102C,1862,18:36:30,G
K6205,102C,1846,18:43:30,G
K6207,102C,1862,18:50:30,G
K6209,102C,1846,18:57:30,G
K6211,102C,1862,19:04:30,G
K6213,102C,1846,19:11:30,G
K6215,102C,1862,19:18:30,G
K6217,102C,1846,19:25:30,G
K6219,102C,1862,19:32:30,G
K6221,102C,1846,19:40:30,G
K6223,102C,1862,19:47:30,G
K6225,102C,1846,19:55:30,G
K6227,102C,1862,20:03:30,G
K6229,102C,1846,20:11:30,G
K6231,102C,1862,20:19:30,G
K6233,102C,1846,20:27:30,G
K6235,102C,1862,20:35:30,G
K6237,102C,1846,20:43:30,G
K6239,102C,1862,20:51:30,G
K6241,102C,1846,20:59:30,G
K6243,102C,1862,21:07:30,G
K6245,102C,1846,21:15:30,G
K6247,102C,1862,21:23:30,G
K6249,102C,1862,21:31:30,G
K6251,102C,1846,21:39:30,G
K6253,102C,1862,21:48:30,G
K6255,102C,1846,21:58:30,G
K6257,102C,1862,22:08:30,G
K6259,102C,1846,22:19:30,G
K6261,102C,1862,22:29:30,G
K6263,102C,1846,22:39:30,G
K6265,102C,1862,22:50:30,G
K6267,102C,1846,23:02:30,G
K6269,102C,1862,23:15:30,G
K6271,102C,1846,23:27:30,G
K6273,102C,1862,23:39:30,G
K6275,102C,1846,23:54:30,G
K6277,102C,1862,24:07:30,G
K6279,102C,1862,24:20:30,G
