TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K5001,1014,1219,05:33:40,G
K5003,100C,1219,05:48:30,G
K5005,100C,1219,06:14:40,G
K5007,100C,1219,06:36:30,G
K5009,1284,1220,06:57:10,G
K5011,1271,1219,07:06:10,G
K5013,1284,1210,07:21:40,G
K5015,1284,1219,07:30:30,G
K5017,1284,1219,07:53:40,G
K5019,1284,1219,08:00:10,G
K5701,1284,1210,08:05:10,D
K5021,1284,1219,08:16:00,G
K5023,1284,1210,08:26:10,G
K5703,1284,1208,08:30:40,D
K5025,1284,1219,08:48:40,G
K5705,1284,1208,08:57:40,D
K5027,1284,1219,09:05:10,G
K5029,1275,1219,09:11:40,G
K5031,1284,1220,09:26:40,G
K5033,1284,1208,09:33:00,G
K5035,1267,1219,09:54:00,G
K5037,1284,1208,09:59:40,G
K5039,1284,1219,10:11:10,G
K5041,1267,1208,10:22:40,G
K5043,1284,1219,10:30:30,G
K5045,1284,1219,10:53:40,G
K5047,1284,1208,11:01:40,G
K5049,1275,1219,11:10:10,G
K5051,1284,1208,11:24:40,G
K5053,1284,1219,11:40:40,G
K5055,1284,1208,11:55:10,G
K5057,100C,1219,12:03:10,G
K5059,1284,1208,12:19:40,G
K5061,1284,1219,12:38:10,G
K5063,1284,1208,12:59:10,G
K5065,1284,1219,13:16:40,G
K5067,1284,1208,13:28:40,G
K5069,1284,1219,13:50:40,G
K5071,1284,1208,14:05:50,G
K5073,1284,1219,14:19:10,G
K5075,1284,1208,14:31:00,G
K5077,1284,1219,14:56:40,G
K5079,1275,1208,15:03:10,G
K5081,1284,1219,15:16:00,G
K5083,1284,1208,15:26:20,G
K5085,1284,1220,15:44:40,G
K5087,1284,1208,16:03:10,G
K5089,1275,1208,16:16:10,G
K5091,1284,1219,16:23:10,G
K5093,1284,1208,16:38:10,G
K5095,1284,1219,16:55:40,G
K5097,1284,1210,17:09:00,G
K5099,1284,1219,17:23:00,G
K5101,1284,1208,17:38:30,G
K5103,1284,1219,17:57:40,G
K5105,1284,1208,18:02:10,G
K5107,1284,1219,18:16:40,G
K5109,1284,1208,18:28:40,G
K5111,1284,1220,18:42:40,G
K5113,100C,1208,18:53:10,G
K5115,1284,1210,18:57:10,G
K5117,1267,1219,19:10:10,G
K5119,1284,1208,19:16:40,G
K5707,1284,1219,19:39:00,D
K5123,1284,1208,19:53:10,G
K5125,1284,1208,19:59:00,G
K5127,1284,1219,20:11:10,G
K5129,1284,1219,20:23:40,G
K5133,1284,1208,20:30:30,G
K5135,1284,1219,20:51:10,G
K5137,100C,1208,20:57:10,G
K5139,1284,1219,21:05:40,G
K5141,1284,1219,21:26:10,G
K5143,1275,1208,21:39:00,G
K5145,1284,1219,21:57:30,G
K5147,1284,1219,22:16:40,G
K5149,1284,1208,22:28:10,G
K5151,1284,1219,22:54:10,G
K5153,1284,1208,23:02:40,G
K5155,1275,1219,23:12:40,G
K5157,1284,1208,23:18:40,G
K5159,1275,1219,23:41:10,G
K5161,1284,1208,23:49:10,G
K5163,1284,1219,24:03:10,G
K5167,1284,1208,24:36:10,G
