TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
GA02,4312,4307,00:00:00,05:30:00,G
GA03,4312,4307,00:00:00,05:40:00,G
GA01,4319,4307,05:49:50,05:50:25,G
GA04,4319,4307,06:01:50,06:02:25,G
GA05,4319,4307,06:13:50,06:14:25,G
GA06,4319,4307,06:26:00,06:26:35,G
GA07,4319,4307,06:36:00,06:36:35,G
GA10,4319,4307,00:00:00,06:42:00,G
GA08,4319,4307,06:47:20,06:47:55,G
GA09,4319,4307,06:56:08,06:56:43,G
GA11,4319,4307,07:03:50,07:04:25,G
GA12,4319,4307,07:11:00,07:11:35,G
GA13,4312,4307,07:18:00,07:18:40,G
GA14,4319,4307,07:24:00,07:24:35,G
GA15,4319,4307,07:29:50,07:30:25,G
GA16,4319,4307,07:34:50,07:35:25,G
GA17,4319,4307,07:40:00,07:40:35,G
GA18,4319,4307,07:45:01,07:45:36,G
GA19,4319,4307,07:50:00,07:50:40,G
GA20,4319,4307,07:54:50,07:55:25,G
GA21,4319,4307,08:00:00,08:00:40,G
GA22,4319,4307,08:04:50,08:05:25,G
GA23,4319,4307,08:10:00,08:10:40,G
GA24,4319,4307,08:14:50,08:15:25,G
GA25,4319,4307,08:19:50,08:20:30,G
GA26,4319,4307,08:24:58,08:25:33,G
GA27,4319,4307,08:30:00,08:30:40,G
GA28,4319,4307,08:34:50,08:35:30,G
GA29,4319,4307,08:39:50,08:40:30,G
GA30,4319,4307,08:44:54,08:45:34,G
GA31,4319,4307,08:50:20,08:51:00,G
GA32,4319,4307,08:55:50,08:56:30,G
GA33,4319,4307,09:01:00,09:01:40,G
GA34,4319,4307,09:06:00,09:06:40,G
GA35,4319,4307,09:12:26,09:13:06,G
GA36,4319,4307,09:19:00,09:19:40,G
GA37,4319,4307,09:25:01,09:25:41,G
GA38,4319,4307,09:31:00,09:31:35,G
GA39,4319,4307,09:38:54,09:39:34,G
GA40,4319,4307,09:46:00,09:46:40,G
GA41,4319,4307,09:52:54,09:53:29,G
GA42,4319,4307,10:00:58,10:01:33,G
GA43,4319,4307,10:08:49,10:09:24,G
GA44,4319,4307,10:17:00,10:17:35,G
GA45,4319,4307,10:23:50,10:24:25,G
GA46,4319,4307,10:31:57,10:32:32,G
GA47,4319,4307,10:39:50,10:40:25,G
GA48,4319,4307,10:48:00,10:48:35,G
GA49,4319,4307,10:55:52,10:56:27,G
GA50,4319,4307,11:03:52,11:04:27,G
GA51,4319,4307,11:12:10,11:12:45,G
GA52,4319,4307,11:19:57,11:20:32,G
GA53,4319,4307,11:27:50,11:28:25,G
GA54,4319,4307,11:35:50,11:36:25,G
GA55,4319,4307,11:43:52,11:44:27,G
GA56,4319,4307,11:51:50,11:52:25,G
GA57,4319,4307,11:59:52,12:00:27,G
GA58,4319,4307,12:08:00,12:08:35,G
GA59,4319,4307,12:15:52,12:16:27,G
GA60,4319,4307,12:23:52,12:24:27,G
GA61,4319,4307,12:32:04,12:32:39,G
GA62,4319,4307,12:40:00,12:40:35,G
GA63,4319,4307,12:48:00,12:48:35,G
GA64,4319,4307,12:55:50,12:56:25,G
GA65,4319,4307,13:03:50,13:04:25,G
GA66,4319,4307,13:12:00,13:12:35,G
GA67,4319,4307,13:19:50,13:20:25,G
GA68,4319,4307,13:27:52,13:28:27,G
GA69,4319,4307,13:35:50,13:36:25,G
GA70,4319,4307,13:44:04,13:44:39,G
GA71,4319,4307,13:51:50,13:52:25,G
GA72,4319,4307,14:00:04,14:00:39,G
GA73,4319,4307,14:07:50,14:08:25,G
GA74,4319,4307,14:15:50,14:16:25,G
GA75,4319,4307,14:23:50,14:24:25,G
GA76,4319,4307,14:31:50,14:32:25,G
GA77,4319,4307,14:39:52,14:40:27,G
GA78,4319,4307,14:47:50,14:48:25,G
GA79,4319,4307,14:55:52,14:56:27,G
GA80,4319,4307,15:03:50,15:04:25,G
GA81,4319,4307,15:12:04,15:12:39,G
GA82,4319,4307,15:19:52,15:20:27,G
GA83,4319,4307,15:28:05,15:28:40,G
GA84,4319,4307,15:35:50,15:36:25,G
GA85,4319,4307,15:44:00,15:44:35,G
GA86,4319,4307,15:51:52,15:52:27,G
GA87,4319,4307,15:59:50,16:00:25,G
GA88,4319,4307,16:07:52,16:08:27,G
GA89,4319,4307,16:15:50,16:16:25,G
GA90,4319,4307,16:23:52,16:24:27,G
GA91,4319,4307,16:31:52,16:32:27,G
GA92,4319,4307,16:40:00,16:40:35,G
GA93,4319,4307,16:47:52,16:48:27,G
GA94,4319,4307,16:56:00,16:56:35,G
GA95,4319,4307,17:03:54,17:04:34,G
GA96,4319,4307,17:10:19,17:10:59,G
GA97,4319,4307,17:18:20,17:19:00,G
GA98,4319,4307,17:25:50,17:26:30,G
GA99,4319,4307,17:33:00,17:33:40,G
GA104,4319,4307,17:37:30,17:38:10,G
GA100,4319,4307,17:40:54,17:41:34,G
