TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
4509K,0409,1762,05:32:30,G
4511,0409,1762,05:44:30,G
4005,0409,0433,05:50:30,G
4513,0409,1762,05:56:30,G
4007,0409,0433,06:02:30,G
4301,0409,1759,06:08:30,G
4009,0409,0433,06:14:30,G
4515,0409,1762,06:20:30,G
4011,0409,0433,06:26:30,G
4517,0409,1762,06:32:30,G
4013,0409,0433,06:38:30,G
4519,0409,1762,06:44:30,G
4015,0409,0433,06:50:30,G
4521,0409,1762,06:56:30,G
4523K,0409,1762,07:02:30,G
4017,0409,0433,07:08:30,G
4525K,0409,1762,07:14:30,G
4303K,0409,1759,07:20:30,G
4527K,0409,1762,07:26:30,G
4019,0409,0433,07:32:30,G
4529K,0409,1762,07:38:30,G
4021,0409,0433,07:44:30,G
4531,0409,1762,07:50:30,G
4023,0409,0433,07:56:30,G
4533K,0409,1762,08:02:30,G
4025,0409,0433,08:08:30,G
4535K,0409,1762,08:14:30,G
4027,0409,0433,08:20:30,G
4537,0409,1762,08:26:30,G
4029,0409,0433,08:32:30,G
4539K,0409,1762,08:38:30,G
4031,0409,0433,08:44:30,G
4541K,0409,1762,08:50:30,G
4033,0409,0433,08:56:30,G
4543K,0409,1762,09:02:30,G
4035,0409,0433,09:08:30,G
4545K,0409,1762,09:14:30,G
4037,0409,0433,09:20:30,G
4305,0409,1759,09:26:30,G
4547K,0409,1762,09:32:30,G
4039,0409,0433,09:38:30,G
4549K,0409,1762,09:44:30,G
4041,0409,0433,09:50:30,G
4551,0409,1762,09:56:30,G
4043,0409,0433,10:02:30,G
4553,0409,1762,10:08:30,G
4045,0409,0433,10:14:30,G
4555K,0409,1762,10:20:30,G
4047,0409,0433,10:26:30,G
4557,0409,1762,10:32:30,G
4049,0409,0433,10:38:30,G
4559,0409,1762,10:44:30,G
4051,0409,0433,10:50:30,G
4561,0409,1762,10:56:30,G
4053,0409,0433,11:02:30,G
4563,0409,1762,11:08:30,G
4055,0409,0433,11:14:30,G
4565K,0409,1762,11:20:30,G
4057,0409,0433,11:26:30,G
4567K,0409,1762,11:32:30,G
4569K,0409,1762,11:37:30,G
4059,0409,0433,11:41:30,G
4307,0409,1759,11:45:30,G
4571K,0409,1762,11:53:30,G
4063,0409,0433,11:57:30,G
4573,0409,1762,12:02:30,G
4065,0409,0433,12:07:30,G
4575K,0409,1762,12:12:30,G
4067,0409,0433,12:17:30,G
4577K,0409,1762,12:22:30,G
4579K,0409,1762,12:27:30,G
4069,0409,0433,12:32:30,G
4581,0409,1762,12:37:30,G
4071,0409,0433,12:41:30,G
4583K,0409,1762,12:45:30,G
4585K,0409,1762,12:53:30,G
4075,0409,0433,12:57:30,G
4587K,0409,1762,13:02:30,G
4077,0409,0433,13:07:30,G
4589K,0409,1762,13:12:30,G
4591K,0409,1762,13:17:30,G
4079,0409,0433,13:22:30,G
4593K,0409,1762,13:27:30,G
4081,0409,0433,13:32:30,G
4309,0409,1759,13:37:30,G
4595K,0409,1762,13:42:30,G
4083,0409,0433,13:46:30,G
4311K,0409,1759,13:50:30,G
4085,0409,0433,13:54:30,G
4597K,0409,1762,13:58:30,G
4087,0409,0433,14:02:30,G
4599,0409,1762,14:07:30,G
4089,0409,0433,14:12:30,G
4601K,0409,1762,14:17:30,G
4091,0409,0433,14:22:30,G
4313,0409,1759,14:27:30,G
4603K,0409,1762,14:32:30,G
4093,0409,0433,14:37:30,G
4605,0409,1762,14:42:30,G
4095,0409,0433,14:46:30,G
4607K,0409,1762,14:50:30,G
4097,0409,0433,14:54:30,G
4315,0409,1759,14:58:30,G
4099,0409,0433,15:02:30,G
4609,0409,1762,15:07:30,G
4101,0409,0433,15:12:30,G
4611K,0409,1762,15:17:30,G
4317,0409,1759,15:22:30,G
4103,0409,0433,15:27:30,G
4613K,0409,1762,15:32:30,G
4105,0409,0433,15:37:30,G
4319K,0409,1759,15:42:30,G
4615K,0409,1762,15:47:30,G
4107,0409,0433,15:51:30,G
4321,0409,1759,15:55:30,G
4109,0409,0433,15:59:30,G
4617K,0409,1762,16:03:30,G
4111,0409,0433,16:07:30,G
4619,0409,1762,16:12:30,G
4113,0409,0433,16:17:30,G
4621K,0409,1762,16:22:30,G
4115,0409,0433,16:27:30,G
4623K,0409,1762,16:32:30,G
4625K,0409,1762,16:37:30,G
4117,0409,0433,16:42:30,G
4627,0409,1762,16:47:30,G
4119,0409,0433,16:52:30,G
4629K,0409,1762,16:57:30,G
4631K,0409,1762,17:02:30,G
4121,0409,0433,17:07:30,G
4633K,0409,1762,17:12:30,G
4123,0409,0433,17:17:30,G
4635K,0409,1762,17:22:30,G
4637K,0409,1762,17:27:30,G
4125,0409,0433,17:32:30,G
4639K,0409,1762,17:38:30,G
4127,0409,0433,17:44:30,G
4641K,0409,1762,17:50:30,G
4129,0409,0433,17:56:30,G
4643K,0409,1762,18:02:30,G
4645K,0409,1762,18:08:30,G
4131,0409,0433,18:14:30,G
4647,0409,1762,18:20:30,G
4133,0409,0433,18:26:30,G
4649K,0409,1762,18:31:30,G
4135,0409,0433,18:36:30,G
4651,0409,1762,18:41:30,G
4653K,0409,1762,18:46:30,G
4137,0409,0433,18:51:30,G
4655K,0409,1762,18:56:30,G
4139,0409,0433,19:02:30,G
4657,0409,1762,19:08:30,G
4141,0409,0433,19:14:30,G
4659,0409,1762,19:20:30,G
4143,0409,0433,19:25:30,G
4661K,0409,1762,19:30:30,G
4663,0409,1762,19:35:30,G
4145,0409,0433,19:40:30,G
4665K,0409,1762,19:45:30,G
4147,0409,0433,19:50:30,G
4323K,0409,1759,19:55:30,G
4667,0409,1762,20:00:30,G
4149,0409,0433,20:05:30,G
4669,0409,1762,20:10:30,G
4671K,0409,1762,20:15:30,G
4151,0409,0433,20:20:30,G
4673,0409,1762,20:26:30,G
4153,0409,0433,20:32:30,G
4675K,0409,1762,20:38:30,G
4155,0409,0433,20:44:30,G
4677,0409,1762,20:50:30,G
4157,0409,0433,20:56:30,G
4679,0409,1762,21:02:30,G
4159,0409,0433,21:08:30,G
4681K,0409,1762,21:14:30,G
4161,0409,0433,21:20:30,G
4683K,0409,1762,21:26:30,G
4163,0409,0433,21:32:30,G
4685K,0409,1762,21:38:30,G
4165,0409,0433,21:44:30,G
4687K,0409,1762,21:49:30,G
4689K,0409,1762,21:55:30,G
4167,0409,0433,22:02:30,G
4691K,0409,1762,22:09:30,G
4169,0409,0433,22:16:30,G
4325K,0409,1759,22:26:30,G
4171,0409,0433,22:37:30,G
4327K,0409,1759,22:47:30,G
4173,0409,0434,22:58:30,G
4329K,0409,1751,23:09:30,G
4175,0409,0426,23:26:30,G
