TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
C9004,4125,4138,05:35:30,G
C9006,4120,4138,05:47:40,G
C9008,4115,4138,06:01:20,G
C9010,4110,4138,06:13:25,G
C9012,4105,4138,06:24:55,G
C9014,4101,4138,06:35:30,G
C9016,4101,4138,06:47:50,G
C9018,4101,4138,06:59:50,G
C9020,4101,4138,07:11:50,G
C9022,4101,4138,07:23:50,G
C9024,4101,4138,07:35:50,G
C9026,4101,4138,07:47:50,G
C9028,4101,4138,07:59:50,G
C9030,4101,4138,08:11:50,G
C9032,4101,4138,08:23:50,G
C9034,4101,4138,08:35:50,G
C9036,4101,4138,08:47:50,G
C9038,4101,4138,08:59:50,G
C9040,4101,4138,09:11:50,G
C9042,4101,4138,09:23:50,G
C9044,4101,4138,09:35:50,G
C9046,4101,4138,09:47:20,G
C9048,4101,4138,09:59:00,G
C9050,4101,4138,10:10:00,G
C9052,4101,4138,10:21:00,G
C9054,4101,4138,10:32:00,G
C9056,4101,4138,10:43:00,G
C9058,4101,4138,10:54:00,G
C9060,4101,4138,11:05:00,G
C9062,4101,4138,11:16:00,G
C9064,4101,4138,11:27:55,G
C9066,4101,4138,11:39:55,G
C9068,4101,4138,11:51:15,G
C9070,4101,4138,12:02:00,G
C9072,4101,4138,12:13:00,G
C9074,4101,4138,12:24:00,G
C9076,4101,4138,12:35:00,G
C9078,4101,4138,12:46:00,G
C9080,4101,4138,12:57:00,G
C9082,4101,4138,13:08:00,G
C9084,4101,4138,13:19:00,G
C9086,4101,4138,13:30:00,G
C9088,4101,4138,13:41:50,G
C9090,4101,4138,13:53:30,G
C9092,4101,4138,14:05:00,G
C9094,4101,4138,14:16:00,G
C9096,4101,4138,14:27:00,G
C9098,4101,4138,14:38:00,G
C9100,4101,4138,14:49:00,G
C9102,4101,4138,15:00:00,G
C9104,4101,4138,15:11:00,G
C9106,4101,4138,15:22:00,G
C9108,4101,4138,15:33:00,G
C9110,4101,4138,15:44:00,G
C9112,4101,4138,15:55:40,G
C9114,4101,4138,16:07:40,G
C9116,4101,4138,16:19:00,G
C9118,4101,4138,16:30:00,G
C9120,4101,4138,16:41:00,G
C9122,4101,4138,16:52:00,G
C9124,4101,4138,17:03:00,G
C9126,4101,4138,17:14:00,G
C9128,4101,4138,17:25:00,G
C9130,4101,4138,17:36:00,G
C9132,4101,4138,17:47:00,G
C9134,4101,4138,17:58:00,G
C9136,4101,4138,18:09:50,G
C9138,4101,4138,18:21:50,G
C9140,4101,4138,18:33:00,G
C9142,4101,4138,18:44:00,G
C9144,4101,4138,18:55:00,G
C9146,4101,4138,19:06:00,G
C9148,4101,4138,19:17:00,G
C9150,4101,4138,19:28:00,G
C9152,4101,4138,19:39:00,G
C9154,4101,4138,19:50:00,G
C9156,4101,4138,20:01:00,G
C9158,4101,4138,20:12:00,G
C9160,4101,4138,20:23:50,G
C9162,4101,4138,20:35:30,G
C9164,4101,4138,20:47:00,G
C9166,4101,4138,20:58:00,G
C9168,4101,4138,21:09:00,G
C9170,4101,4138,21:20:00,G
C9172,4101,4138,21:31:00,G
C9174,4101,4138,21:42:00,G
C9176,4101,4138,21:53:00,G
C9178,4101,4138,22:04:40,G
C9180,4101,4138,22:16:40,G
C9182,4101,4138,22:28:40,G
C9184,4101,4138,22:40:40,G
C9186,4101,4138,22:52:40,G
C9188,4101,4138,23:04:40,G
C9190,4101,4138,23:16:40,G
C9192,4101,4138,23:26:30,G
C9194,4101,4138,23:36:50,G
C9196,4101,4131,23:49:50,G
