TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
4507,0419,1762,05:54:00,G
4001,0411,0433,06:05:30,G
4509K,0409,1762,06:10:30,G
4003,0412,0433,06:16:30,G
4511,0409,1762,06:22:30,G
4005,0409,0433,06:28:30,G
4513,0409,1762,06:34:30,G
4007,0409,0433,06:40:30,G
4301,0409,1759,06:46:30,G
4009,0409,0433,06:52:30,G
4515,0409,1762,06:58:30,G
4011,0409,0433,07:04:30,G
4517,0409,1762,07:10:30,G
4013,0409,0433,07:16:30,G
4519,0409,1762,07:22:30,G
4015,0409,0433,07:28:30,G
4521,0409,1762,07:34:30,G
4523K,0409,1762,07:40:30,G
4017,0409,0433,07:46:30,G
4525K,0409,1762,07:52:30,G
4303K,0409,1759,07:58:30,G
4527K,0409,1762,08:04:30,G
4019,0409,0433,08:10:30,G
4529K,0409,1762,08:16:30,G
4021,0409,0433,08:22:30,G
4531,0409,1762,08:28:30,G
4023,0409,0433,08:34:30,G
4533K,0409,1762,08:40:30,G
4025,0409,0433,08:46:30,G
4535K,0409,1762,08:52:30,G
4027,0409,0433,08:58:30,G
4537,0409,1762,09:04:30,G
4029,0409,0433,09:10:30,G
4539K,0409,1762,09:16:30,G
4031,0409,0433,09:22:30,G
4541K,0409,1762,09:28:30,G
4033,0409,0433,09:34:30,G
4543K,0409,1762,09:40:30,G
4035,0409,0433,09:46:30,G
4545K,0409,1762,09:52:30,G
4037,0409,0433,09:58:30,G
4305,0409,1759,10:04:30,G
4547K,0409,1762,10:10:30,G
4039,0409,0433,10:16:30,G
4549K,0409,1762,10:22:30,G
4041,0409,0433,10:28:30,G
4551,0409,1762,10:34:30,G
4043,0409,0433,10:40:30,G
4553,0409,1762,10:46:30,G
4045,0409,0433,10:52:30,G
4555K,0409,1762,10:58:30,G
4047,0409,0433,11:04:30,G
4557,0409,1762,11:10:30,G
4049,0409,0433,11:16:30,G
4559,0409,1762,11:22:30,G
4051,0409,0433,11:28:30,G
4561,0409,1762,11:34:30,G
