TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K4,1812,1915,05:16:00,05:16:30,G
K1602,1812,1915,05:26:00,05:26:30,D
K1004,1811,1003,05:37:30,05:38:00,D
K6,1812,1915,05:42:00,05:42:30,G
K1006,1811,1003,05:47:30,05:48:00,D
K8,1812,1909,05:53:00,05:53:30,G
K1008,1811,1003,05:56:30,05:57:00,D
K10,1812,1916,06:02:00,06:02:30,G
K1010,1811,1003,06:10:30,06:11:00,D
K1604,1812,1915,06:13:00,06:13:30,D
K12,1812,1915,06:20:00,06:20:30,G
K1012,1811,1003,06:21:30,06:22:00,D
K14,1812,1909,06:27:00,06:27:30,G
K1014,1811,1003,06:33:30,06:34:00,D
K16,1812,1916,06:35:00,06:35:30,G
K18,1812,1909,06:41:00,06:41:30,G
K1016,1811,1003,06:41:30,06:42:00,D
K20,1812,1915,06:49:00,06:49:30,G
K1018,1811,1003,06:49:30,06:50:00,D
K22,1812,1909,06:56:00,06:56:30,G
K1020,1811,1003,07:00:30,07:01:00,D
K24,1812,1916,07:02:00,07:02:30,G
S26,1812,1906,07:08:30,07:09:00,G
K28,1812,1909,07:15:00,07:15:30,G
K1024,1811,1003,07:15:30,07:16:00,D
K1026,1811,1003,07:20:30,07:21:00,D
S30,1812,1906,07:21:00,07:21:30,G
K32,1812,1915,07:29:00,07:29:30,G
K1028,1811,1003,07:29:30,07:30:00,D
K1030,1811,1003,07:34:30,07:35:00,D
K34,1812,1909,07:36:00,07:36:30,G
K36,1812,1916,07:42:00,07:42:30,G
K38,1812,1906,07:48:30,07:49:00,G
K1034,1811,1003,07:49:30,07:50:00,D
K40,1812,1909,07:55:30,07:56:00,G
S42,1812,0159,08:02:00,08:02:30,G
K1038,1811,1003,08:02:30,08:03:00,D
K1040,1811,1003,08:07:30,08:08:00,D
K44,1812,1916,08:10:00,08:10:30,G
K1042,1811,1003,08:16:30,08:17:00,D
S46,1812,1019,08:17:00,08:17:30,G
K1044,1811,1003,08:21:30,08:22:00,D
K1606,1812,1915,08:25:00,08:25:30,D
S50,1812,0159,08:33:00,08:33:30,G
K1050,1811,1003,08:35:30,08:36:00,D
K52,1812,1916,08:41:00,08:41:30,G
K1052,1811,1003,08:44:30,08:45:00,D
S54,1812,1909,08:50:00,08:50:30,G
K1054,1811,1003,08:50:30,08:51:00,D
K1056,1811,1003,08:55:30,08:56:00,D
K56,1812,1022,08:56:30,08:57:00,G
K58,1812,1701,09:02:00,09:02:30,G
K60,1812,1916,09:07:00,09:07:30,G
K1058,1811,1003,09:08:30,09:09:00,D
K1060,1811,1003,09:15:30,09:16:00,D
S62,1812,1909,09:16:00,09:16:30,G
K1062,1811,1003,09:22:30,09:23:00,D
K64,1812,1906,09:23:00,09:23:30,G
K66,1812,1022,09:28:00,09:28:30,G
K1064,1811,1701,09:29:30,09:30:00,D
K68,1812,1916,09:35:00,09:35:30,G
K1608,1812,1915,09:45:00,09:45:30,D
K1068,1811,1701,09:49:30,09:50:00,D
K72,1812,1701,09:50:00,09:50:30,G
K74,1812,1906,09:55:00,09:55:30,G
K1070,1811,1003,09:59:30,10:00:00,D
K76,1812,1916,10:06:00,10:06:30,G
K1072,1811,1701,10:08:30,10:09:00,D
K80,1812,1909,10:15:00,10:15:30,G
K82,1812,1906,10:25:00,10:25:30,G
K1076,1811,1701,10:33:30,10:34:00,D
K84,1812,1916,10:37:00,10:37:30,G
K1078,1811,1003,10:43:30,10:44:00,D
K86,1812,1909,10:46:00,10:46:30,G
K88,1812,1916,10:56:00,10:56:30,G
K1202,1811,1003,10:59:30,11:00:00,D
K1610,1812,1915,11:05:00,11:05:30,D
K1080,1811,1003,11:12:30,11:13:00,D
K92,1812,1909,11:14:00,11:14:30,G
K94,1812,1906,11:24:00,11:24:30,G
K96,1812,1701,11:35:00,11:35:30,G
S98,1812,1909,11:45:00,11:45:30,G
K1084,1811,1003,11:49:30,11:50:00,D
S102,1812,1906,11:55:00,11:55:30,G
K104,1812,1916,12:05:00,12:05:30,G
K1612,1812,1915,12:14:00,12:14:30,D
K108,1812,1906,12:24:00,12:24:30,G
K110,1812,1916,12:35:00,12:35:30,G
K1088,1811,1003,12:37:30,12:38:00,D
K112,1812,1909,12:44:00,12:44:30,G
K114,1812,1906,12:54:00,12:54:30,G
K116,1812,1916,13:04:00,13:04:30,G
K1090,1811,1003,13:04:30,13:05:00,D
K1614,1812,1915,13:14:00,13:14:30,D
S120,1812,1906,13:24:00,13:24:30,G
K122,1812,1916,13:34:00,13:34:30,G
K1094,1811,1003,13:41:30,13:42:00,D
K124,1812,1909,13:44:00,13:44:30,G
S126,1812,1906,13:54:00,13:54:30,G
K128,1812,1916,14:05:00,14:05:30,G
K130,1812,1906,14:15:00,14:15:30,G
K132,1812,1916,14:25:00,14:25:30,G
K1098,1811,1701,14:27:30,14:28:00,D
K134,1812,1909,14:36:00,14:36:30,G
K136,1812,1906,14:45:00,14:45:30,G
K138,1812,1916,14:54:00,14:54:30,G
K1100,1811,1003,14:54:30,14:55:00,D
K140,1812,1909,15:07:00,15:07:30,G
K142,1812,1916,15:15:00,15:15:30,G
K144,1812,1906,15:24:00,15:24:30,G
K1104,1811,1003,15:31:30,15:32:00,D
K146,1812,1916,15:35:00,15:35:30,G
K1106,1811,1003,15:43:30,15:44:00,D
K148,1812,1909,15:44:00,15:44:30,G
K150,1812,1915,15:55:00,15:55:30,G
K152,1812,1906,16:05:00,16:05:30,G
K1110,1811,1003,16:11:30,16:12:00,D
S154,1812,1909,16:15:00,16:15:30,G
S156,1812,0159,16:24:00,16:24:30,G
K1112,1811,1003,16:25:30,16:26:00,D
K158,1812,1916,16:33:00,16:33:30,G
K160,1812,1906,16:40:00,16:40:30,G
K1114,1811,1003,16:47:30,16:48:00,D
K162,1812,1909,16:48:00,16:48:30,G
K166,1812,1909,17:05:00,17:05:30,G
K168,1812,1915,17:15:00,17:15:30,G
K1118,1811,1003,17:21:30,17:22:00,D
K170,1812,1916,17:23:00,17:23:30,G
K1204,1811,1003,17:29:30,17:30:00,D
K172,1812,1915,17:31:00,17:31:30,G
K1120,1811,1003,17:36:30,17:37:00,D
S174,1812,1022,17:40:00,17:40:30,G
K1122,1811,1003,17:45:30,17:46:00,D
K178,1812,1906,17:54:30,17:55:00,G
K1124,1811,1003,17:58:30,17:59:00,D
K180,1812,1915,18:03:00,18:03:30,G
K1126,1811,1003,18:06:30,18:07:00,D
S182,1812,1906,18:11:00,18:11:30,G
K1128,1811,1003,18:14:30,18:15:00,D
K184,1812,1916,18:19:00,18:19:30,G
K1130,1811,1003,18:20:30,18:21:00,D
K186,1812,1909,18:27:00,18:27:30,G
K1132,1811,1003,18:30:30,18:31:00,D
K188,1812,1906,18:34:00,18:34:30,G
K1136,1811,1003,18:37:30,18:38:00,D
K190,1812,1916,18:43:00,18:43:30,G
K1138,1811,1003,18:45:30,18:46:00,D
S192,1812,1909,18:50:00,18:50:30,G
K1140,1811,1003,18:50:30,18:51:00,D
K194,1812,1915,18:57:00,18:57:30,G
K1142,1811,1003,18:57:30,18:58:00,D
K196,1812,1916,19:05:00,19:05:30,G
K1144,1811,1003,19:07:30,19:08:00,D
K1146,1811,1003,19:12:30,19:13:00,D
K198,1812,1909,19:13:00,19:13:30,G
K1148,1811,1003,19:18:30,19:19:00,D
K200,1812,1906,19:24:00,19:24:30,G
K1150,1811,1003,19:27:30,19:28:00,D
K202,1812,1916,19:31:00,19:31:30,G
K1152,1811,1003,19:34:30,19:35:00,D
K204,1812,1022,19:39:00,19:39:30,G
K1154,1811,1701,19:40:30,19:41:00,D
K206,1812,1909,19:47:00,19:47:30,G
K1156,1811,1003,19:47:30,19:48:00,D
K1158,1811,1003,19:52:30,19:53:00,D
K208,1812,1916,19:55:00,19:55:30,G
K1160,1811,1701,19:58:30,19:59:00,D
K210,1812,1906,20:03:00,20:03:30,G
K1162,1811,1003,20:05:30,20:06:00,D
K212,1812,1909,20:12:00,20:12:30,G
K1164,1811,1003,20:12:30,20:13:00,D
K1166,1811,1701,20:20:30,20:21:00,D
K214,1812,1915,20:21:00,20:21:30,G
K1168,1811,1003,20:28:30,20:29:00,D
K216,1812,1909,20:30:00,20:30:30,G
K218,1812,1701,20:35:00,20:35:30,G
K1170,1811,1003,20:39:30,20:40:00,D
K220,1812,1916,20:41:00,20:41:30,G
K1172,1811,1003,20:45:00,20:45:30,D
S224,1812,0159,20:51:00,20:51:30,G
K1174,1811,1003,20:54:30,20:55:00,D
K226,1812,1916,21:00:00,21:00:30,G
K1176,1811,1701,21:02:30,21:03:00,D
K228,1812,1906,21:09:00,21:09:30,G
K1178,1811,1003,21:11:30,21:12:00,D
K230,1812,1701,21:16:00,21:16:30,G
K1180,1811,1701,21:19:30,21:20:00,D
K232,1812,1915,21:22:00,21:22:30,G
K1182,1811,1003,21:29:30,21:30:00,D
K234,1812,1909,21:32:00,21:32:30,G
K1184,1811,1701,21:37:30,21:38:00,D
S236,1812,0159,21:41:00,21:41:30,G
K1186,1811,1003,21:45:30,21:46:00,D
K238,1812,1916,21:51:00,21:51:30,G
K1188,1811,1003,21:56:30,21:57:00,D
K240,1812,1022,22:01:30,22:02:00,G
K1190,1811,1003,22:08:30,22:09:00,D
K242,1812,1916,22:10:00,22:10:30,G
K244,1812,1022,22:19:00,22:19:30,G
K1192,1811,1003,22:21:30,22:22:00,D
K246,1812,1909,22:24:00,22:24:30,G
K248,1812,1022,22:33:00,22:33:30,G
K1194,1811,1701,22:33:30,22:34:00,D
S250,1812,0158,22:42:00,22:42:30,G
K1196,1811,1003,22:46:30,22:47:00,D
K252,1812,1906,22:47:00,22:47:30,G
K254,1812,1022,22:57:00,22:57:30,G
K1198,1811,1701,22:57:30,22:58:00,D
K256,1812,1019,23:09:00,23:09:30,G
K258,1812,1701,23:17:00,23:17:30,G
K1200,1811,1804,23:17:30,23:18:00,D
S260,1812,0158,23:24:00,23:24:30,G
K262,1812,1701,23:35:00,23:35:30,G
K264,1812,1701,23:46:00,23:46:30,G
K266,1812,1701,23:59:00,23:59:30,G
