TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
5002,2527,2511,05:31:30,G
5004,2531,2511,05:46:20,G
5006,2541,2511,05:57:20,G
5008,2545,2511,06:07:50,G
5010,2549,2511,06:17:00,G
5012,2554,2511,06:24:40,G
5502,2561,2511,06:30:40,G
5014,2554,2511,06:36:10,G
5504,2561,2511,06:42:10,G
5016,2554,2511,06:48:10,G
5506,2561,2511,06:54:10,G
5018,2554,2511,07:00:10,G
5508,2561,2511,07:06:10,G
5020,2554,2511,07:12:10,G
5510,2561,2511,07:17:10,G
5022,2554,2511,07:22:10,G
5512,2561,2511,07:27:10,G
5024,2554,2511,07:32:10,G
5514,2561,2511,07:37:10,G
5026,2554,2511,07:42:10,G
5516,2561,2511,07:46:10,G
5028,2554,2511,07:50:10,G
5518,2561,2511,07:54:10,G
5030,2554,2511,07:58:10,G
5520,2561,2511,08:02:10,G
5032,2554,2511,08:06:10,G
5522,2561,2511,08:10:10,G
5034,2554,2511,08:13:10,G
5524,2561,2511,08:16:10,G
5036,2554,2511,08:19:10,G
5526,2561,2511,08:22:10,G
5038,2554,2511,08:25:10,G
5528,2561,2511,08:28:10,G
5040,2554,2511,08:31:10,G
5530,2561,2511,08:34:40,G
5042,2554,2511,08:37:10,G
5532,2561,2511,08:39:40,G
5044,2554,2511,08:42:10,G
5534,2561,2511,08:44:40,G
5046,2554,2511,08:47:10,G
5536,2561,2511,08:49:40,G
5048,2554,2511,08:52:10,G
5538,2561,2511,08:54:40,G
5050,2554,2511,08:57:10,G
5540,2561,2511,08:59:40,G
5052,2554,2511,09:02:10,G
5542,2561,2511,09:04:40,G
5054,2554,2511,09:07:10,G
5544,2561,2511,09:10:10,G
5056,2554,2511,09:13:10,G
5546,2561,2511,09:16:10,G
5058,2554,2511,09:19:10,G
5548,2561,2511,09:22:10,G
5060,2554,2511,09:25:10,G
5550,2561,2511,09:28:10,G
5062,2554,2511,09:32:10,G
5552,2561,2511,09:36:10,G
5064,2554,2511,09:41:10,G
5554,2561,2511,09:46:10,G
