TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K5128,1208,100C,21:42:00,00:00:00,G
K5144,1219,100C,24:33:00,00:00:00,G
K5002,1208,1284,05:58:30,05:59:00,G
K5004,1014,1284,06:11:00,06:11:30,G
K5006,1210,1284,06:27:30,06:28:00,G
K5008,1219,1284,06:49:00,06:49:30,G
K5010,1219,1284,06:58:30,06:59:00,G
K5012,1219,1284,07:12:30,07:13:00,G
K5014,1219,1284,07:37:30,07:38:00,G
K5016,1219,1284,07:51:30,07:52:00,G
K5018,1219,1284,08:10:30,08:11:00,G
K5020,1208,1284,08:20:30,08:21:00,G
K5022,1219,1284,08:38:30,08:39:00,G
K5024,1210,1284,08:53:30,08:54:00,G
K5026,1219,1284,09:05:30,09:06:00,G
K5028,1208,1284,09:17:00,09:17:30,G
K5302,100C,1284,00:00:00,09:31:00,G
K5030,1220,1284,09:38:00,09:38:30,G
K5032,1208,1284,09:49:30,09:50:00,G
K5034,1219,1284,10:01:30,10:02:00,G
K5036,1208,1284,10:15:30,10:16:00,G
K5038,1219,1284,10:37:30,10:38:00,G
K5040,1208,1284,11:00:00,11:00:30,G
K5042,1219,1284,11:06:30,11:07:00,G
K5044,1208,1284,11:20:30,11:21:00,G
K5046,1219,1284,11:42:00,11:42:30,G
K5048,1208,1284,11:54:00,11:54:30,G
K5050,1219,1284,12:06:30,12:07:00,G
K5052,1208,1284,12:20:00,12:20:30,G
K5054,1220,1284,12:40:30,12:41:00,G
K5056,1208,1284,12:50:30,12:51:00,G
K5058,1219,1284,13:07:30,13:08:00,G
K5060,1208,1284,13:28:00,13:28:30,G
K5062,1219,1284,13:41:30,13:42:00,G
K5064,1210,1284,13:56:30,13:57:00,G
K5066,1219,1284,14:09:00,14:09:30,G
K5068,1208,1284,14:18:30,14:19:00,G
K5070,1219,1284,14:38:30,14:39:00,G
K5072,1208,1284,14:49:30,14:50:00,G
K5074,1219,1284,15:03:50,15:04:20,G
K5076,1208,1284,15:15:00,15:15:30,G
K5078,1219,1284,15:35:50,15:36:20,G
K5080,1208,1284,15:49:00,15:49:30,G
K5082,1219,1284,16:04:00,16:04:30,G
K5084,1208,1284,16:19:30,16:20:00,G
K5086,1219,1284,16:39:30,16:40:00,G
K5088,1208,1284,16:49:30,16:50:00,G
K5090,1219,1284,17:07:00,17:07:30,G
K5092,1208,1284,17:25:00,17:25:30,G
K5094,1219,1284,17:34:30,17:35:00,G
K5096,1208,1284,17:56:00,17:56:30,G
K5098,1220,1284,18:15:00,18:15:30,G
K5100,1208,1284,18:22:00,18:22:30,G
K5102,1219,1284,18:38:00,18:38:30,G
K5104,1208,1284,18:53:00,18:53:30,G
K5106,1219,1284,19:00:30,19:01:00,G
K5108,1208,1284,19:08:00,19:08:30,G
K5304,100C,1284,00:00:00,19:25:00,G
K5110,1219,1284,19:31:30,19:32:00,G
K5112,1210,1284,19:54:00,19:54:30,G
K5114,1219,1284,20:06:30,20:07:00,G
K5116,1208,1284,20:13:30,20:14:00,G
K5118,1219,1284,20:38:30,20:39:00,G
K5120,1208,1284,20:50:00,20:50:30,G
K5122,1220,1284,21:03:00,21:03:30,G
K5124,1208,1284,21:10:30,21:11:00,G
K5126,1219,1284,21:35:30,21:36:00,G
K5130,1219,1284,22:04:00,22:04:30,G
K5132,1208,1284,22:17:30,22:18:00,G
K5134,1219,1271,22:37:00,22:37:30,G
K5136,1208,1284,22:50:00,22:50:30,G
K5138,1219,1284,23:15:30,23:16:00,G
K5140,1219,1284,23:40:30,23:41:00,G
K5142,1208,1271,23:58:30,23:59:00,G
