TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K4,1812,1915,05:07:30,G
K6,1812,1916,05:18:30,G
K8,1812,1915,05:30:30,G
K1004,1811,1003,05:32:00,D
K10,1812,1915,05:42:30,G
K1006,1811,1003,05:49:00,D
K12,1812,1916,05:54:30,G
K1008,1811,1003,06:04:00,D
K14,1812,1909,06:04:30,G
K16,1812,1915,06:14:30,G
K1010,1811,1003,06:21:00,D
K18,1812,1916,06:27:30,G
K20,1812,1909,06:37:30,G
K1012,1811,1003,06:38:00,D
K22,1812,1915,06:46:30,G
K1014,1811,1003,06:55:00,D
K24,1812,1909,06:55:30,G
K26,1812,1916,07:03:30,G
K1016,1811,1003,07:11:00,D
K28,1812,1909,07:12:30,G
K30,1812,1906,07:22:30,G
K1018,1811,1003,07:27:00,D
K32,1812,1916,07:31:30,G
K34,1812,1909,07:39:30,G
K1020,1811,1003,07:45:00,D
K36,1812,1916,07:48:00,G
K38,1812,1909,07:58:30,G
K1022,1811,1003,08:02:00,D
S40,1812,1906,08:06:30,G
K42,1812,1916,08:15:30,G
K1024,1811,1003,08:20:00,D
K44,1812,1909,08:23:30,G
K46,1812,1022,08:31:30,G
K1026,1811,1003,08:37:00,D
K48,1812,1019,08:39:30,G
K50,1812,1916,08:47:30,G
K1028,1811,1003,08:53:00,D
S52,1812,1909,08:56:30,G
K54,1812,1906,09:03:30,G
S56,1812,1909,09:11:30,G
K1030,1811,1003,09:12:00,D
K58,1812,1916,09:19:30,G
K60,1812,1022,09:27:30,G
K62,1812,1906,09:36:30,G
K1034,1811,1003,09:43:00,D
K64,1812,1022,09:46:30,G
K66,1812,1916,09:56:30,G
K1036,1811,1003,09:57:00,D
K68,1812,1909,10:06:30,G
K1038,1811,1003,10:11:00,D
K70,1812,1906,10:15:30,G
K1040,1811,1003,10:23:00,D
K72,1812,1916,10:26:30,G
K74,1812,1909,10:35:30,G
K76,1812,1906,10:44:30,G
K1044,1811,1003,10:50:00,D
K78,1812,1916,10:54:30,G
K80,1812,1909,11:04:30,G
K1046,1811,1003,11:07:00,D
S82,1812,1906,11:15:30,G
K1048,1811,1003,11:19:00,D
K84,1812,1916,11:26:30,G
K86,1812,1909,11:36:30,G
K1052,1811,1003,11:45:00,D
K88,1812,1906,11:46:30,G
K90,1812,1916,11:55:30,G
K1054,1811,1003,11:59:00,D
S92,1812,1909,12:05:30,G
K1056,1811,1003,12:09:00,D
K94,1812,1906,12:15:30,G
K1058,1811,1003,12:24:00,D
K96,1812,1916,12:26:30,G
S98,1812,1909,12:36:30,G
K100,1812,1906,12:46:30,G
K1062,1811,1003,12:48:00,D
K102,1812,1916,12:55:30,G
K1064,1811,1003,13:03:00,D
K104,1812,1909,13:05:30,G
K1066,1811,1003,13:15:00,D
S106,1812,1019,13:18:30,G
K108,1812,1916,13:25:30,G
S110,1812,1909,13:35:30,G
K1070,1811,1003,13:38:00,D
K112,1812,1906,13:45:30,G
K1072,1811,1003,13:51:00,D
K114,1812,1916,13:56:30,G
K1074,1811,1003,14:03:00,D
S116,1812,1906,14:06:30,G
K1076,1811,1003,14:16:00,D
K118,1812,1916,14:16:30,G
K120,1812,1909,14:26:30,G
K122,1812,1906,14:35:30,G
K124,1812,1916,14:45:30,G
K1080,1811,1003,14:46:00,D
K126,1812,1909,14:54:30,G
K1082,1811,1003,14:59:00,D
K128,1812,1916,15:04:30,G
K1084,1811,1003,15:16:00,D
K130,1812,1701,15:17:30,G
K132,1812,1916,15:26:30,G
S134,1812,1909,15:35:30,G
K1088,1811,1003,15:36:00,D
K136,1812,1916,15:45:30,G
K1090,1811,1003,15:50:00,D
K138,1812,1701,15:54:30,G
K1092,1811,1003,16:02:00,D
K140,1812,1916,16:05:30,G
K142,1812,1915,16:16:30,G
K1094,1811,1003,16:19:00,D
K144,1812,1916,16:26:30,G
K146,1812,1906,16:34:30,G
K1098,1811,1003,16:41:00,D
S148,1812,1909,16:42:30,G
K150,1812,1915,16:50:30,G
K1100,1811,1003,16:57:00,D
S152,1812,1906,16:58:30,G
K154,1812,1916,17:07:30,G
K1102,1811,1003,17:08:00,D
S156,1812,1909,17:15:30,G
K158,1812,1906,17:23:30,G
K1106,1811,1003,17:31:00,D
K160,1812,1916,17:31:30,G
K162,1812,1906,17:40:30,G
K164,1812,1701,17:45:30,G
K1108,1811,1003,17:48:00,D
K166,1812,1915,17:55:30,G
K1110,1811,1003,18:01:00,D
K168,1812,1022,18:02:30,G
K1112,1811,1003,18:11:00,D
S170,1812,1909,18:11:30,G
K172,1812,1916,18:18:30,G
K1114,1811,1003,18:25:00,D
K174,1812,1906,18:26:30,G
S176,1812,1022,18:34:30,G
K1116,1811,1003,18:39:00,D
K178,1812,1916,18:41:30,G
K180,1812,1906,18:48:30,G
K1118,1811,1003,18:52:00,D
K182,1812,1909,18:57:30,G
K1120,1811,1003,19:04:00,D
K184,1812,1022,19:07:30,G
K186,1812,1916,19:15:30,G
K1122,1811,1003,19:21:00,D
K188,1812,1909,19:22:30,G
K190,1812,1022,19:30:30,G
K1124,1811,1003,19:31:00,D
K192,1812,1916,19:38:30,G
K1126,1811,1003,19:44:00,D
K194,1812,1022,19:46:30,G
K196,1812,1906,19:55:30,G
K1128,1811,1003,19:59:00,D
K198,1812,1915,20:03:30,G
K200,1812,1909,20:11:30,G
K1130,1811,1003,20:13:00,D
S202,1812,0159,20:19:30,G
K204,1812,1916,20:24:30,G
K1132,1811,1003,20:28:00,D
K206,1812,1701,20:32:30,G
K1406,1811,1701,20:35:00,D
K208,1812,1909,20:42:30,G
K1134,1811,1003,20:50:00,D
K210,1812,1916,20:52:30,G
K212,1812,1906,21:02:30,G
K1136,1811,1003,21:06:00,D
S216,1812,0159,21:12:30,G
K218,1812,1916,21:22:30,G
K1138,1811,1003,21:23:00,D
S220,1812,0159,21:32:30,G
K1140,1811,1003,21:40:00,D
K222,1812,1916,21:42:30,G
