TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
3001,0326,0342,05:59:30,06:00:00,G
3003,0316,0342,06:18:00,06:18:30,G
3005,0310,0342,06:31:00,06:31:30,G
3007,0310,0342,06:39:00,06:39:30,G
3009K,1958,0342,06:48:30,06:49:00,G
3011,0310,0342,06:57:00,06:57:30,G
3013K,1958,0342,07:04:00,07:04:30,G
3015K,0310,0342,07:10:00,07:10:30,G
3017K,1958,0342,07:16:30,07:17:00,G
3019,1958,0342,07:23:00,07:23:30,G
3021,0310,0342,07:29:00,07:29:30,G
3023,1958,0342,07:34:30,07:35:00,G
3025K,1958,0342,07:40:30,07:41:00,G
3027,0310,0342,07:46:00,07:46:30,G
3029,1958,0342,07:52:00,07:52:30,G
3031,0310,0342,07:57:30,07:58:00,G
3033K,1958,0342,08:02:00,08:02:30,G
3035,0310,0342,08:06:30,08:07:00,G
3037,1958,0342,08:10:30,08:11:00,G
3039,0310,0342,08:14:30,08:15:00,G
3041K,1958,0342,08:18:30,08:19:00,G
3043,0310,0342,08:22:00,08:22:30,G
3045,0310,0342,08:25:00,08:25:30,G
3049,0310,0342,08:32:00,08:32:30,G
3051,1958,0342,08:35:30,08:36:00,G
3055K,0310,0342,08:43:00,08:43:30,G
3057K,1958,0342,08:47:00,08:47:30,G
3059,0310,0342,08:50:30,08:51:00,G
3063K,0310,0342,08:57:30,08:58:00,G
3065,1958,0342,09:00:30,09:01:00,G
3067K,0310,0342,09:04:00,09:04:30,G
3069,1958,0342,09:07:30,09:08:00,G
3071,1958,0342,09:11:00,09:11:30,G
3075,1958,0342,09:18:00,09:18:30,G
3079K,1958,0342,09:25:00,09:25:30,G
3081K,1958,0342,09:28:30,09:29:00,G
3083,1958,0342,09:31:30,09:32:00,G
3085,0310,0342,09:34:30,09:35:00,G
3087,1958,0342,09:38:30,09:39:00,G
3089,1958,0342,09:42:30,09:43:00,G
3091,0310,0342,09:46:30,09:47:00,G
3093,1958,0342,09:50:30,09:51:00,G
3097,1958,0342,09:58:30,09:59:00,G
3103,1958,0342,10:06:30,10:07:00,G
3107,1958,0342,10:14:30,10:15:00,G
3109,0310,0342,10:19:00,10:19:30,G
3113,1958,0342,10:24:30,10:25:00,G
3117K,1958,0342,10:34:30,10:35:00,G
3119K,1958,0342,10:39:30,10:40:00,G
3121K,1958,0342,10:45:30,10:46:00,G
3123,1958,0342,10:51:00,10:51:30,G
3127,1958,0342,11:02:30,11:03:00,G
3129,1958,0342,11:08:30,11:09:00,G
3131,1958,0342,11:15:30,11:16:00,G
3133,0310,0342,11:22:30,11:23:00,G
3137K,1958,0342,11:36:30,11:37:00,G
3143,1958,0342,11:47:30,11:48:00,G
3145,1958,0342,11:53:30,11:54:00,G
3147,0310,0342,11:59:30,12:00:00,G
3151K,1958,0342,12:12:30,12:13:00,G
3153,0310,0342,12:18:00,12:18:30,G
3155K,1958,0342,12:24:30,12:25:00,G
3159,0310,0342,12:31:00,12:31:30,G
3161,1958,0342,12:37:30,12:38:00,G
3163,1958,0342,12:44:00,12:44:30,G
3165,1958,0342,12:51:00,12:51:30,G
3167,0310,0342,12:57:00,12:57:30,G
3169K,1958,0342,13:02:30,13:03:00,G
3171,1958,0342,13:09:30,13:10:00,G
3173K,0310,0342,13:16:30,13:17:00,G
3175,1958,0342,13:23:30,13:24:00,G
3177,1958,0342,13:30:30,13:31:00,G
3179,0310,0342,13:37:30,13:38:00,G
3181,1958,0342,13:44:30,13:45:00,G
3183,1958,0342,13:51:30,13:52:00,G
3187,1958,0342,14:00:30,14:01:00,G
3189K,1958,0342,14:09:30,14:10:00,G
3193K,1958,0342,14:19:30,14:20:00,G
3195,1958,0342,14:28:30,14:29:00,G
3197,1958,0342,14:36:30,14:37:00,G
3201,1958,0342,14:45:00,14:45:30,G
3203,0310,0342,14:53:00,14:53:30,G
3205,1958,0342,15:00:00,15:00:30,G
3207K,1958,0342,15:07:30,15:08:00,G
3209,0310,0342,15:13:30,15:14:00,G
3211,1958,0342,15:19:30,15:20:00,G
3213,1958,0342,15:26:30,15:27:00,G
3215K,0310,0342,15:32:30,15:33:00,G
3217,1958,0342,15:39:00,15:39:30,G
3219K,1958,0342,15:46:00,15:46:30,G
3221K,0310,0342,15:53:00,15:53:30,G
3223K,1958,0342,15:59:00,15:59:30,G
3225,1958,0342,16:06:30,16:07:00,G
3227,0310,0342,16:12:30,16:13:00,G
3229,1958,0342,16:19:30,16:20:00,G
3231,1958,0342,16:27:30,16:28:00,G
3235,1958,0342,16:36:00,16:36:30,G
3237,1958,0342,16:46:00,16:46:30,G
3241,1958,0342,16:55:30,16:56:00,G
3243,1958,0342,17:04:30,17:05:00,G
3247,1958,0342,17:13:00,17:13:30,G
3249,1958,0342,17:21:00,17:21:30,G
3251,0310,0342,17:29:00,17:29:30,G
3253,1958,0342,17:36:30,17:37:00,G
3255K,0310,0342,17:42:00,17:42:30,G
3257K,1958,0342,17:47:30,17:48:00,G
3259,0310,0342,17:52:30,17:53:00,G
3261K,1958,0342,17:57:00,17:57:30,G
3263,1958,0342,18:01:30,18:02:00,G
3265,0310,0342,18:05:30,18:06:00,G
3267,1958,0342,18:09:30,18:10:00,G
3269,0310,0342,18:13:30,18:14:00,G
3271K,1958,0342,18:17:30,18:18:00,G
3273,0310,0342,18:21:30,18:22:00,G
3275,1958,0342,18:26:00,18:26:30,G
3277,0310,0342,18:29:30,18:30:00,G
3279,1958,0342,18:34:00,18:34:30,G
3283K,1958,0342,18:43:30,18:44:00,G
3285,1958,0342,18:47:30,18:48:00,G
3287K,0310,0342,18:52:00,18:52:30,G
3289,1958,0342,18:56:30,18:57:00,G
3293K,1958,0342,19:05:00,19:05:30,G
3295,0310,0342,19:09:30,19:10:00,G
3297K,1958,0342,19:14:00,19:14:30,G
3301K,1958,0342,19:22:00,19:22:30,G
3305K,1958,0342,19:29:30,19:30:00,G
3307,0310,0342,19:33:00,19:33:30,G
3309,1958,0342,19:37:30,19:38:00,G
3311,0310,0342,19:41:30,19:42:00,G
3315,0310,0342,19:51:00,19:51:30,G
3317,1958,0342,19:54:30,19:55:00,G
3319,1958,0342,19:59:30,20:00:00,G
3321,0310,0342,20:04:30,20:05:00,G
3323,1958,0342,20:09:30,20:10:00,G
3325K,0310,0342,20:14:30,20:15:00,G
3329K,1958,0342,20:24:30,20:25:00,G
3331,0310,0342,20:29:30,20:30:00,G
3333,1958,0342,20:35:00,20:35:30,G
3337,1958,0342,20:44:30,20:45:00,G
3339K,0310,0342,20:49:30,20:50:00,G
3341,1958,0342,20:54:30,20:55:00,G
3343,0310,0342,20:59:30,21:00:00,G
3345,1958,0342,21:04:00,21:04:30,G
3347,1958,0342,21:10:00,21:10:30,G
3349K,0310,0342,21:15:00,21:15:30,G
3351K,1958,0342,21:20:00,21:20:30,G
3353,1958,0342,21:26:00,21:26:30,G
3357,1958,0342,21:36:30,21:37:00,G
3359,0310,0342,21:41:30,21:42:00,G
3361,1958,0342,21:46:30,21:47:00,G
3363,1958,0342,21:53:30,21:54:00,G
3365K,0310,0342,22:01:00,22:01:30,G
3367,1958,0342,22:06:30,22:07:00,G
3369,0310,0342,22:13:00,22:13:30,G
3371,1958,0342,22:18:30,22:19:00,G
3375,1958,0342,22:31:30,22:32:00,G
3377,0310,0342,22:37:00,22:37:30,G
3379K,1958,0342,22:43:30,22:44:00,G
3381K,1958,0342,22:50:30,22:51:00,G
3383K,1958,0342,22:57:30,22:58:00,G
3385K,1958,0342,23:05:30,23:06:00,G
3389,1958,0342,23:17:30,23:18:00,G
3393,1958,0342,23:35:00,23:35:30,G
3395K,0310,0342,23:43:00,23:43:30,G
3397,1958,0342,23:52:30,23:53:00,G
3403,1958,0342,24:09:30,24:10:00,G
3409,1958,0342,24:27:30,24:28:00,G
3413,0310,0342,24:45:00,24:45:30,G
