TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
S913,0158,0150,24:39:00,00:00:00,G
S915,0158,0150,25:00:00,00:00:00,G
S911,0158,0150,24:23:00,00:00:00,G
S401,0150,1749,00:00:00,05:21:00,G
K9,1019,1812,05:29:30,05:30:00,G
S11,0159,1812,05:34:00,05:34:30,G
K13,1022,1812,05:38:30,05:39:00,G
S405,0159,1749,05:42:00,05:42:30,G
S15,0159,1812,05:48:00,05:48:30,G
K407,1019,1749,05:52:30,05:53:00,G
K17,1906,1812,05:58:00,05:58:30,G
K19,1909,1812,06:05:00,06:05:30,G
K409,1019,1749,06:10:30,06:11:00,G
K23,1909,1812,06:17:00,06:17:30,G
K25,1022,1812,06:22:30,06:23:00,G
K411,1019,1749,06:27:30,06:28:00,G
S27,0159,1812,06:31:30,06:32:00,G
K29,1916,1812,06:37:00,06:37:30,G
S413,1019,1749,06:40:30,06:41:00,G
S31,0159,1812,06:45:30,06:46:00,G
K415,1019,1749,06:49:30,06:50:00,G
K33,1909,1812,06:54:00,06:54:30,G
K625,1019,1728,06:57:30,06:58:00,G
S35,0159,1812,07:01:00,07:01:30,G
S417,1019,1749,07:04:30,07:05:00,G
K37,1916,1812,07:07:30,07:08:00,G
K627,0158,1408,07:10:30,07:11:00,G
S39,1019,1812,07:13:30,07:14:00,G
K419,1019,1749,07:16:30,07:17:00,G
K41,1906,1812,07:20:00,07:20:30,G
K629,1019,1728,07:23:30,07:24:00,G
K43,1916,1812,07:27:00,07:27:30,G
K421,1019,1749,07:30:00,07:30:30,G
K45,1906,1812,07:33:00,07:33:30,G
K1903,0150,1408,00:00:00,07:35:00,D
K631,1019,1728,07:36:30,07:37:00,G
S47,1909,1812,07:40:00,07:40:30,G
S423,0159,1749,07:43:00,07:43:30,G
K49,1915,1812,07:46:30,07:47:00,G
K633,1019,1408,07:50:30,07:51:00,G
K51,1909,1812,07:54:30,07:55:00,G
S425,1019,1749,07:58:00,07:58:30,G
K1601,1915,1812,08:01:30,08:02:00,D
K635,1019,1728,08:04:30,08:05:00,G
K53,1916,1812,08:07:30,08:08:00,G
K427,1019,1716,08:11:00,08:11:30,G
K55,1909,1812,08:14:30,08:15:00,G
K637,0158,1408,08:18:00,08:18:30,G
K57,1915,1812,08:21:30,08:22:00,G
K429,1019,1716,08:24:30,08:25:00,G
K59,1916,1812,08:28:00,08:28:30,G
K431,1019,1749,08:30:30,08:31:00,G
K61,1915,1701,08:33:30,08:34:00,G
K639,0158,1728,08:36:30,08:37:00,G
K1603,1916,1812,08:40:30,08:41:00,D
K433,1019,1716,08:43:30,08:44:00,G
K63,1915,1812,08:47:00,08:47:30,G
K435,1019,1749,08:50:30,08:51:00,G
K801,1915,1701,08:55:00,08:55:30,G
K65,1909,1812,08:59:00,08:59:30,G
K641,1019,1408,09:02:30,09:03:00,G
K67,1915,1812,09:06:30,09:07:00,G
K1605,1916,1812,09:10:30,09:11:00,D
S437,1019,1749,09:13:30,09:14:00,G
K803,1915,1701,09:17:30,09:18:00,G
K643,1019,1408,09:21:30,09:22:00,G
K71,1915,1812,09:24:30,09:25:00,G
K805,1909,1701,09:28:00,09:28:30,G
S439,1019,1749,09:31:00,09:31:30,G
K73,1915,1812,09:34:30,09:35:00,G
K645,0158,1408,09:37:00,09:37:30,G
K809,1915,1701,09:40:30,09:41:00,G
K75,1909,1812,09:44:00,09:44:30,G
K441,1019,1749,09:47:30,09:48:00,G
K77,1916,1812,09:51:00,09:51:30,G
K647,0158,1408,09:54:30,09:55:00,G
S79,1906,1812,09:58:00,09:58:30,G
K443,1019,1749,10:02:30,10:03:00,G
K81,1915,1701,10:06:30,10:07:00,G
K649,0158,1408,10:10:00,10:10:30,G
S83,1906,1812,10:14:00,10:14:30,G
K813,1909,1701,10:18:00,10:18:30,G
S445,1019,1749,10:22:00,10:22:30,G
K85,1916,1812,10:26:00,10:26:30,G
K651,0158,1728,10:30:00,10:30:30,G
K87,1915,1812,10:36:30,10:37:00,G
S447,1019,1749,10:42:30,10:43:00,G
K89,1906,1812,10:47:00,10:47:30,G
K653,0158,1408,10:51:00,10:51:30,G
K91,1916,1812,10:56:00,10:56:30,G
K449,1019,1749,11:00:30,11:01:00,G
K93,1909,1812,11:06:00,11:06:30,G
K655,0158,1728,11:10:00,11:10:30,G
K817,1915,1701,11:14:00,11:14:30,G
K95,1022,1812,11:18:00,11:18:30,G
K451,1019,1749,11:23:00,11:23:30,G
K97,1909,1812,11:28:00,11:28:30,G
K657,0158,1408,11:32:30,11:33:00,G
K99,1916,1812,11:37:00,11:37:30,G
K453,1019,1749,11:41:30,11:42:00,G
S101,1909,1812,11:47:00,11:47:30,G
K659,0158,1728,11:51:00,11:51:30,G
K103,1916,1812,11:57:00,11:57:30,G
K455,1019,1749,12:01:30,12:02:00,G
K105,1906,1812,12:07:00,12:07:30,G
K661,0158,1408,12:11:00,12:11:30,G
S107,1909,1812,12:16:30,12:17:00,G
K457,1019,1749,12:21:30,12:22:00,G
K109,1916,1812,12:27:00,12:27:30,G
K663,0158,1728,12:32:00,12:32:30,G
K1607,1915,1812,12:37:00,12:37:30,D
K459,1019,1749,12:42:30,12:43:00,G
K111,1906,1812,12:46:30,12:47:00,G
K665,0158,1408,12:51:00,12:51:30,G
K115,1916,1812,12:56:00,12:56:30,G
S461,1019,1749,13:01:30,13:02:00,G
K117,1906,1812,13:08:00,13:08:30,G
K667,0158,1728,13:12:00,13:12:30,G
K119,1909,1812,13:17:00,13:17:30,G
S463,1019,1749,13:21:30,13:22:00,G
K819,1916,1701,13:26:00,13:26:30,G
K669,0158,1408,13:32:00,13:32:30,G
K1609,1915,1812,13:37:00,13:37:30,D
K465,1019,1749,13:41:30,13:42:00,G
K125,1909,1812,13:47:00,13:47:30,G
K671,0158,1728,13:52:00,13:52:30,G
K127,1916,1812,13:56:30,13:57:00,G
K467,1019,1749,14:00:30,14:01:00,G
K129,1906,1812,14:07:00,14:07:30,G
K675,0158,1408,14:11:00,14:11:30,G
K131,1909,1812,14:17:00,14:17:30,G
S469,1019,1749,14:21:30,14:22:00,G
K133,1916,1812,14:27:00,14:27:30,G
K677,0158,1728,14:32:00,14:32:30,G
S135,1906,1812,14:38:00,14:38:30,G
S471,1019,1749,14:42:30,14:43:00,G
S137,1909,1812,14:47:00,14:47:30,G
K679,0158,1408,14:51:00,14:51:30,G
K1611,1915,1701,14:56:00,14:56:30,D
K473,1019,1749,15:01:30,15:02:00,G
K141,1916,1812,15:06:30,15:07:00,G
K683,0158,1728,15:11:00,15:11:30,G
K143,1906,1812,15:16:00,15:16:30,G
K475,1019,1749,15:21:30,15:22:00,G
K147,1916,1812,15:27:00,15:27:30,G
K477,0158,1716,15:32:00,15:32:30,G
K149,1906,1812,15:37:00,15:37:30,G
K479,1019,1749,15:41:30,15:42:00,G
K151,1909,1812,15:46:00,15:46:30,G
K689,0158,1728,15:50:00,15:50:30,G
K153,1916,1812,15:56:00,15:56:30,G
K481,1019,1749,16:01:30,16:02:00,G
S155,1906,1812,16:07:00,16:07:30,G
K691,0158,1408,16:11:00,16:11:30,G
K1613,1915,1812,16:16:00,16:16:30,D
K483,1019,1749,16:21:30,16:22:00,G
K161,1916,1812,16:26:00,16:26:30,G
K693,0158,1728,16:30:30,16:31:00,G
S163,1906,1812,16:36:00,16:36:30,G
K485,1019,1749,16:41:30,16:42:00,G
K165,1909,1812,16:46:00,16:46:30,G
K695,0158,1408,16:51:00,16:51:30,G
K169,1916,1812,16:56:00,16:56:30,G
S487,1019,1749,17:00:30,17:01:00,G
K171,1906,1812,17:06:00,17:06:30,G
K697,0158,1408,17:11:00,17:11:30,G
S173,0159,1812,17:15:00,17:15:30,G
S489,1019,1749,17:22:00,17:22:30,G
K175,1916,1812,17:26:00,17:26:30,G
K699,0158,1728,17:29:00,17:29:30,G
K177,1906,1812,17:34:00,17:34:30,G
S491,0159,1749,17:38:00,17:38:30,G
K1615,1915,1812,17:42:30,17:43:00,D
K701,1019,1408,17:47:30,17:48:00,G
K183,1906,1812,17:52:00,17:52:30,G
K703,0158,1728,17:56:00,17:56:30,G
K185,1916,1812,17:59:30,18:00:00,G
K493,1019,1749,18:03:30,18:04:00,G
K187,1906,1812,18:09:00,18:09:30,G
K495,0158,1749,18:13:00,18:13:30,G
K189,1909,1812,18:17:00,18:17:30,G
K705,0158,1408,18:21:00,18:21:30,G
K191,1916,1812,18:25:00,18:25:30,G
S497,1019,1749,18:29:00,18:29:30,G
K1921,0150,1408,00:00:00,18:34:00,D
K193,1906,1812,18:34:00,18:34:30,G
K707,0158,1728,18:38:30,18:39:00,G
K195,1916,1812,18:42:30,18:43:00,G
K499,1019,1749,18:46:00,18:46:30,G
K197,1909,1812,18:50:00,18:50:30,G
K709,1019,1728,18:54:00,18:54:30,G
K199,1906,1812,18:57:00,18:57:30,G
K501,0158,1716,19:00:00,19:00:30,G
K201,1916,1812,19:04:00,19:04:30,G
K711,1019,1728,19:07:30,19:08:00,G
K203,1022,1812,19:12:00,19:12:30,G
K503,0158,1749,19:15:30,19:16:00,G
S205,1909,1812,19:19:00,19:19:30,G
K713,1019,1408,19:22:30,19:23:00,G
K1925,0150,1408,00:00:00,19:25:00,D
K207,1916,1812,19:27:00,19:27:30,G
K505,0158,1749,19:31:00,19:31:30,G
K209,1906,1812,19:34:00,19:34:30,G
K715,1019,1728,19:37:30,19:38:00,G
K211,1915,1812,19:41:30,19:42:00,G
K507,1019,1749,19:45:30,19:46:00,G
K213,1909,1812,19:49:00,19:49:30,G
K717,0158,1408,19:52:00,19:52:30,G
K215,1916,1812,19:56:30,19:57:00,G
K509,1019,1749,20:00:30,20:01:00,G
S217,1022,1812,20:04:00,20:04:30,G
K719,0158,1408,20:08:00,20:08:30,G
K219,1915,1812,20:11:30,20:12:00,G
K511,1019,1749,20:16:30,20:17:00,G
K221,1909,1812,20:21:00,20:21:30,G
K721,0158,1728,20:25:30,20:26:00,G
K223,1916,1812,20:29:00,20:29:30,G
K513,1019,1716,20:33:30,20:34:00,G
K225,1909,1812,20:37:00,20:37:30,G
K723,0158,1728,20:40:30,20:41:00,G
K227,1906,1812,20:44:00,20:44:30,G
K515,1019,1749,20:47:30,20:48:00,G
K229,1916,1812,20:51:00,20:51:30,G
K725,0158,1408,20:54:30,20:55:00,G
K231,1915,1812,20:58:30,20:59:00,G
S517,1019,1749,21:02:30,21:03:00,G
S233,1906,1812,21:06:00,21:06:30,G
K727,0158,1728,21:09:00,21:09:30,G
K235,1916,1812,21:12:30,21:13:00,G
K519,1019,1716,21:17:30,21:18:00,G
K237,1915,1812,21:22:30,21:23:00,G
K729,0158,1408,21:26:00,21:26:30,G
K239,1906,1812,21:31:00,21:31:30,G
S521,1019,1749,21:36:30,21:37:00,G
K241,1916,1812,21:41:30,21:42:00,G
K731,0158,1728,21:46:00,21:46:30,G
S243,1909,1812,21:51:00,21:51:30,G
K523,1019,1749,21:56:30,21:57:00,G
K245,1915,1812,22:01:30,22:02:00,G
K733,0158,1408,22:06:00,22:06:30,G
K247,1916,1812,22:11:00,22:11:30,G
S525,0159,1749,22:16:00,22:16:30,G
K249,1906,1812,22:20:00,22:20:30,G
K735,0158,1728,22:25:00,22:25:30,G
K251,1909,1812,22:32:00,22:32:30,G
K527,0158,1749,22:38:00,22:38:30,G
K253,1909,1812,22:44:00,22:44:30,G
K529,0158,1716,22:51:00,22:51:30,G
K255,1906,1812,22:55:00,22:55:30,G
K531,1019,1749,23:00:30,23:01:00,G
K257,1916,1812,23:05:30,23:06:00,G
K533,0158,1716,23:11:00,23:11:30,G
K259,1909,1812,23:16:00,23:16:30,G
K535,0158,1716,23:21:00,23:21:30,G
K261,1916,1812,23:27:00,23:27:30,G
K839,0158,1701,23:35:00,23:35:30,G
K263,1909,1812,23:40:00,23:40:30,G
K841,0158,1701,23:50:00,23:50:30,G
K843,1916,1701,24:00:00,24:00:30,G
K845,0158,1701,24:10:30,24:11:00,G
