TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K4,1812,1915,00:00:00,05:00:00,G
K6,1812,1916,00:00:00,05:11:00,G
K8,1812,1915,00:00:00,05:23:00,G
K10,1812,1915,00:00:00,05:35:00,G
K12,1812,1916,00:00:00,05:47:00,G
K14,1812,1909,00:00:00,05:57:00,G
K16,1812,1915,00:00:00,06:07:00,G
K18,1812,1916,00:00:00,06:20:00,G
K20,1812,1909,00:00:00,06:30:00,G
K22,1812,1915,00:00:00,06:39:00,G
K24,1812,1909,00:00:00,06:48:00,G
K26,1812,1916,00:00:00,06:56:00,G
K28,1812,1909,00:00:00,07:05:00,G
K30,1812,1906,00:00:00,07:15:00,G
K32,1812,1916,00:00:00,07:24:00,G
K34,1812,1909,00:00:00,07:32:00,G
K36,1812,1916,00:00:00,07:40:00,G
K38,1812,1909,00:00:00,07:51:00,G
S40,1812,1906,00:00:00,07:59:00,G
K42,1812,1916,00:00:00,08:08:00,G
K44,1812,1909,00:00:00,08:16:00,G
K46,1812,1022,00:00:00,08:24:00,G
K48,1812,1019,00:00:00,08:32:00,G
K50,1812,1916,00:00:00,08:40:00,G
S52,1812,1909,00:00:00,08:49:00,G
K54,1812,1906,00:00:00,08:56:00,G
S56,1812,1909,00:00:00,09:04:00,G
K58,1812,1916,00:00:00,09:12:00,G
K60,1812,1022,00:00:00,09:20:00,G
K62,1812,1906,00:00:00,09:29:00,G
K64,1812,1022,00:00:00,09:39:00,G
K66,1812,1916,00:00:00,09:49:00,G
K68,1812,1909,00:00:00,09:59:00,G
K70,1812,1906,00:00:00,10:08:00,G
K72,1812,1916,00:00:00,10:19:00,G
K74,1812,1909,00:00:00,10:28:00,G
K76,1812,1906,00:00:00,10:37:00,G
K78,1812,1916,00:00:00,10:47:00,G
K80,1812,1909,00:00:00,10:57:00,G
S82,1812,1906,00:00:00,11:08:00,G
K84,1812,1916,00:00:00,11:19:00,G
K86,1812,1909,00:00:00,11:29:00,G
K88,1812,1906,00:00:00,11:39:00,G
K90,1812,1916,00:00:00,11:48:00,G
S92,1812,1909,00:00:00,11:58:00,G
K94,1812,1906,00:00:00,12:08:00,G
K96,1812,1916,00:00:00,12:19:00,G
S98,1812,1909,00:00:00,12:29:00,G
