TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K13,1906,1812,05:12:30,05:13:00,G
K15,1909,1812,05:23:30,05:24:00,G
K19,1909,1812,05:36:30,05:37:00,G
K23,1909,1812,05:53:30,05:54:00,G
K25,1916,1812,06:03:30,06:04:00,G
K27,1915,1812,06:14:00,06:14:30,G
K31,1916,1812,06:32:30,06:33:00,G
S33,1906,1812,06:41:30,06:42:00,G
K35,1915,1812,06:49:00,06:49:30,G
S37,1909,1812,06:57:30,06:58:00,G
K39,1906,1812,07:04:30,07:05:00,G
K41,1916,1812,07:11:30,07:12:00,G
K43,1915,1812,07:22:00,07:22:30,G
K45,1915,1812,07:31:00,07:31:30,G
K47,1916,1812,07:38:30,07:39:00,G
K49,1915,1812,07:47:00,07:47:30,G
K51,1916,1812,07:56:30,07:57:00,G
K53,1915,1812,08:06:00,08:06:30,G
K55,1915,1812,08:17:00,08:17:30,G
K57,1916,1812,08:26:00,08:26:30,G
K59,1909,1812,08:35:30,08:36:00,G
K807,1915,1701,08:40:00,08:40:30,G
K61,1915,1812,08:49:00,08:49:30,G
K809,1909,1701,08:57:30,08:58:00,G
K65,1916,1812,09:08:30,09:09:00,G
K67,1909,1812,09:17:30,09:18:00,G
K69,1915,1812,09:27:00,09:27:30,G
K811,1909,1701,09:34:30,09:35:00,G
K71,1906,1812,09:38:30,09:39:00,G
K951,1916,1019,09:46:00,09:46:30,G
K75,1915,1812,09:56:00,09:56:30,G
K77,1909,1812,10:06:30,10:07:00,G
S79,1906,1812,10:16:30,10:17:00,G
K813,1909,1701,10:24:30,10:25:00,G
K81,1916,1812,10:28:30,10:29:00,G
K83,1909,1812,10:38:30,10:39:00,G
K85,1916,1812,10:45:30,10:46:00,G
K89,1916,1812,11:07:30,11:08:00,G
S91,1909,1812,11:17:30,11:18:00,G
K93,1906,1812,11:27:30,11:28:00,G
K95,1916,1812,11:37:00,11:37:30,G
S97,1909,1812,11:47:30,11:48:00,G
K99,1906,1812,11:57:30,11:58:00,G
K101,1916,1812,12:07:30,12:08:00,G
K103,1906,1812,12:17:30,12:18:00,G
K105,1909,1812,12:27:30,12:28:00,G
K107,1916,1812,12:37:00,12:37:30,G
K109,1906,1812,12:47:30,12:48:00,G
K111,1909,1812,12:57:30,12:58:00,G
K113,1916,1812,13:05:30,13:06:00,G
S115,1906,1812,13:17:30,13:18:00,G
K805,1909,1701,13:26:30,13:27:00,G
K119,1916,1812,13:37:30,13:38:00,G
K121,1906,1812,13:48:30,13:49:00,G
K123,1909,1812,13:57:30,13:58:00,G
K125,1916,1812,14:07:30,14:08:00,G
K127,1906,1812,14:17:30,14:18:00,G
S129,1909,1812,14:27:30,14:28:00,G
K131,1916,1812,14:36:30,14:37:00,G
K135,1906,1812,14:48:30,14:49:00,G
S137,1909,1812,14:57:30,14:58:00,G
K139,1916,1812,15:06:30,15:07:00,G
K141,1906,1812,15:17:30,15:18:00,G
K145,1909,1812,15:27:30,15:28:00,G
K147,1916,1812,15:37:30,15:38:00,G
K149,1906,1812,15:47:30,15:48:00,G
S151,1909,1812,15:56:30,15:57:00,G
K155,1916,1812,16:08:30,16:09:00,G
S157,1906,1812,16:17:30,16:18:00,G
K161,1916,1812,16:36:30,16:37:00,G
K163,1906,1812,16:44:30,16:45:00,G
K165,1909,1812,16:53:30,16:54:00,G
K171,1916,1812,17:09:00,17:09:30,G
K173,1906,1812,17:19:30,17:20:00,G
K175,1909,1812,17:27:30,17:28:00,G
K177,1916,1812,17:35:30,17:36:00,G
K181,1916,1812,17:52:00,17:52:30,G
S183,1909,1812,18:00:30,18:01:00,G
K185,1906,1812,18:08:30,18:09:00,G
K187,1916,1812,18:16:00,18:16:30,G
K189,1909,1812,18:26:30,18:27:00,G
K191,1916,1812,18:35:00,18:35:30,G
K193,1906,1812,18:43:30,18:44:00,G
K195,1916,1812,18:52:30,18:53:00,G
S197,1909,1812,18:59:30,19:00:00,G
K199,1916,1812,19:08:30,19:09:00,G
S201,1906,1812,19:15:30,19:16:00,G
K203,1915,1812,19:22:00,19:22:30,G
K205,1906,1812,19:31:30,19:32:00,G
K207,1916,1812,19:40:30,19:41:00,G
K209,1906,1812,19:47:30,19:48:00,G
S211,1909,1812,19:54:30,19:55:00,G
K213,1915,1812,20:02:00,20:02:30,G
K215,1909,1812,20:08:30,20:09:00,G
K219,1916,1812,20:23:00,20:23:30,G
S221,1909,1812,20:33:30,20:34:00,G
K223,1906,1812,20:42:30,20:43:00,G
K225,1916,1812,20:52:30,20:53:00,G
K227,1906,1812,21:01:30,21:02:00,G
K229,1915,1812,21:12:00,21:12:30,G
K231,1909,1812,21:21:30,21:22:00,G
K233,1916,1812,21:32:00,21:32:30,G
K235,1909,1812,21:43:30,21:44:00,G
K237,1916,1812,21:56:30,21:57:00,G
K239,1906,1812,22:08:30,22:09:00,G
K241,1916,1812,22:27:30,22:28:00,G
K245,1906,1812,22:37:30,22:38:00,G
K823,1909,1701,22:42:30,22:43:00,G
K829,1916,1701,22:54:30,22:55:00,G
K837,1909,1701,23:09:30,23:10:00,G
K965,1906,1019,23:14:30,23:15:00,G
K845,1915,1701,23:19:00,23:19:30,G
K971,1916,1019,23:37:30,23:38:00,G
K979,1916,1019,24:07:30,24:08:00,G
