TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K607,1701,1408,05:14:00,G
K401,1701,1749,05:30:30,G
K609,1701,1408,05:41:00,G
S403,0150,1749,05:54:30,G
K611,1701,1408,06:05:00,G
S405,0159,1749,06:17:00,G
K613,1701,1408,06:30:00,G
S407,0159,1749,06:41:00,G
K409,1019,1749,06:52:30,G
K615,1701,1408,07:02:00,G
S411,1019,1749,07:11:30,G
K617,1019,1728,07:22:30,G
S413,0159,1749,07:33:30,G
K619,1019,1408,07:43:30,G
K415,1019,1749,07:52:00,G
K623,0158,1728,08:02:00,G
K417,1019,1749,08:09:30,G
S419,1019,1749,08:17:30,G
K625,0158,1408,08:26:00,G
K421,1019,1749,08:32:30,G
K627,1019,1408,08:40:30,G
S423,1019,1749,08:51:30,G
K629,0158,1728,08:59:00,G
K425,1019,1749,09:07:30,G
K427,0158,1716,09:16:00,G
K631,0158,1408,09:25:30,G
K429,1019,1716,09:37:30,G
K633,0158,1728,09:46:00,G
S431,1019,1749,09:56:30,G
K635,0158,1408,10:09:00,G
S433,1019,1749,10:18:30,G
K637,0158,1728,10:30:00,G
K435,1019,1749,10:38:00,G
K639,0158,1408,10:47:00,G
K437,1019,1749,10:57:00,G
K641,0158,1728,11:07:00,G
K439,0158,1749,11:17:00,G
K643,1019,1408,11:25:30,G
K441,0158,1749,11:36:30,G
K645,0158,1728,11:46:00,G
K443,1019,1749,11:58:00,G
K647,0158,1408,12:09:00,G
K445,1019,1749,12:17:30,G
K649,0158,1728,12:25:00,G
K447,1019,1749,12:37:30,G
K651,0158,1408,12:46:00,G
K449,1019,1749,12:57:30,G
K653,0158,1728,13:07:30,G
K451,1019,1749,13:18:30,G
K655,0158,1408,13:27:00,G
K453,1019,1749,13:37:30,G
K657,0158,1728,13:47:30,G
S455,1019,1749,13:56:30,G
K659,0158,1408,14:06:00,G
S457,1019,1749,14:17:30,G
K661,0158,1728,14:26:00,G
K459,1019,1749,14:34:30,G
K665,0158,1408,14:46:00,G
K461,1019,1749,14:57:00,G
K667,0158,1728,15:07:00,G
K463,1019,1749,15:19:00,G
K669,0158,1408,15:27:00,G
K465,1019,1749,15:38:30,G
K673,0158,1728,15:46:00,G
K467,1019,1749,15:56:30,G
K675,0158,1408,16:05:00,G
K469,1019,1749,16:16:30,G
K677,0158,1728,16:26:00,G
K471,1019,1749,16:35:30,G
K681,0158,1408,16:46:00,G
K473,1019,1749,16:58:00,G
K683,0158,1728,17:06:00,G
K475,1019,1749,17:15:30,G
K685,0158,1408,17:25:30,G
K477,1019,1749,17:37:30,G
K687,0158,1408,17:46:00,G
S479,1019,1749,17:57:30,G
K689,0158,1728,18:05:00,G
K481,1019,1749,18:13:00,G
K691,0158,1408,18:23:00,G
S483,0159,1749,18:31:30,G
K693,1019,1728,18:39:30,G
K485,0158,1749,18:49:00,G
K695,1019,1408,18:55:30,G
K487,0158,1749,19:04:30,G
K697,0158,1728,19:13:00,G
K489,1019,1749,19:22:30,G
K491,1019,1716,19:30:00,G
K699,0158,1408,19:36:00,G
K493,1019,1749,19:46:30,G
K701,0158,1408,19:55:00,G
K495,1019,1749,20:04:30,G
K703,0158,1728,20:12:30,G
K497,1019,1749,20:21:00,G
K705,0158,1408,20:29:00,G
K499,1701,1749,20:37:30,G
K707,0158,1408,20:43:00,G
K501,1019,1716,20:51:30,G
K709,0158,1728,21:00:00,G
K503,1019,1749,21:09:00,G
K711,0158,1728,21:16:00,G
K505,1019,1749,21:23:30,G
K713,0158,1408,21:30:00,G
K507,1019,1716,21:37:30,G
K509,0158,1716,21:45:00,G
S511,1019,1749,21:53:30,G
K715,0158,1716,22:02:00,G
S513,0159,1749,22:12:30,G
K719,0158,1728,22:24:00,G
S515,1019,1749,22:31:30,G
K721,0158,1408,22:42:00,G
K517,1019,1749,22:51:30,G
K723,0158,1728,23:02:00,G
K519,0158,1716,23:16:30,G
K521,1019,1749,23:40:30,G
K523,1019,1716,23:55:30,G
