TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K904,1022,1915,06:04:30,G
K906,1019,1916,06:15:30,G
K908,1022,1915,06:25:30,G
K802,1701,1915,06:34:00,G
K804,1701,1916,06:47:00,G
K916,1022,1915,06:57:30,G
K806,1701,1916,07:02:00,G
K2,1806,1915,07:12:00,G
K4,1812,1915,07:21:30,G
K6,1812,1916,07:32:30,G
K8,1812,1915,07:44:30,G
K10,1812,1915,07:56:30,G
K12,1812,1916,08:08:30,G
K16,1812,1915,08:28:30,G
K18,1812,1916,08:41:30,G
K22,1812,1915,09:00:30,G
K26,1812,1916,09:17:30,G
K32,1812,1916,09:46:30,G
K36,1812,1916,10:02:30,G
K42,1812,1916,10:29:30,G
K50,1812,1916,11:01:30,G
K58,1812,1916,11:33:00,G
K66,1812,1916,12:10:30,G
K72,1812,1916,12:40:30,G
K78,1812,1916,13:08:30,G
K84,1812,1916,13:40:30,G
K90,1812,1916,14:10:30,G
K96,1812,1916,14:40:30,G
K102,1812,1916,15:09:30,G
K108,1812,1916,15:39:30,G
K114,1812,1916,16:10:30,G
K118,1812,1916,16:30:30,G
K124,1812,1916,16:59:30,G
K128,1812,1916,17:18:30,G
K132,1812,1916,17:41:00,G
K136,1812,1916,17:59:30,G
K140,1812,1916,18:19:30,G
K142,1812,1915,18:30:30,G
K144,1812,1916,18:40:30,G
K150,1812,1915,19:04:30,G
K154,1812,1916,19:22:30,G
K160,1812,1916,19:45:00,G
K166,1812,1915,20:09:30,G
K172,1812,1916,20:33:00,G
K178,1812,1916,20:56:00,G
K186,1812,1916,21:29:30,G
K192,1812,1916,21:52:30,G
K198,1812,1915,22:17:30,G
K204,1812,1916,22:38:00,G
K210,1812,1916,23:06:30,G
K218,1812,1916,23:36:30,G
K222,1812,1916,23:56:30,G
K228,1812,1916,24:19:30,G
