TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
K400,1716,1019,05:44:30,05:45:00,G
K402,1716,0158,06:08:30,06:09:00,G
K404,1749,1019,06:21:30,06:22:00,G
K7004,1750,1006,06:29:30,06:30:00,G
K600,1728,0158,06:33:00,06:33:30,G
S406,1749,1019,06:41:30,06:42:00,G
K408,1749,1019,06:53:00,06:53:30,G
K602,1728,0158,07:03:30,07:04:00,G
K410,1749,1019,07:13:30,07:14:00,G
K604,1408,0158,07:24:00,07:24:30,G
S412,1749,1019,07:31:30,07:32:00,G
K414,1716,0158,07:39:30,07:40:00,G
K606,1728,0158,07:48:30,07:49:00,G
K7006,1750,1006,07:53:00,07:53:30,G
S416,1749,1019,07:59:30,08:00:00,G
K608,1408,0158,08:08:30,08:09:00,G
K7008,1750,1006,08:12:00,08:12:30,G
S418,1749,1019,08:15:30,08:16:00,G
K420,1716,1019,08:25:30,08:26:00,G
K610,1408,0158,08:34:30,08:35:00,G
K422,1749,1019,08:43:30,08:44:00,G
K612,1728,0158,08:51:30,08:52:00,G
S424,1749,1019,08:58:30,08:59:00,G
K614,1408,0158,09:06:30,09:07:00,G
K7010,1750,1006,09:12:30,09:13:00,G
S426,1749,0159,09:15:30,09:16:00,G
K616,1728,0158,09:24:30,09:25:00,G
K428,1749,1019,09:32:30,09:33:00,G
K618,1408,0158,09:39:30,09:40:00,G
K430,1749,1019,09:47:30,09:48:00,G
K620,1408,0158,09:55:30,09:56:00,G
S432,1749,0159,10:03:30,10:04:00,G
K7012,1750,1006,10:09:30,10:10:00,G
K622,1728,0158,10:13:30,10:14:00,G
K434,1749,1019,10:23:30,10:24:00,G
K624,1408,0158,10:33:30,10:34:00,G
S436,1749,0159,10:43:30,10:44:00,G
K628,1728,0158,10:53:30,10:54:00,G
K7016,1750,1006,11:03:00,11:03:30,G
K438,1749,1701,11:05:30,11:06:00,G
K630,1408,0158,11:11:00,11:11:30,G
K440,1716,1019,11:20:30,11:21:00,G
K632,1728,0158,11:30:00,11:30:30,G
S442,1749,1019,11:40:30,11:41:00,G
K7018,1750,1006,11:48:30,11:49:00,G
K634,1408,0158,11:52:30,11:53:00,G
S444,1749,1019,12:02:30,12:03:00,G
K636,1408,0158,12:14:00,12:14:30,G
K446,1749,1019,12:22:30,12:23:00,G
K638,1728,0158,12:32:00,12:32:30,G
K448,1749,1019,12:41:00,12:41:30,G
K640,1408,0158,12:53:00,12:53:30,G
K7022,1750,1006,13:00:00,13:00:30,G
K450,1749,1019,13:03:00,13:03:30,G
K642,1728,0158,13:12:30,13:13:00,G
K452,1749,1019,13:22:30,13:23:00,G
K644,1408,0158,13:32:30,13:33:00,G
K454,1749,1019,13:41:30,13:42:00,G
K7026,1750,1006,13:47:30,13:48:00,G
K646,1728,0158,13:53:30,13:54:00,G
K456,1749,1019,14:00:30,14:01:00,G
K648,1408,0158,14:12:00,14:12:30,G
K458,1749,1019,14:22:30,14:23:00,G
K650,1728,0158,14:33:30,14:34:00,G
K460,1749,1019,14:42:30,14:43:00,G
K652,1408,0158,14:53:30,14:54:00,G
K7030,1750,1006,14:57:30,14:58:00,G
