TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
7003,2745,2761,05:35:50,05:36:20,G
7005,2737,2761,05:52:10,05:52:40,G
7007,2731,2761,06:05:20,06:05:50,G
7009,2729,2761,06:17:20,06:17:50,G
7011,2719,2761,06:29:30,06:30:00,G
7013,2712,2761,06:41:50,06:42:20,G
7015,2711,2761,06:52:00,06:52:30,G
7017,2712,2761,07:02:00,07:02:30,G
7019,2711,2761,07:12:00,07:12:30,G
7021,2712,2761,07:21:00,07:21:30,G
7023,2711,2752,07:29:00,07:29:30,G
7025,2712,2761,07:36:00,07:36:30,G
7027,2711,2752,07:43:00,07:43:30,G
7029,2712,2761,07:50:00,07:50:30,G
7031,2711,2761,07:57:00,07:57:30,G
7033,2712,2752,08:03:00,08:03:30,G
7035,2712,2761,08:09:00,08:09:30,G
7037,2712,2752,08:15:00,08:15:30,G
7039,2711,2761,08:21:00,08:21:30,G
7041,2712,2752,08:27:00,08:27:30,G
7043,2712,2761,08:33:00,08:33:30,G
7045,2711,2752,08:39:00,08:39:30,G
7047,2712,2761,08:45:00,08:45:30,G
7049,2712,2752,08:51:00,08:51:30,G
7051,2711,2761,08:57:00,08:57:30,G
7053,2712,2752,09:03:00,09:03:30,G
7055,2712,2761,09:09:00,09:09:30,G
7057,2711,2752,09:15:00,09:15:30,G
7059,2712,2761,09:21:00,09:21:30,G
7061,2712,2752,09:27:00,09:27:30,G
7063,2712,2761,09:33:00,09:33:30,G
7065,2711,2752,09:39:00,09:39:30,G
7067,2712,2761,09:45:00,09:45:30,G
7069,2711,2752,09:51:00,09:51:30,G
7071,2712,2761,09:57:00,09:57:30,G
7073,2712,2752,10:03:00,10:03:30,G
7075,2711,2761,10:09:00,10:09:30,G
7077,2712,2752,10:15:00,10:15:30,G
7079,2712,2761,10:21:00,10:21:30,G
7081,2711,2752,10:27:00,10:27:30,G
7083,2712,2761,10:33:00,10:33:30,G
7085,2712,2752,10:39:00,10:39:30,G
7087,2711,2761,10:45:00,10:45:30,G
7089,2712,2752,10:51:00,10:51:30,G
7091,2712,2761,10:57:00,10:57:30,G
7093,2711,2752,11:03:00,11:03:30,G
7095,2712,2761,11:09:00,11:09:30,G
7097,2712,2752,11:15:00,11:15:30,G
7099,2711,2761,11:21:00,11:21:30,G
7101,2712,2752,11:27:00,11:27:30,G
7103,2712,2761,11:33:00,11:33:30,G
7105,2711,2752,11:39:00,11:39:30,G
7107,2712,2761,11:45:00,11:45:30,G
7109,2711,2752,11:51:00,11:51:30,G
7111,2712,2761,11:57:00,11:57:30,G
7113,2711,2752,12:03:00,12:03:30,G
7115,2712,2761,12:09:00,12:09:30,G
7117,2712,2752,12:15:00,12:15:30,G
7119,2711,2761,12:21:00,12:21:30,G
7121,2712,2752,12:27:00,12:27:30,G
7123,2711,2761,12:33:00,12:33:30,G
7125,2712,2752,12:39:00,12:39:30,G
7127,2712,2761,12:45:00,12:45:30,G
7129,2711,2752,12:51:00,12:51:30,G
7131,2712,2761,12:57:00,12:57:30,G
