TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
7350,2761,2737,24:04:20,G
7008,2737,2711,00:00:00,G
7010,2744,2711,05:50:00,G
7012,2752,2712,06:02:20,G
7014,2752,2711,06:12:20,G
7016,2761,2712,06:21:20,G
7018,2752,2711,06:30:20,G
7020,2761,2712,06:39:20,G
7022,2752,2711,06:47:20,G
7024,2761,2712,06:54:20,G
7026,2752,2712,07:01:20,G
7028,2761,2711,07:08:20,G
7030,2752,2712,07:15:20,G
7032,2761,2712,07:22:20,G
7034,2761,2711,07:29:20,G
7036,2752,2712,07:36:20,G
7038,2761,2711,07:42:20,G
7040,2752,2712,07:48:20,G
7042,2761,2712,07:54:20,G
7044,2752,2711,08:00:20,G
7046,2761,2712,08:06:20,G
7048,2752,2712,08:12:20,G
7050,2761,2711,08:18:20,G
7052,2752,2712,08:24:20,G
7054,2761,2712,08:30:20,G
7056,2752,2711,08:36:20,G
7058,2761,2712,08:42:20,G
7060,2761,2712,08:48:20,G
7062,2752,2711,08:54:20,G
7064,2761,2712,09:00:20,G
7066,2752,2712,09:06:20,G
7068,2761,2711,09:12:20,G
7070,2752,2712,09:18:20,G
7072,2761,2712,09:24:20,G
7074,2752,2711,09:30:20,G
7076,2761,2712,09:36:20,G
7078,2752,2711,09:42:20,G
7080,2761,2712,09:48:20,G
7082,2752,2711,09:54:20,G
7084,2761,2712,10:00:20,G
7086,2752,2712,10:06:20,G
7088,2761,2711,10:12:20,G
7090,2752,2712,10:18:20,G
7092,2761,2711,10:24:20,G
7094,2752,2712,10:30:20,G
7096,2761,2712,10:36:20,G
7098,2752,2711,10:42:20,G
7100,2761,2712,10:48:20,G
7102,2752,2711,10:54:20,G
7104,2761,2712,11:00:20,G
7106,2752,2711,11:06:20,G
7108,2761,2712,11:12:20,G
7110,2752,2711,11:18:20,G
7112,2761,2712,11:24:20,G
7114,2752,2712,11:30:20,G
7116,2761,2711,11:36:20,G
7118,2752,2712,11:42:20,G
7120,2761,2712,11:48:20,G
7122,2752,2711,11:54:20,G
7124,2761,2712,12:00:20,G
