TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,EXPRESS_YN
K8001,1309,1329,05:57:20,G
K8003,1309,1329,06:27:20,G
K8005,1309,1329,06:53:40,G
K8007,1309,1329,07:21:30,G
K8009,1306,1329,07:52:40,G
K8011,1309,1329,08:12:20,G
K8013,1306,1329,08:33:40,G
K8015,1309,1329,09:06:40,G
K8017,1309,1329,09:25:20,G
K8019,1309,1329,09:55:20,G
K8021,1306,1329,10:18:40,G
K8023,1309,1329,10:45:30,G
K8025,1309,1329,11:01:20,G
K8027,1309,1329,11:34:20,G
K8029,1306,1329,12:00:40,G
K8031,1309,1329,12:24:20,G
K8033,1309,1329,12:47:40,G
K8035,1309,1329,13:09:30,G
K8037,1309,1329,13:32:20,G
K8039,1309,1329,13:56:20,G
K8041,1306,1329,14:27:40,G
K8043,1309,1329,14:53:20,G
K8045,1309,1329,15:17:30,G
K8047,1309,1329,15:50:40,G
K8049,1309,1329,16:11:20,G
K8051,1309,1329,16:34:40,G
K8053,1309,1329,16:57:20,G
K8055,1306,1329,17:25:40,G
K8057,1309,1329,17:45:20,G
K8059,1309,1329,18:15:30,G
K8061,1309,1329,18:37:20,G
K8063,1309,1329,19:02:20,G
K8065,1309,1329,19:27:20,G
K8067,1306,1329,20:02:40,G
K8069,1306,1329,20:27:30,G
K8071,1309,1329,20:44:40,G
K8073,1309,1329,21:05:20,G
K8075,1309,1329,21:31:20,G
K8077,1309,1329,21:57:30,G
K8079,1306,1329,22:36:40,G
K8083,1309,1329,23:12:20,G
K8085,1309,1329,23:39:20,G
