TRAIN_NO,ORIGINSTATION,DESTSTATION,ARRIVETIME,LEFTTIME,EXPRESS_YN
7021,2719,2761,00:00:00,05:32:00,G
7025,2712,2761,05:43:50,05:44:20,G
7029,2711,2761,05:53:50,05:54:20,G
7033,2712,2761,06:01:50,06:02:20,G
7035,2712,2761,06:08:50,06:09:20,G
7039,2711,2761,06:15:50,06:16:20,G
7041,2712,2761,06:21:50,06:22:20,G
7045,2712,2761,06:27:50,06:28:20,G
7047,2711,2761,06:33:50,06:34:20,G
7049,2712,2761,06:39:50,06:40:20,G
7051,2711,2761,06:45:50,06:46:20,G
7053,2712,2761,06:51:50,06:52:20,G
7055,2711,2761,06:57:50,06:58:20,G
7057,2712,2761,07:03:50,07:04:20,G
7059,2711,2761,07:09:50,07:10:20,G
7061,2712,2752,07:13:50,07:14:20,G
7063,2712,2761,07:17:50,07:18:20,G
7065,2711,2761,07:21:50,07:22:20,G
7067,2712,2752,07:25:50,07:26:20,G
7069,2712,2761,07:29:50,07:30:20,G
7071,2712,2761,07:33:50,07:34:20,G
7073,2711,2752,07:36:50,07:37:20,G
7075,2712,2761,07:40:00,07:40:30,G
7077,2712,2761,07:43:00,07:43:30,G
7079,2712,2752,07:46:00,07:46:30,G
7081,2712,2761,07:48:30,07:49:00,G
7083,2711,2752,07:51:00,07:51:30,G
7085,2712,2761,07:53:30,07:54:00,G
7087,2712,2752,07:56:00,07:56:30,G
7089,2712,2761,07:58:30,07:59:00,G
7091,2712,2752,08:01:00,08:01:30,G
7093,2712,2752,08:03:30,08:04:00,G
7095,2711,2761,08:06:00,08:06:30,G
7097,2712,2752,08:08:30,08:09:00,G
7099,2712,2752,08:11:00,08:11:30,G
7101,2712,2761,08:13:30,08:14:00,G
7103,2711,2752,08:16:00,08:16:30,G
7105,2712,2752,08:19:00,08:19:30,G
7107,2712,2761,08:22:00,08:22:30,G
7109,2712,2752,08:25:00,08:25:30,G
7111,2711,2752,08:28:00,08:28:30,G
7113,2712,2761,08:31:00,08:31:30,G
7115,2712,2752,08:34:00,08:34:30,G
7117,2711,2752,08:37:00,08:37:30,G
7119,2712,2761,08:40:00,08:40:30,G
7121,2712,2752,08:43:00,08:43:30,G
7123,2711,2752,08:46:00,08:46:30,G
7125,2712,2761,08:50:00,08:50:30,G
7127,2711,2752,08:54:00,08:54:30,G
7129,2712,2752,08:57:50,08:58:20,G
7131,2711,2761,09:02:20,09:03:00,G
7133,2712,2752,09:06:20,09:07:00,G
7135,2711,2752,09:10:20,09:11:00,G
7137,2712,2761,09:14:20,09:15:00,G
7139,2711,2752,09:18:20,09:19:00,G
7141,2712,2752,09:22:20,09:23:00,G
7143,2711,2761,09:26:50,09:27:20,G
7145,2712,2752,09:32:50,09:33:20,G
7147,2711,2761,09:38:50,09:39:20,G
7149,2712,2752,09:44:50,09:45:20,G
7151,2711,2761,09:50:50,09:51:20,G
7153,2712,2752,09:56:50,09:57:20,G
7155,2711,2761,10:02:50,10:03:20,G
7157,2712,2752,10:08:50,10:09:20,G
7159,2711,2761,10:14:50,10:15:20,G
7161,2712,2752,10:20:50,10:21:20,G
7163,2711,2761,10:26:50,10:27:20,G
7165,2712,2752,10:32:50,10:33:20,G
7167,2711,2761,10:38:50,10:39:20,G
7169,2712,2752,10:44:50,10:45:20,G
7171,2711,2761,10:50:50,10:51:20,G
7173,2712,2752,10:56:50,10:57:20,G
7175,2712,2761,11:02:50,11:03:20,G
7177,2711,2752,11:08:50,11:09:20,G
7179,2712,2761,11:14:50,11:15:20,G
7181,2711,2752,11:20:50,11:21:20,G
7183,2712,2761,11:26:50,11:27:20,G
7185,2712,2752,11:32:50,11:33:20,G
7187,2711,2761,11:38:50,11:39:20,G
7189,2712,2752,11:44:50,11:45:20,G
7191,2712,2761,11:50:50,11:51:20,G
7193,2711,2752,11:56:50,11:57:20,G
7195,2712,2761,12:02:50,12:03:20,G
7197,2712,2752,12:08:50,12:09:20,G
7199,2711,2761,12:14:50,12:15:20,G
7201,2712,2752,12:20:50,12:21:20,G
7203,2712,2761,12:26:50,12:27:20,G
7205,2711,2752,12:32:50,12:33:20,G
7207,2712,2761,12:38:50,12:39:20,G
7209,2711,2752,12:44:50,12:45:20,G
7211,2712,2761,12:50:50,12:51:20,G
7213,2712,2752,12:56:50,12:57:20,G
7215,2711,2761,13:02:50,13:03:20,G
7217,2712,2752,13:08:50,13:09:20,G
7219,2711,2761,13:14:50,13:15:20,G
7221,2712,2752,13:20:50,13:21:20,G
7223,2711,2761,13:26:50,13:27:20,G
7225,2712,2752,13:32:50,13:33:20,G
7227,2712,2761,13:38:50,13:39:20,G
7229,2711,2752,13:44:50,13:45:20,G
7231,2712,2761,13:50:50,13:51:20,G
7233,2712,2752,13:56:50,13:57:20,G
7235,2711,2761,14:02:50,14:03:20,G
7237,2712,2752,14:08:50,14:09:20,G
7239,2712,2761,14:14:50,14:15:20,G
7241,2711,2752,14:20:50,14:21:20,G
7243,2712,2761,14:26:50,14:27:20,G
7245,2712,2752,14:32:50,14:33:20,G
7247,2711,2761,14:38:50,14:39:20,G
7249,2712,2752,14:44:50,14:45:20,G
7251,2712,2761,14:50:50,14:51:20,G
7253,2711,2752,14:56:50,14:57:20,G
7255,2712,2761,15:02:50,15:03:20,G
7257,2712,2752,15:08:50,15:09:20,G
7259,2711,2761,15:14:50,15:15:20,G
